obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
53, 94.6, 169596, 37317, 1214, 1648, 2076, 1399, 1582, 1323, 40, 20, NA, 216155,  N
54, 97.6, 1279820, 69041, 23342, 5064, 6623, 8626, 3160, 1401, 38, 48, NA, 1397077,  N
55, 99.6, 272589, 158635, 6242, 8752, 15258, 14404, 18012, 5700, 63, 57, NA, 499592,  N
56, 100.6, 285943, 46171, 4208, 5687, 11440, 4346, 1652, 230, 63, 40, NA, 359677,  N
57, 102.6, 174676, 64984, 26695, 4861, 12145, 14476, 4932, 12499, 80, 41, NA, 315268,  N
58, 103.6, 44143, 4423, 4998, 2103, 9216, 2265, 2473, 733, 87, 69, NA, 70354,  N
59, 105.6, 59168, 23655, 9973, 28434, 11607, 12172, 15227, 8052, 94, 88, NA, 168288,  N
60, 106.6, 247615, 53738, 23831, 8338, 13949, 8770, 7283, 7518, 83, 77, NA, 371042,  N
61, 108.6, 121774, 31990, 3556, 3732, 5901, 5600, 1470, 1484, 80, 67, NA, 175507,  N
62, 109.6, 1661057, 34164, 13453, 9553, 19524, 5492, 3861, 2289, 69, 63, NA, 1749393,  N
63, 111.6, 383388, 27075, 4133, 4599, 7673, 1958, 2371, 303, 63, 57, NA, 431500,  N
64, 112.6, 141691, 60390, 2199, 2849, 5193, 1696, 2087, 640, 60, 54, NA, 216745,  N
65, 114.6, 1266909, 57692, 49890, 20558, 8975, 8578, 31770, 2629, 56, 63, NA, 1447001,  N
66, 117.6, 305641, 72763, 21028, 13660, 5298, 7565, 5699, 1874, 53, 53, NA, 433528,  N
67, 119.5, 1063923, 69812, 182097, 29347, 14747, 30172, 10971, 3401, 29, 63, NA, 1404470,  N
68, 120.6, 414852, 99721, 18059, 15464, 10021, 3654, 5151, 1647, 50, 81, NA, 568569,  N
69, 122.5, 162665, 8365, 10258, 1160, 1327, 4025, 4639, 1819, 75, 96, NA, 194258,  N
70, 123.5, 738322, 137949, 59293, 22791, 7970, 15230, 8938, 6168, 77, 87, NA, 996661,  N
71, 123.5, 97087, 54531, 17168, 1462, 10170, 1908, 5804, 1415, 77, 84, NA, 189545,  N
