obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 6.0, 149210, 52259, 17967, 10471, 2051, 3396, 1256, 1118, NA, NA, NA, 237728,  N*
2, 7.0, 112331, 9313, 18674, 8963, 8685, 4883, 3966, 1329, NA, NA, NA, 168144,  N*
3, 8.9, 60447, 2644, 7315, 3491, 7052, 5581, 4424, 2664, 51, 47, NA, 93618,  N*
4, 9.9, 67289, 49189, 7395, 10161, 6783, 8619, 10989, 4543, 64, 50, NA, 164968,  N*
5, 11.9, 1189089, 78574, 9459, 9893, 7958, 13876, 9453, 2183, 69, 44, NA, 1320485,  N*
6, 12.9, 397081, 86187, 5123, 7729, 25435, 5483, 8345, 5785, 41, 21, NA, 541168,  N*
7, 14.9, 144300, 24225, 303, 2067, 3038, 2718, 3744, 1262, 40, 10, NA, 181657,  N*
8, 17.9, 20871, 57684, 8784, 11244, 10550, 6743, 5313, 3906, 47, 17, NA, 125095,  N*
9, 19.9, 1130101, 331361, 29822, 15564, 60149, 35165, 24519, 10737, 27, 40, NA, 1637418,  N*
10, 20.9, 2761016, 486527, 31719, 354109, 43621, 57107, 65185, 12535, 35, 35, NA, 3811819,  N*
11, 22.9, 459849, 94386, 7700, 10171, 42454, 6827, 13614, 8264, 35, 17, NA, 643265,  N*
12, 23.9, 299668, 428356, 54542, 16362, 19704, 16539, 17041, 15123, 20, 40, NA, 867335,  N*
13, 25.9, 129737, 78809, 50342, 12177, 17689, 13767, 9809, 5358, 24, 38, NA, 317688,  N*
14, 26.9, 33515, 23036, 4689, 8431, 10980, 13668, 10016, 5163, 43, 41, NA, 109498,  N*
15, 28.9, 348555, 89587, 34666, 23491, 17709, 7753, 5746, 5928, 47, 51, NA, 533435,  N*
16, 29.9, 5820, 10586, 2771, 5948, 6505, 8316, 6447, 6193, 56, 54, NA, 52586,  N*
17, 31.9, 94101, 24453, 7512, 4454, 9677, 5471, 2136, 1694, 48, 54, NA, 149498,  N*
18, 32.9, 62466, 100521, 4483, 14358, 5185, 1297, 1145, 1220, 43, 24, NA, 190675,  N*
19, 34.8, 546803, 196192, 37192, 60093, 18448, 11377, 5860, 2147, 21, 26, NA, 878112,  N*
20, 37.8, 227201, 79268, 42744, 26461, 6599, 6994, 8423, 7550, 21, 44, NA, 405240,  N*
21, 39.8, 655807, 78633, 20384, 9382, 42793, 16753, 6471, 4224, 34, 54, NA, 834447,  N*
22, 40.8, 12366, 25046, 1984, 5480, 6059, 15180, 2139, 4775, 64, 51, NA, 73029,  N*
23, 42.8, 91198, 119481, 21291, 9640, 11347, 10969, 14486, 5749, 64, 37, NA, 284161,  N*
24, 43.8, 96154, 2223, 1954, 5879, 1475, 2096, 712, 928, 57, 48, NA, 111421,  N*
25, 45.8, 11963, 9430, 3378, 5656, 6181, 7867, 2813, 5213, 56, 56, NA, 52501,  N*
26, 46.8, 10311, 4932, 7226, 2525, 2130, 7340, 2833, 1763, 78, 61, NA, 39060,  N*
27, 48.8, 364571, 47578, 41662, 22259, 11429, 10537, 2335, 3783, 69, 57, NA, 504154,  N*
28, 49.8, 10018, 5112, 2010, 6709, 2877, 9128, 4615, 2941, 78, 61, NA, 43410,  N*
29, 51.8, 274349, 30426, 1018, 988, 922, 1427, 2169, 534, 57, 38, NA, 311833,  N*
30, 52.8, 1155629, 186087, 24508, 15559, 18670, 14418, 3599, 3203, 53, 26, NA, 1421673,  N*
31, 54.8, 254938, 21884, 15464, 9832, 10819, 7761, 5544, 4263, 41, 27, NA, 330505,  N*
32, 57.8, 12775, 1775, 3918, 4143, 2076, 14331, 2078, 1329, 75, 53, NA, 42425,  N*
33, 59.7, 29420, 14270, 6189, 10299, 13971, 11063, 8244, 3253, 80, 56, NA, 96709,  N*
34, 60.7, 347442, 55503, 10053, 1236, 8186, 2969, 1430, 1649, 67, 44, NA, 428468,  N
35, 62.7, 2903, 13034, 3605, 1309, 8181, 7245, 1693, 1616, 69, 34, NA, 39586,  N
36, 63.7, 317918, 43414, 13640, 6541, 16911, 14097, 7936, 4526, 50, 27, NA, 424983,  N
37, 65.7, 13078, 6554, 8658, 7757, 5543, 11979, 8730, 2223, 70, 41, NA, 64522,  N
38, 66.7, 6626, 13054, 9112, 11363, 5911, 3954, 4326, 5448, 67, 54, NA, 59794,  N
39, 68.7, 20248, 26854, 17567, 4595, 24919, 10122, 4949, 9673, 67, 56, NA, 118927,  N
40, 69.7, 256707, 28541, 25922, 4229, 3372, 2781, 677, 449, 56, 61, NA, 322678,  N
41, 71.7, 1547883, 510871, 46936, 25453, 20423, 20035, 5923, 5962, 47, 44, NA, 2183486,  N
42, 72.7, 8833, 8733, 5270, 11195, 10000, 5637, 9937, 8712, 38, 47, NA, 68317,  N
43, 74.7, 59176, 28393, 22939, 13605, 17468, 22370, 9021, 5067, 54, 41, NA, 178039,  N
44, 77.7, 57903, 26870, 13742, 10934, 13762, 9248, 14939, 3603, 83, 57, NA, 151001,  N
45, 79.7, 443199, 113484, 16127, 14943, 5000, 18316, 14394, 5320, 57, 54, NA, 630783,  N
46, 80.7, 52702, 9230, 7669, 3140, 3219, 6786, 2010, 3057, 44, 54, NA, 87813,  N
47, 82.7, 9389, 22620, 13459, 7070, 5113, 12175, 3936, 3326, 51, 50, NA, 77088,  N
48, 83.7, 7344, 6531, 742, 1216, 2254, 5331, 3846, 2272, 80, 47, NA, 29536,  N
49, 85.7, 48657, 13611, 2110, 2277, 3047, 2395, 911, 1204, 70, 38, NA, 74212,  N
50, 86.7, 16946, 16683, 5269, 7662, 7953, 7448, 3463, 2063, 80, 35, NA, 67487,  N
51, 88.6, 35060, 5301, 22355, 4556, 7980, 4688, 6826, 3012, 67, 56, NA, 89778,  N
52, 89.7, 161999, 45189, 5952, 1630, 2130, 1580, 919, 793, 54, 51, NA, 220192,  N
53, 91.6, 16192, 21619, 9239, 16093, 12704, 10465, 4831, 3762, 53, 54, NA, 94905,  N
54, 92.6, 20499, 6960, 11329, 2019, 9153, 7117, 6706, 3268, 47, 50, NA, 67051,  N
55, 94.6, 30239, 14260, 16400, 14792, 5832, 11174, 7426, 4648, 64, 66, NA, 104771,  N
56, 97.6, 14851, 4861, 9341, 3371, 3839, 5830, 5911, 4057, 70, 57, NA, 52061,  N
57, 99.6, 384178, 251563, 24717, 10520, 6803, 8941, 7465, 2478, 54, 44, NA, 696665,  N
58, 100.6, 254716, 126874, 21801, 2593, 9274, 4125, 4526, 3286, 37, 30, NA, 427195,  N
59, 102.6, 3691, 10215, 177, 8161, 2707, 3882, 5724, 1367, 40, 34, NA, 35924,  N
60, 103.6, 14575, 29012, 4141, 8889, 3577, 6742, 4189, 5229, 48, 53, NA, 76354,  N
61, 105.6, 128800, 23300, 13908, 1580, 3587, 2553, 943, 920, 54, 64, NA, 175591,  N
62, 106.6, 25729, 15470, 5501, 6565, 10438, 6830, 6403, 8791, 53, 56, NA, 85727,  N
63, 108.6, 21152, 5952, 5438, 9650, 5913, 4129, 2937, 2762, 54, 66, NA, 57933,  N
64, 109.6, 368369, 39791, 15559, 7679, 7862, 11662, 7282, 1518, 74, 57, NA, 459722,  N
65, 111.6, 237075, 17224, 6017, 5059, 3160, 3579, 4365, 1802, 66, 60, NA, 278281,  N
66, 112.6, 902079, 328564, 29314, 15235, 30176, 37623, 18939, 9172, 44, 35, NA, 1371102,  N
67, 114.5, 108065, 18946, 2311, 1856, 2113, 2260, 1202, 1260, 40, 27, NA, 138013,  N
68, 114.5, 140881, 7874, 8976, 4137, 3550, 3804, 2877, 1023, 57, 37, NA, 173122,  N
