obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 5.9, 891702, 161619, 46531, 16818, 13120, 6962, 5848, 3366, NA, NA, NA, 1145966,  A*
2, 7.0, 670787, 62114, 6921, 13131, 4331, 6859, 4311, 1774, NA, NA, NA, 770228,  A*
3, 9.0, 362792, 154461, 22964, 20154, 13521, 5851, 7852, 5731, 30, 30, NA, 593326,  A*
4, 9.9, 558039, 14650, 6044, 3133, 3299, 1391, 1932, 2368, 38, 60, NA, 590856,  A*
5, 11.9, 913013, 57948, 9201, 23261, 11563, 6058, 5525, 3458, 41, 61, NA, 1030027,  A*
6, 12.9, 782439, 20963, 5925, 5252, 3233, 4389, 1631, 1787, 70, 53, NA, 825619,  A*
7, 14.9, 147038, 11922, 7015, 20164, 12663, 3647, 2544, 2060, 78, 70, NA, 207053,  A*
8, 17.9, 1328442, 454285, 20091, 48287, 41625, 26630, 30087, 52651, 60, 29, NA, 2002098,  A*
9, 19.9, 545466, 18282, 24286, 18598, 12698, 14566, 13046, 9477, 66, 44, NA, 656419,  A*
10, 20.9, 361411, 11765, 703, 2289, 3993, 3594, 814, 586, 83, 57, NA, 385155,  A*
11, 22.9, 225681, 66631, 4104, 2896, 6274, 5396, 2512, 4136, 81, 16, NA, 317630,  A*
12, 23.9, 154853, 39422, 5452, 8741, 5792, 1121, 2165, 3607, 50, 11, NA, 221153,  A*
13, 25.9, 303659, 46659, 4542, 8210, 5469, 4175, 2225, 392, 34, 23, NA, 375331,  A*
14, 26.9, 904502, 59237, 4913, 3613, 4471, 5329, 7230, 2779, 38, 16, NA, 992074,  A*
15, 28.9, 2268139, 823131, 77055, 49464, 39650, 44622, 37754, 7011, 48, 7, NA, 3346826,  A*
16, 29.9, 183564, 62680, 7248, 2460, 4803, 2404, 2444, 839, 50, 16, NA, 266442,  A*
17, 31.9, 1272441, 253259, 29072, 70637, 39993, 64482, 20255, 2727, 63, 27, NA, 1752866,  A*
18, 32.9, 1468856, 325701, 31396, 33899, 55319, 19349, 19396, 6319, 66, 29, NA, 1960235,  A*
19, 34.8, 1850066, 186082, 52586, 9944, 9097, 10956, 7860, 2789, 48, 17, NA, 2129380,  A*
20, 37.8, 2858670, 160153, 102612, 84427, 16053, 30133, 11234, 15666, 44, 57, NA, 3278948,  A*
21, 39.8, 1024184, 1189241, 142950, 23446, 34956, 42300, 10100, 8901, 35, 21, NA, 2476078,  A*
22, 40.8, 973683, 54773, 54936, 37307, 9087, 4017, 10613, 10018, 29, 24, NA, 1154434,  A*
23, 42.8, 1496817, 102642, 37951, 78532, 23964, 11528, 6554, 7667, 34, 47, NA, 1765655,  A*
24, 43.8, 1465571, 218969, 45995, 45144, 12957, 13364, 21546, 38044, 23, 66, NA, 1861590,  A*
25, 45.8, 2104457, 228288, 68537, 143106, 32993, 22205, 25444, 26627, 29, 57, NA, 2651657,  A*
26, 46.8, 910358, 78091, 19947, 50075, 15127, 15160, 58798, 15581, 53, 78, NA, 1163137,  A*
27, 48.8, 1484998, 487780, 179707, 3833, 12642, 8070, 116415, 12520, 38, 78, NA, 2305965,  A*
