obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 6.0, 16044, 4666, 1394, 1201, 487, 242, 286, 72, NA, NA, NA, 24392,  N*
2, 7.0, 36432, 39355, 5471, 4089, 1364, 2303, 2469, 799, NA, NA, NA, 92282,  N*
3, 9.0, 184042, 146333, 20318, 2322, 5861, 8146, 9713, 3721, 41, 30, NA, 380456,  N*
4, 10.0, 671666, 93458, 6078, 5072, 12350, 4382, 3724, 1685, 43, 24, NA, 798415,  N*
5, 11.9, 43812, 24315, 11246, 13750, 5278, 17118, 11721, 7900, 66, 30, NA, 135140,  N*
6, 12.9, 1601671, 560840, 60678, 39805, 55916, 24090, 26572, 27561, 38, 24, NA, 2397133,  N*
7, 14.9, 1617452, 378288, 92517, 45986, 55523, 20509, 15702, 4784, 27, 38, NA, 2230761,  N*
8, 17.9, 287323, 22626, 12878, 4796, 3879, 2432, 3430, 3525, 21, 30, NA, 340889,  N*
9, 19.9, 74334, 31369, 53190, 81712, 35599, 30542, 15074, 4600, 53, 75, NA, 326420,  N*
10, 20.9, 229000, 111243, 16087, 11557, 14695, 9258, 2614, 2165, 38, 44, NA, 396619,  N*
11, 22.9, 998388, 68164, 15175, 6536, 18514, 21282, 17288, 2274, 51, 37, NA, 1147621,  N*
12, 23.9, 1483429, 29139, 18572, 10053, 17936, 8473, 1981, 1070, 69, 30, NA, 1570653,  N*
13, 25.9, 43768, 12358, 1808, 6614, 11710, 25359, 5832, 5873, 94, 29, NA, 113322,  N*
14, 26.9, 254891, 32554, 19889, 16759, 8963, 8766, 6770, 1214, 63, 41, NA, 349806,  N*
15, 31.9, 733238, 295127, 126001, 15196, 53799, 24677, 14195, 16515, 43, 38, NA, 1278748,  N*
16, 32.9, 43284, 6181, 3731, 2453, 1905, 1480, 1598, 618, 24, 40, NA, 61250,  N*
17, 34.9, 144652, 43022, 28613, 16947, 17221, 34806, 23364, 7626, 48, 43, NA, 316251,  N*
18, 37.8, 860428, 59633, 1928, 31305, 6658, 11767, 9126, 8961, 50, 43, NA, 989806,  N*
19, 39.8, 1923983, 1240141, 200750, 181595, 103060, 59659, 174012, 29054, 29, 47, NA, 3912254,  N*
20, 40.8, 676901, 501611, 55345, 15407, 11021, 26590, 27138, 14319, 8, 27, NA, 1328332,  N*
21, 45.8, 344000, 48745, 6836, 4803, 4909, 7405, 5522, 2613, 11, 17, NA, 424833,  N*
22, 46.8, 193226, 76945, 24190, 22991, 27914, 12949, 11256, 12939, 34, 20, NA, 382410,  N*
23, 48.8, 630880, 165556, 5563, 3429, 55239, 6435, 11918, 2954, 30, 11, NA, 881974,  N*
24, 49.8, 1588555, 291289, 6570, 59114, 51167, 41502, 15880, 16996, 29, 21, NA, 2071073,  N*
25, 51.8, 956204, 19930, 8017, 5222, 3082, 1164, 3734, 1103, 20, 26, NA, 998456,  N*
26, 52.8, 83645, 2271, 1184, 664, 1278, 800, 1050, 372, 44, 54, NA, 91264,  N*
27, 54.8, 70875, 40280, 3514, 1038, 2376, 3685, 5378, 1291, 41, 48, NA, 128437,  N*
28, 57.8, 60271, 5184, 4246, 12397, 2926, 11449, 14448, 15362, 77, 53, NA, 126283,  N*
29, 59.7, 716375, 591702, 36547, 5224, 23978, 40291, 15252, 7211, 69, 40, NA, 1436580,  N*
30, 60.8, 94063, 53404, 2652, 5529, 2342, 7046, 2995, 1567, 48, 24, NA, 169598,  N
31, 62.8, 596570, 76993, 14029, 12131, 8198, 17990, 12539, 6198, 47, 17, NA, 744648,  N
32, 63.7, 37218, 98846, 21677, 8378, 6179, 9192, 7535, 3591, 51, 35, NA, 192616,  N
33, 65.7, 305780, 27984, 15619, 15061, 11758, 3809, 3302, 970, 47, 53, NA, 384283,  N
34, 66.7, 291735, 9282, 4675, 1950, 3712, 2465, 926, 587, 57, 53, NA, 315332,  N
35, 68.7, 968419, 429319, 54453, 9481, 47365, 25526, 17224, 8446, 53, 47, NA, 1560233,  N
36, 69.7, 20944, 5059, 7119, 8397, 12581, 16940, 9095, 4794, 54, 41, NA, 84929,  N
37, 71.7, 15551, 6982, 4784, 3066, 12583, 16722, 11228, 2570, 75, 37, NA, 73486,  N
38, 72.7, 167956, 34607, 12625, 30530, 26430, 27798, 12062, 11759, 100, 50, NA, 323767,  N
39, 74.7, 32369, 14994, 10644, 14002, 8060, 8615, 11599, 3254, 97, 54, NA, 103537,  N
40, 77.7, 72498, 108513, 10433, 9305, 42569, 29692, 23419, 9650, 84, 50, NA, 306079,  N
41, 79.7, 354972, 110030, 28921, 6318, 4271, 6427, 4758, 2415, 43, 35, NA, 518112,  N
42, 80.7, 54689, 41469, 21047, 14643, 1475, 17688, 4479, 3349, 43, 69, NA, 158839,  N
43, 82.7, 12987, 8659, 6511, 5845, 6041, 14115, 11565, 3245, 60, 64, NA, 68968,  N
44, 83.7, 37576, 5333, 9479, 7024, 3749, 10663, 4109, 5850, 83, 75, NA, 83783,  N
45, 85.7, 6357, 14210, 16615, 17758, 13570, 12785, 13016, 3001, 84, 80, NA, 97312,  N
46, 86.7, 40880, 12460, 29268, 2864, 5984, 14420, 4735, 6076, 77, 81, NA, 116687,  N
47, 88.6, 41687, 33572, 8717, 5687, 6275, 14332, 7101, 3083, 74, 67, NA, 120454,  N
48, 89.6, 40142, 30466, 23091, 8107, 11432, 14206, 9078, 8849, 77, 67, NA, 145371,  N
49, 91.6, 17400, 13905, 14923, 2424, 14405, 9753, 5904, 6123, 75, 61, NA, 84837,  N
50, 92.7, 13959, 17181, 9497, 13174, 16654, 20544, 20810, 8364, 70, 63, NA, 120183,  N
51, 94.6, 51263, 34047, 4268, 7294, 10761, 5303, 5516, 4303, 66, 53, NA, 122755,  N
52, 97.6, 10209, 21847, 10251, 16481, 21587, 5168, 12113, 2827, 61, 70, NA, 100483,  N
53, 99.6, 94039, 73593, 17336, 12131, 24823, 13508, 13192, 5638, 54, 53, NA, 254260,  N
54, 100.6, 313745, 51304, 6583, 18577, 6027, 18395, 15036, 10992, 78, 56, NA, 440659,  N
55, 102.6, 76090, 9663, 10790, 3643, 8318, 22910, 14930, 2200, 88, 57, NA, 148544,  N
56, 103.6, 297802, 37279, 3494, 4718, 3681, 2711, 1555, 734, 63, 47, NA, 351974,  N
57, 105.6, 130020, 44294, 19958, 11627, 8728, 4591, 1781, 909, 50, 51, NA, 221908,  N
58, 106.6, 186917, 33580, 9876, 2386, 4397, 2699, 2935, 898, 38, 53, NA, 243688,  N
59, 108.6, 16134, 18405, 32080, 6973, 12280, 34036, 7281, 5280, 60, 63, NA, 132469,  N
60, 109.6, 77248, 13379, 228, 917, 3353, 1726, 5075, 783, 56, 48, NA, 102709,  N
61, 111.6, 18622, 35798, 3160, 15372, 4669, 9018, 14320, 7650, 66, 50, NA, 108609,  N
62, 112.6, 12501, 39421, 15853, 8456, 6028, 11627, 9275, 5543, 61, 43, NA, 108704,  N
63, 114.6, 300815, 168898, 6305, 17345, 12987, 9225, 2940, 4665, 54, 50, NA, 523180,  N
64, 117.5, 25891, 17306, 5839, 5005, 11864, 11737, 11096, 3077, 51, 43, NA, 91815,  N
65, 119.5, 10426, 6127, 15645, 10106, 15447, 12178, 4694, 9364, 78, 60, NA, 83987,  N
66, 120.5, 23093, 29285, 3233, 8456, 6341, 8053, 9146, 5630, 64, 67, NA, 93237,  N
67, 122.5, 7146, 15603, 2410, 3249, 13286, 21479, 8183, 3446, 77, 53, NA, 74802,  N
68, 123.5, 1088444, 60441, 22127, 9562, 3878, 5587, 2865, 2673, 64, 41, NA, 1195577,  N
