obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
20, 34.8, 739455, 240038, 89085, 36203, 23058, 30071, 23327, 13821, 53, 67, NA, 1195058,  T*
21, 37.8, 1772317, 101598, 53630, 5760, 6924, 10766, 6208, 5339, 4, 80, NA, 1962542,  T*
22, 39.8, 2275149, 108301, 14200, 11312, 26102, 18387, 6150, 9232, 13, 54, NA, 2468833,  T*
23, 40.9, 14806, 5962, 4979, 8078, 13837, 33740, 6255, 3858, 67, 41, NA, 91515,  T*
24, 42.8, 5240, 23865, 33738, 19160, 14571, 7638, 7749, 2559, 83, 61, NA, 114520,  T*
25, 43.8, 7470, 20320, 3029, 2390, 13946, 7049, 2730, 1407, 57, 66, NA, 58341,  T*
26, 45.8, 21519, 15156, 10676, 6829, 5205, 10278, 5631, 1999, 41, 75, NA, 77293,  T*
27, 46.8, 33514, 15459, 4636, 3579, 13608, 9912, 1960, 1117, 51, 53, NA, 83785,  T*
28, 48.8, 58902, 71637, 9454, 3728, 9136, 2274, 774, 1320, 29, 54, NA, 157225,  T*
29, 49.8, 33048, 20419, 3006, 2335, 8269, 4528, 3554, 4273, 35, 60, NA, 79432,  T*
30, 51.8, 211852, 21083, 761, 2614, 2097, 2088, 1350, 929, 21, 56, NA, 242774,  T*
31, 52.8, 1255708, 182118, 25623, 21610, 7521, 10925, 5643, 3107, 11, 51, NA, 1512255,  T*
32, 54.8, 1705105, 56484, 34579, 16883, 8217, 19796, 5665, 1323, 11, 63, NA, 1848052,  T*
33, 57.8, 447941, 20502, 2054, 2640, 4695, 10179, 9245, 4610, 37, 63, NA, 501866,  T*
34, 59.8, 554788, 244243, 14630, 32953, 17495, 6674, 2738, 4443, 29, 56, NA, 877964,  T*
35, 60.7, 470077, 291243, 29490, 16951, 8877, 9700, 10511, 927, 1, 67, NA, 837776,  T
36, 62.8, 153849, 69114, 5968, 1967, 1835, 4272, 1317, 627, 1, 53, NA, 238949,  T
37, 63.7, 75647, 17176, 2712, 1838, 726, 612, 254, 237, 1, 48, NA, 99202,  T
38, 65.7, 96209, 816, 452, 749, 644, 485, 116, 369, 10, 60, NA, 99840,  T
39, 66.7, 45362, 7426, 1484, 1898, 2868, 2582, 526, 441, 26, 77, NA, 62587,  T
40, 68.7, 83686, 11895, 2075, 3910, 1850, 872, 276, 189, 30, 81, NA, 104753,  T
41, 69.7, 12063, 31425, 4773, 3910, 7612, 17939, 3002, 2630, 50, 70, NA, 83354,  T
42, 71.7, 284193, 13443, 1385, 1560, 853, 1334, 956, 466, 38, 66, NA, 304190,  T
43, 72.7, 14681, 27137, 648, 2746, 6071, 7875, 3074, 3553, 35, 48, NA, 65785,  T
44, 74.7, 327097, 13416, 183, 1177, 1304, 1275, 1260, 772, 17, 41, NA, 346484,  T
45, 77.7, 90190, 75267, 14038, 6761, 2617, 1270, 914, 384, 20, 53, NA, 191441,  T
46, 79.7, 89188, 5678, 7801, 7409, 5062, 1775, 1783, 381, 34, 88, NA, 119077,  T
47, 80.7, 140155, 73891, 11029, 34726, 16062, 18341, 4816, 4678, 41, 77, NA, 303698,  T
48, 82.7, 244099, 52698, 17604, 10977, 6367, 5673, 4421, 2719, 30, 81, NA, 344558,  T
49, 83.7, 491124, 458402, 15645, 8732, 40629, 21710, 24470, 26508, 24, 54, NA, 1087220,  T
50, 85.7, 2643893, 149743, 41503, 34007, 27050, 14801, 39812, 23480, 17, 54, NA, 2974289,  T
51, 86.7, 92735, 20170, 3228, 1842, 1445, 1227, 2271, 1743, 17, 44, NA, 124661,  T
52, 88.7, 7824, 3679, 4337, 5006, 6393, 13945, 18782, 9092, 47, 64, NA, 69058,  T
53, 89.6, 225163, 9375, 2556, 3794, 3225, 2726, 3695, 2014, 57, 70, NA, 252548,  T
54, 91.6, 940926, 134022, 4425, 10838, 16796, 10270, 16722, 8223, 61, 64, NA, 1142222,  T
55, 92.6, 83985, 58026, 2661, 8224, 9822, 8739, 9329, 11464, 41, 51, NA, 192250,  T
56, 94.6, 1613896, 188202, 17430, 29732, 10694, 18220, 8110, 10821, 35, 44, NA, 1897105,  T
57, 97.6, 45755, 25393, 8405, 11913, 2164, 2252, 1800, 2105, 30, 57, NA, 99787,  T
58, 99.6, 115162, 102073, 11424, 19102, 12471, 19809, 8577, 6878, 23, 83, NA, 295496,  T
59, 100.6, 248211, 16636, 24528, 13573, 6485, 17710, 13606, 4073, 50, 83, NA, 344822,  T
60, 102.6, 133438, 18478, 446, 1994, 1458, 947, 936, 290, 50, 69, NA, 157987,  T
61, 103.6, 191965, 37826, 4207, 3645, 1526, 1755, 1022, 382, 26, 66, NA, 242328,  T
62, 105.6, 49405, 35919, 34334, 4964, 10854, 14101, 4140, 3864, 20, 63, NA, 157581,  T
63, 106.6, 20651, 27133, 5838, 15721, 4719, 6899, 1924, 1570, 47, 74, NA, 84455,  T
64, 108.6, 15291, 14918, 6156, 5306, 9951, 1804, 810, 670, 53, 80, NA, 54906,  T
65, 109.6, 55789, 32733, 9754, 2833, 18784, 6469, 3105, 1142, 48, 80, NA, 130609,  T
66, 111.6, 302658, 37029, 12809, 2642, 4569, 5368, 831, 220, 44, 77, NA, 366126,  T
67, 112.6, 81427, 87055, 5983, 7215, 2568, 2913, 1641, 600, 30, 69, NA, 189402,  T
68, 114.6, 923376, 131268, 56069, 29679, 55967, 16976, 6536, 5942, 26, 77, NA, 1225813,  T
69, 117.5, 44775, 27094, 1417, 1641, 5744, 1828, 1666, 381, 16, 47, NA, 84546,  T
70, 119.5, 62941, 69620, 22512, 7764, 13342, 12227, 8960, 10624, 16, 47, NA, 207990,  T
71, 120.5, 5792, 13537, 9863, 6916, 11988, 12278, 2515, 916, 24, 53, NA, 63805,  T
72, 122.5, 141714, 5267, 8017, 1489, 2255, 3752, 1331, 903, 41, 74, NA, 164728,  T
73, 123.5, 2118, 15595, 3693, 2279, 4393, 5375, 5883, 1251, 75, 81, NA, 40587,  T
74, 125.5, 5736, 10630, 11143, 4431, 7657, 11188, 6028, 2739, 77, 83, NA, 59552,  T
75, 126.5, 38255, 93924, 4769, 13411, 6551, 10240, 13517, 6852, 44, 54, NA, 187519,  T
76, 128.5, 143202, 89542, 20947, 13935, 5604, 16051, 24449, 13103, 38, 57, NA, 326833,  T
77, 128.5, 1681277, 190617, 77183, 31572, 19958, 30447, 20055, 7605, 47, 74, NA, 2058714,  T
