obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
20, 37.9, 79850, 10485, 10835, 9370, 12891, 9202, 13443, 6983, 83, 16, NA, 153059,  A*
21, 39.8, 195297, 96801, 6093, 2895, 4663, 4359, 6085, 7491, 7, 34, NA, 323684,  A*
22, 40.8, 78913, 37092, 2134, 1807, 1889, 2504, 4593, 3644, 1, 13, NA, 132576,  A*
23, 42.8, 1408496, 102432, 19294, 8095, 7123, 12195, 16290, 18048, 1, 1, NA, 1591973,  A*
24, 43.8, 410014, 142147, 10955, 29953, 17806, 9221, 18163, 8951, 7, 17, NA, 647210,  A*
25, 45.8, 11485, 12168, 8294, 10858, 7624, 10183, 18009, 22865, 26, 43, NA, 101486,  A*
26, 46.8, 192765, 47831, 11007, 17479, 2189, 2154, 7933, 2836, 20, 43, NA, 284194,  A*
27, 48.8, 703166, 63000, 52774, 14117, 14731, 21704, 12778, 21698, 37, 57, NA, 903968,  A*
28, 49.8, 536889, 194852, 20242, 49719, 20665, 21207, 28833, 9281, 14, 50, NA, 881688,  A*
29, 51.8, 1614903, 110825, 56272, 19982, 19286, 7329, 20922, 1984, 20, 50, NA, 1851503,  A*
30, 52.8, 1136173, 442787, 96538, 28226, 21404, 23370, 55617, 25944, 1, 37, NA, 1830059,  A*
31, 54.8, 229872, 30733, 57475, 8390, 5786, 3968, 13710, 4045, 1, 60, NA, 353979,  A*
32, 57.8, 279081, 399681, 27332, 12285, 8364, 16222, 25261, 12706, 1, 35, NA, 780932,  A*
33, 59.7, 162983, 53226, 22221, 18081, 9537, 33105, 30233, 10543, 37, 17, NA, 339929,  A*
34, 60.7, 934254, 71033, 34869, 19480, 24645, 18523, 28066, 59682, 54, 63, NA, 1190552,  A
35, 62.8, 597181, 34493, 18384, 11071, 12059, 3332, 18276, 4959, 48, 69, NA, 699755,  A
36, 63.7, 522385, 491137, 44854, 7457, 15551, 18479, 56338, 36391, 14, 27, NA, 1192592,  A
37, 65.7, 793600, 176845, 43244, 14969, 3174, 14734, 16562, 44413, 4, 21, NA, 1107541,  A
38, 66.7, 83574, 35056, 10003, 6197, 7862, 3628, 7328, 3815, 8, 7, NA, 157463,  A
39, 68.7, 70297, 54691, 10842, 13158, 21867, 19736, 74468, 47019, 29, 20, NA, 312078,  A
40, 69.7, 1129809, 181521, 29376, 9328, 18720, 24478, 39711, 16814, 44, 24, NA, 1449757,  A
41, 71.7, 932255, 120509, 20803, 39310, 17504, 9073, 35469, 20193, 40, 26, NA, 1195116,  A
42, 72.7, 882571, 183215, 8295, 10926, 7089, 8756, 9510, 3687, 4, 8, NA, 1114049,  A
43, 74.7, 1188176, 107821, 17651, 15585, 7067, 4578, 9310, 11950, 1, 14, NA, 1362138,  A
44, 77.7, 377420, 16264, 13623, 6795, 3395, 3293, 6335, 4114, 16, 34, NA, 431239,  A
45, 79.7, 1121421, 649059, 41917, 31747, 34582, 24912, 28539, 19686, 1, 17, NA, 1951863,  A
46, 80.7, 179080, 54745, 12211, 4035, 4405, 6368, 7079, 1329, 1, 3, NA, 269252,  A
47, 82.7, 352528, 50682, 20195, 20319, 7216, 12212, 22821, 24500, 8, 13, NA, 510473,  A
48, 83.7, 556505, 68844, 6607, 18082, 5461, 4970, 13510, 12293, 16, 35, NA, 686272,  A
49, 85.7, 113859, 203066, 14723, 4873, 1442, 3449, 10071, 4476, 1, 21, NA, 355959,  A
50, 86.7, 315552, 14043, 9062, 10350, 3353, 8861, 8406, 2818, 24, 23, NA, 372445,  A
51, 88.6, 47482, 16991, 12432, 7268, 8414, 20293, 26342, 4760, 50, 26, NA, 143982,  A
52, 89.7, 398124, 28506, 21816, 9990, 7859, 29463, 19975, 4821, 100, 47, NA, 520554,  A
53, 91.6, 55500, 12408, 8111, 1486, 2592, 2782, 12995, 3437, 96, 41, NA, 99311,  A
54, 92.6, 1839999, 78608, 14261, 10802, 10278, 9222, 9999, 3010, 51, 63, NA, 1976179,  A
55, 94.6, 1728814, 251369, 19351, 33853, 22381, 20659, 25121, 27225, 34, 51, NA, 2128773,  A
56, 94.6, 142342, 17377, 8673, 1861, 5614, 4325, 3130, 1560, 48, 24, NA, 184882,  A
