obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
35, 62.7, 79886, 8887, 549, 270, 1758, 571, 248, 352, 74, 23, NA, 92521,  T
36, 63.7, 237782, 82398, 13997, 46980, 21304, 6670, 3783, 2475, 70, 43, NA, 415389,  T
37, 65.7, 361165, 79998, 10897, 2803, 7741, 3800, 933, 986, 77, 38, NA, 468323,  T
38, 66.7, 1615016, 259906, 28333, 18104, 60903, 43106, 15006, 6261, 70, 38, NA, 2046635,  T
39, 68.7, 1430592, 223445, 87337, 39287, 43227, 45715, 26693, 5685, 83, 35, NA, 1901981,  T
40, 69.7, 1187681, 56857, 61745, 19782, 3436, 9028, 2676, 2456, 91, 47, NA, 1343661,  T
41, 71.7, 223319, 39231, 574, 3328, 4131, 3022, 1540, 2198, 83, 43, NA, 277343,  T
42, 72.7, 741709, 26657, 9499, 11247, 5471, 5350, 3925, 4321, 75, 51, NA, 808179,  T
43, 74.7, 136612, 22052, 7889, 1328, 3043, 1175, 839, 816, 69, 41, NA, 173754,  T
44, 77.7, 90357, 6864, 509, 2287, 1316, 897, 1327, 489, 77, 40, NA, 104046,  T
45, 80.7, 1151667, 53008, 13488, 10251, 4155, 2012, 1555, 759, 63, 40, NA, 1236895,  T
46, 82.7, 68727, 7737, 1569, 1033, 768, 570, 589, 201, 63, 43, NA, 81194,  T
47, 83.7, 90924, 33172, 7055, 2846, 915, 484, 1371, 436, 48, 29, NA, 137203,  T
48, 85.7, 574057, 77718, 85472, 31141, 18819, 26135, 17166, 9085, 54, 44, NA, 839593,  T
49, 86.7, 88959, 23362, 5363, 8002, 3159, 4270, 4268, 1417, 75, 51, NA, 138800,  T
50, 88.6, 1356149, 38087, 19626, 14566, 12191, 2939, 613, 822, 88, 61, NA, 1444993,  T
51, 89.7, 572034, 173576, 19190, 7407, 18732, 5923, 2786, 1390, 80, 40, NA, 801038,  T
52, 91.6, 179699, 70350, 27166, 9415, 2621, 2724, 1044, 764, 61, 40, NA, 293783,  T
53, 94.6, 87464, 6596, 302, 1386, 184, 291, 203, 193, 60, 29, NA, 96619,  T
54, 97.6, 31452, 16696, 2643, 1155, 2005, 713, 715, 277, 57, 37, NA, 55656,  T
55, 99.6, 69980, 31154, 6465, 3618, 5766, 1716, 718, 612, 63, 37, NA, 120029,  T
56, 100.6, 307974, 37607, 7992, 1936, 2064, 1028, 948, 285, 74, 43, NA, 359834,  T
57, 102.6, 954976, 60594, 20122, 5489, 9758, 5075, 3739, 758, 67, 40, NA, 1060511,  T
58, 103.6, 86845, 17513, 6712, 4315, 3885, 752, 546, 404, 48, 44, NA, 120972,  T
59, 106.6, 57539, 14552, 1635, 1060, 1076, 719, 370, 95, 53, 40, NA, 77046,  T
60, 109.6, 1227137, 1237688, 26605, 141735, 71988, 62845, 24221, 30730, 51, 30, NA, 2822949,  T
61, 111.5, 107331, 28027, 3453, 2326, 1361, 1387, 1338, 451, 66, 29, NA, 145674,  T
62, 112.6, 850419, 254220, 23564, 46839, 1591, 6627, 9813, 1017, 67, 38, NA, 1194090,  T
63, 114.6, 1419684, 136996, 7093, 16174, 9672, 4577, 4623, 657, 54, 21, NA, 1599476,  T
64, 117.5, 723252, 55331, 3274, 4182, 2970, 2265, 1899, 357, 47, 20, NA, 793530,  T
65, 119.5, 120527, 34228, 2145, 4942, 6206, 4228, 2843, 1926, 70, 21, NA, 177045,  T
66, 120.5, 1229041, 458963, 112303, 9952, 29415, 17927, 10918, 3077, 57, 41, NA, 1871596,  T
67, 123.5, 435002, 285820, 12949, 9820, 13051, 3790, 12694, 2493, 54, 34, NA, 775619,  T
68, 125.5, 336121, 142003, 5274, 17121, 8531, 2725, 6451, 2613, 23, 26, NA, 520839,  T
69, 126.5, 157784, 246249, 30304, 42273, 21279, 29419, 19824, 2352, 67, 48, NA, 549484,  T
70, 128.5, 528330, 89244, 5700, 7842, 11622, 8279, 4709, 2541, 83, 29, NA, 658267,  T
71, 129.5, 212894, 56172, 13236, 24860, 5177, 6416, 2736, 1230, 87, 37, NA, 322721,  T
72, 131.5, 302342, 58263, 3558, 10383, 1233, 2730, 7357, 1128, 75, 35, NA, 386994,  T
73, 131.5, 112588, 38055, 13333, 4895, 4252, 5154, 4532, 3267, 75, 53, NA, 186076,  T
