obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 6.0, 2022968, 218459, 28624, 14790, 19228, 7969, 9689, 9142, NA, NA, NA, 2330869,  T*
2, 7.0, 217219, 6959, 12698, 2409, 2614, 1817, 3700, 1844, NA, NA, NA, 249260,  T*
3, 8.9, 680561, 52794, 43574, 9256, 13047, 4325, 13277, 4960, 44, 47, NA, 821794,  T*
4, 9.9, 169964, 19173, 7565, 2661, 4232, 4764, 3351, 906, 70, 30, NA, 212616,  T*
5, 11.9, 396552, 24012, 1227, 3569, 5209, 2127, 3398, 840, 81, 21, NA, 436934,  T*
6, 12.9, 940813, 32003, 10652, 1858, 1516, 6397, 4657, 822, 97, 29, NA, 998718,  T*
7, 14.9, 708379, 125607, 58081, 81448, 17119, 18239, 46890, 19238, 88, 41, NA, 1075001,  T*
8, 17.9, 734213, 72400, 5157, 2676, 3855, 5103, 6839, 5579, 87, 20, NA, 835822,  T*
9, 19.9, 1764072, 101016, 18858, 2246, 3919, 10746, 21839, 3579, 77, 1, NA, 1926275,  T*
10, 20.9, 83612, 14058, 1118, 1119, 315, 331, 1196, 86, 63, 1, NA, 101835,  T*
11, 22.9, 410924, 9855, 2588, 1140, 1200, 1580, 1064, 475, 69, 13, NA, 428826,  T*
12, 23.9, 340605, 135298, 23686, 23271, 14570, 4501, 3307, 2053, 57, 27, NA, 547291,  T*
13, 25.9, 574167, 37638, 8119, 4145, 2848, 2711, 1135, 1162, 67, 35, NA, 631925,  T*
14, 26.9, 93702, 12206, 10155, 7304, 7276, 7416, 3984, 1259, 81, 40, NA, 143302,  T*
15, 28.9, 248622, 43702, 45638, 12448, 4298, 2494, 1804, 542, 81, 54, NA, 359548,  T*
16, 29.9, 174490, 2948, 5693, 2288, 2942, 2069, 1379, 509, 100, 77, NA, 192318,  T*
17, 31.9, 45215, 12530, 4164, 1201, 964, 873, 398, 160, 87, 69, NA, 65505,  T*
18, 32.9, 209828, 31028, 18981, 6105, 17775, 8511, 7890, 4431, 83, 44, NA, 304549,  T*
19, 34.9, 225612, 20538, 3688, 9887, 6873, 3310, 5471, 2046, 75, 35, NA, 277425,  T*
20, 37.8, 110567, 35896, 11149, 2215, 7025, 1974, 982, 459, 84, 27, NA, 170267,  T*
21, 39.8, 2052770, 670821, 61207, 34765, 41119, 19025, 5847, 6886, 44, 11, NA, 2892440,  T*
22, 40.8, 384499, 34142, 3665, 1630, 5739, 2593, 896, 1067, 57, 1, NA, 434231,  T*
23, 42.8, 196351, 9628, 3165, 2943, 1108, 2193, 1213, 725, 75, 11, NA, 217326,  T*
24, 43.8, 109858, 3738, 1321, 2360, 1081, 1086, 291, 253, 97, 23, NA, 119988,  T*
25, 45.8, 2036764, 23868, 9008, 41937, 12435, 11701, 4175, 1535, 100, 47, NA, 2141423,  T*
26, 46.8, 68227, 19572, 4533, 1298, 1466, 1616, 611, 378, 87, 53, NA, 97701,  T*
27, 48.8, 130418, 68920, 14128, 21310, 10483, 10910, 15993, 5726, 81, 48, NA, 277888,  T*
28, 49.8, 946561, 60467, 218, 3251, 12907, 5761, 3589, 3023, 90, 20, NA, 1035777,  T*
29, 51.8, 13161, 16887, 31107, 5197, 4919, 8460, 5758, 3380, 100, 37, NA, 88869,  T*
30, 52.8, 129868, 66159, 5626, 2228, 6810, 3435, 1090, 2568, 96, 20, NA, 217784,  T*
31, 54.8, 1047424, 625148, 123648, 2797, 14179, 8881, 6715, 2536, 74, 35, NA, 1831328,  T*
32, 57.8, 117953, 16784, 703, 1062, 525, 1215, 176, 134, 38, 24, NA, 138552,  T*
33, 59.8, 94697, 3353, 760, 1263, 1164, 1023, 347, 158, 91, 26, NA, 102765,  T*
34, 60.7, 142889, 73919, 17385, 3993, 6520, 2520, 736, 423, 84, 35, NA, 248385,  T
