obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 6.0, 95098, 11293, 8678, 2978, 2212, 2124, 835, 282, NA, NA, NA, 123500,  T*
2, 7.0, 175224, 17024, 4674, 1030, 1230, 1654, 1128, 892, NA, NA, NA, 202856,  T*
3, 8.9, 21806, 11349, 9003, 9074, 3045, 4224, 6734, 2562, 38, 53, NA, 67797,  T*
4, 9.9, 17037, 8170, 29991, 12096, 4343, 3395, 4416, 2070, 35, 77, NA, 81518,  T*
5, 11.9, 8561, 23317, 1639, 8591, 13564, 8103, 3054, 2374, 38, 64, NA, 69203,  T*
6, 12.9, 17690, 21236, 14131, 5954, 5324, 5213, 3323, 1785, 27, 63, NA, 74656,  T*
7, 14.9, 60556, 21751, 2545, 11098, 3780, 20377, 4383, 2097, 50, 34, NA, 126587,  T*
8, 17.9, 5633, 19588, 2944, 12508, 6564, 5790, 3816, 2039, 53, 20, NA, 58882,  T*
9, 19.9, 39880, 34264, 8179, 4142, 8092, 6677, 7046, 3343, 35, 13, NA, 111623,  T*
10, 20.9, 138570, 35413, 17156, 18530, 45761, 10937, 10519, 2948, 29, 20, NA, 279834,  T*
11, 22.9, 64366, 39704, 4100, 28843, 14120, 15857, 20118, 14170, 38, 26, NA, 201278,  T*
12, 23.9, 4622, 26120, 4031, 9172, 18559, 5536, 5698, 2435, 38, 47, NA, 76173,  T*
13, 25.9, 1412393, 70570, 27062, 4273, 3154, 8074, 4473, 1850, 30, 48, NA, 1531849,  T*
14, 26.9, 28078, 40800, 12068, 9574, 11556, 4188, 3447, 3015, 13, 13, NA, 112726,  T*
15, 28.9, 23166, 30925, 14283, 2645, 12933, 11484, 11397, 4133, 20, 16, NA, 110966,  T*
16, 29.9, 29213, 25300, 1294, 20739, 29133, 17736, 2224, 1833, 47, 7, NA, 127472,  T*
17, 31.9, 51516, 37604, 4146, 9624, 6002, 10871, 2340, 2316, 56, 3, NA, 124419,  T*
18, 32.9, 29571, 15636, 8887, 19998, 19406, 8097, 3702, 896, 47, 38, NA, 106193,  T*
19, 34.8, 33301, 5638, 8856, 11002, 4310, 4888, 7460, 2138, 40, 56, NA, 77593,  T*
20, 37.9, 8452, 18740, 5990, 12058, 12882, 5859, 5804, 2660, 60, 56, NA, 72445,  T*
21, 39.8, 25779, 13872, 10290, 7422, 1808, 5313, 8227, 4500, 35, 56, NA, 77211,  T*
22, 40.8, 15582, 22127, 20463, 26784, 9482, 4544, 8031, 2799, 35, 78, NA, 109812,  T*
23, 42.8, 12128, 13363, 11753, 14005, 13929, 9973, 10007, 6257, 44, 70, NA, 91415,  T*
24, 43.8, 14177, 32474, 8099, 9143, 5843, 4316, 6519, 1650, 24, 67, NA, 82221,  T*
25, 45.8, 24677, 44305, 19838, 15260, 18531, 8965, 4965, 1662, 29, 56, NA, 138203,  T*
26, 46.8, 34511, 42520, 7684, 4566, 3834, 7761, 3987, 4108, 23, 35, NA, 108971,  T*
27, 48.8, 8998, 14504, 8564, 3697, 5234, 12634, 2675, 6201, 40, 34, NA, 62507,  T*
28, 49.8, 3048, 12721, 5576, 14046, 8306, 6080, 3487, 3866, 51, 44, NA, 57130,  T*
29, 51.8, 8619, 22351, 13717, 3739, 6229, 12029, 2798, 902, 57, 54, NA, 70384,  T*
30, 52.8, 15221, 22052, 22448, 12140, 2775, 10586, 5945, 3443, 47, 67, NA, 94610,  T*
31, 54.8, 18972, 19621, 1451, 11126, 14564, 5563, 8895, 2828, 47, 57, NA, 83020,  T*
32, 57.8, 11351, 25726, 19067, 9563, 9453, 5375, 3547, 2920, 30, 74, NA, 87002,  T*
33, 59.8, 43330, 24447, 7916, 43300, 13963, 7274, 11501, 2676, 34, 51, NA, 154407,  T*
34, 60.7, 1520891, 266982, 50848, 12869, 15012, 54991, 22612, 14417, 30, 47, NA, 1958622,  T
35, 62.8, 35020, 39377, 21440, 7507, 7268, 13681, 5017, 5060, 24, 48, NA, 134370,  T
36, 63.7, 54115, 49070, 1871, 9385, 7006, 9961, 9320, 3419, 35, 7, NA, 144147,  T
37, 65.7, 21569, 14862, 5056, 10391, 8148, 7812, 6280, 4071, 41, 20, NA, 78189,  T
38, 66.7, 28555, 35617, 7401, 4312, 17461, 6698, 4962, 1643, 44, 29, NA, 106649,  T
39, 68.7, 11369, 24411, 7210, 5485, 8164, 7512, 10232, 2439, 47, 40, NA, 76822,  T
40, 69.7, 151244, 12660, 2615, 2561, 5255, 3086, 1099, 1006, 51, 11, NA, 179526,  T
41, 71.7, 100978, 147294, 23950, 11336, 5928, 6039, 5831, 3520, 35, 13, NA, 304876,  T
42, 72.7, 393874, 20574, 5272, 4513, 8028, 6916, 3862, 1251, 30, 3, NA, 444290,  T
43, 74.7, 420004, 13563, 5655, 4808, 3232, 5573, 1082, 1223, 35, 13, NA, 455140,  T
44, 77.7, 12355, 27940, 1824, 20753, 27406, 13209, 4896, 1908, 43, 20, NA, 110291,  T
45, 79.7, 7124, 39306, 14688, 16731, 22320, 7051, 5123, 1657, 37, 35, NA, 114000,  T
46, 80.7, 29918, 23204, 16216, 8834, 1989, 18067, 10120, 2827, 37, 51, NA, 111175,  T
47, 82.7, 14786, 25742, 6233, 3493, 6193, 5709, 6974, 765, 40, 41, NA, 69895,  T
48, 83.7, 9940, 29068, 10272, 2932, 6190, 5206, 2704, 1283, 53, 34, NA, 67595,  T
49, 85.7, 8895, 18361, 16150, 5685, 6308, 9237, 2975, 2838, 48, 34, NA, 70449,  T
50, 86.6, 41923, 49411, 28950, 28542, 8784, 11818, 7769, 6193, 40, 54, NA, 183390,  T
51, 88.6, 93865, 16104, 3095, 1547, 1413, 1589, 1322, 555, 35, 51, NA, 119490,  T
52, 89.7, 26398, 126020, 23489, 18250, 9276, 20200, 5092, 2731, 26, 44, NA, 231456,  T
53, 91.6, 55518, 13634, 49780, 1869, 13335, 26870, 7915, 3375, 40, 47, NA, 172296,  T
54, 92.6, 21582, 43096, 40237, 11744, 18550, 17054, 5779, 1313, 60, 56, NA, 159355,  T
55, 94.6, 69735, 91649, 5408, 5809, 12640, 11100, 11166, 5136, 60, 43, NA, 212643,  T
56, 97.6, 8932, 11632, 9318, 4856, 2811, 14428, 12277, 3979, 63, 38, NA, 68233,  T
57, 99.6, 14409, 12991, 21720, 14055, 11380, 8821, 5390, 4929, 67, 64, NA, 93695,  T
58, 100.6, 20865, 28549, 23800, 7175, 10781, 4024, 9647, 3074, 50, 69, NA, 107915,  T
59, 102.6, 51088, 9057, 19913, 7664, 14854, 6405, 4648, 3760, 40, 74, NA, 117389,  T
60, 103.6, 14762, 10810, 12506, 14756, 6380, 6309, 2179, 4513, 40, 81, NA, 72215,  T
61, 105.6, 7595, 8248, 10500, 4839, 6347, 8988, 6633, 3487, 57, 80, NA, 56637,  T
62, 106.6, 16041, 16017, 8795, 4427, 9271, 5554, 3436, 7296, 53, 60, NA, 70837,  T
63, 108.6, 29049, 13905, 10551, 9573, 4129, 6279, 5781, 3061, 53, 54, NA, 82328,  T
64, 109.6, 219071, 54936, 32184, 37248, 18731, 10186, 4021, 2776, 41, 66, NA, 379153,  T
65, 111.5, 954694, 44142, 9066, 15726, 35006, 16414, 8891, 6587, 44, 63, NA, 1090526,  T
66, 112.6, 188190, 13871, 13784, 6963, 4123, 7930, 1808, 2406, 44, 53, NA, 239075,  T
67, 114.5, 455320, 20048, 6672, 5166, 1279, 838, 1060, 343, 35, 48, NA, 490726,  T
68, 117.5, 23905, 8005, 31774, 5831, 2682, 11063, 3686, 2720, 30, 61, NA, 89666,  T
69, 119.5, 195538, 84018, 13333, 44923, 15293, 5461, 6376, 5749, 38, 61, NA, 370691,  T
70, 120.5, 5221, 12877, 3494, 1690, 2291, 1448, 1375, 847, 10, 41, NA, 29243,  T
71, 122.5, 356128, 4252, 1800, 393, 623, 825, 716, 679, 13, 41, NA, 365416,  T
72, 123.5, 100859, 6734, 1620, 2461, 2871, 1884, 3014, 503, 27, 40, NA, 119946,  T
73, 125.5, 13266, 30149, 5357, 4596, 15953, 9433, 6953, 1126, 38, 34, NA, 86833,  T
74, 126.5, 13975, 38172, 16113, 16766, 12072, 10086, 1224, 1599, 48, 38, NA, 110007,  T
75, 128.5, 33661, 5667, 5400, 10377, 11765, 8703, 2192, 1618, 56, 44, NA, 79383,  T
76, 129.5, 47435, 33189, 68088, 32330, 14427, 24793, 5958, 5736, 44, 64, NA, 231956,  T
77, 131.5, 1944558, 274564, 5693, 25141, 5369, 15656, 18567, 6622, 35, 43, NA, 2296170,  T
78, 132.5, 70338, 63515, 23608, 11654, 15438, 8363, 5120, 3878, 34, 29, NA, 201914,  T
79, 134.5, 14744, 5434, 11944, 9796, 4002, 8577, 5227, 5886, 38, 27, NA, 65610,  T
80, 137.5, 24363, 63167, 2950, 20759, 32014, 7203, 3412, 3982, 44, 56, NA, 157850,  T
81, 139.4, 23689, 9586, 16296, 4005, 9182, 7766, 5015, 1129, 51, 66, NA, 76668,  T
82, 140.4, 63299, 100574, 22791, 11486, 15525, 10005, 8487, 2589, 43, 80, NA, 234756,  T
83, 142.4, 632303, 330906, 34018, 42821, 10919, 31475, 12077, 4735, 29, 60, NA, 1099254,  T
84, 143.4, 527423, 466749, 271692, 49540, 68527, 61752, 19257, 9013, 21, 17, NA, 1473953,  T
85, 145.4, 256930, 22338, 16547, 11451, 12119, 5626, 2781, 3450, 26, 30, NA, 331242,  T
86, 146.4, 1102329, 72349, 35097, 3320, 8507, 6403, 4326, 1196, 8, 50, NA, 1233527,  T
87, 148.4, 211464, 66516, 33879, 13214, 10425, 8686, 12205, 2599, 10, 51, NA, 358988,  T
88, 149.4, 339650, 107041, 12187, 8977, 10505, 9059, 6417, 2958, 10, 24, NA, 496794,  T
89, 149.4, 203477, 160746, 37482, 35865, 40482, 44328, 19452, 10618, 21, 17, NA, 552450,  T
