obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 5.9, 532912, 31122, 7434, 2974, 3276, 2949, 3634, 1702, NA, NA, NA, 586003,  T*
2, 6.9, 817586, 371479, 19211, 5866, 41756, 56631, 15123, 11657, NA, NA, NA, 1339309,  T*
3, 9.0, 892174, 115659, 28837, 41884, 14100, 22586, 4399, 7565, 51, 53, NA, 1127204,  T*
4, 9.9, 2352444, 598784, 143665, 28781, 39357, 12258, 16874, 14447, 14, 66, NA, 3206610,  T*
5, 11.9, 1583155, 91982, 27840, 17320, 24588, 16319, 9790, 2070, 26, 77, NA, 1773064,  T*
6, 12.9, 1059558, 13716, 6805, 7772, 12776, 10420, 3228, 1856, 60, 67, NA, 1116131,  T*
7, 14.9, 552209, 13147, 13268, 3734, 6108, 1517, 1401, 1720, 75, 80, NA, 593104,  T*
8, 17.9, 743773, 108756, 31533, 22759, 29855, 5409, 4463, 2582, 43, 87, NA, 949130,  T*
9, 19.9, 1953193, 356878, 184276, 84208, 65208, 194505, 129749, 54791, 56, 91, NA, 3022808,  T*
10, 20.9, 943738, 305924, 1560, 17446, 21498, 9204, 17178, 7175, 41, 67, NA, 1323723,  T*
11, 22.9, 651692, 90870, 7527, 4415, 5279, 2458, 4052, 807, 27, 51, NA, 767100,  T*
12, 23.9, 427299, 12894, 16982, 5910, 8077, 4751, 1473, 2712, 16, 57, NA, 480098,  T*
13, 25.9, 1283931, 58223, 14798, 29888, 7142, 8527, 4281, 5665, 30, 67, NA, 1412455,  T*
14, 26.9, 132944, 28891, 11408, 3883, 3206, 8376, 12604, 2770, 87, 88, NA, 204082,  T*
15, 28.9, 2399529, 631541, 162519, 75329, 73465, 45460, 23888, 20650, 74, 78, NA, 3432381,  T*
16, 29.9, 536999, 150099, 14493, 8461, 7136, 6407, 7117, 3684, 61, 64, NA, 734396,  T*
17, 31.8, 1823670, 69498, 12518, 7207, 26554, 25966, 7332, 1487, 66, 66, NA, 1974232,  T*
18, 34.8, 74462, 37795, 1250, 11712, 2896, 3319, 1238, 486, 50, 64, NA, 133158,  T*
19, 37.8, 713364, 111239, 139160, 64485, 28969, 38712, 23870, 10398, 80, 83, NA, 1130197,  T*
20, 39.8, 2770500, 27122, 78176, 13608, 23521, 19338, 4945, 8371, 60, 100, NA, 2945581,  T*
21, 40.8, 551098, 218188, 55579, 13879, 14896, 5985, 5227, 4198, 60, 100, NA, 869050,  T*
22, 42.8, 259032, 36793, 1703, 2850, 2928, 2823, 1275, 899, 57, 91, NA, 308303,  T*
23, 43.8, 81466, 20345, 27423, 83320, 25474, 16261, 10713, 4158, 50, 93, NA, 269160,  T*
24, 45.8, 535714, 127840, 20505, 52185, 10163, 37831, 4218, 2477, 80, 94, NA, 790933,  T*
25, 46.8, 64828, 52500, 27071, 16996, 22929, 19041, 8738, 2877, 97, 83, NA, 214980,  T*
26, 48.8, 18960, 34429, 21182, 12935, 16574, 9939, 5344, 6815, 100, 74, NA, 126178,  T*
27, 49.8, 15768, 17844, 3245, 2545, 7529, 8628, 4589, 1689, 100, 80, NA, 61837,  T*
28, 50.8, 100281, 34173, 13848, 3242, 1554, 3121, 1454, 343, 88, 80, NA, 158016,  T*
29, 51.8, 1086554, 409551, 168591, 39780, 25816, 21396, 5932, 3235, 69, 78, NA, 1760855,  T*
30, 52.8, 17264, 10315, 2637, 2215, 2223, 1018, 320, 160, 56, 70, NA, 36152,  T*
31, 54.8, 34745, 6917, 643, 2834, 1680, 2124, 735, 466, 48, 78, NA, 50144,  T*
32, 57.8, 994536, 109994, 31194, 27363, 17346, 21510, 11830, 3313, 84, 74, NA, 1217086,  T*
33, 59.7, 18277, 12062, 3011, 3643, 4280, 9124, 6222, 700, 75, 61, NA, 57319,  T*
34, 60.8, 214890, 108436, 28004, 42496, 34076, 15763, 5787, 8553, 56, 44, NA, 458005,  T
35, 62.7, 18650, 19068, 4916, 9986, 7107, 6566, 7854, 4180, 66, 64, NA, 78327,  T
36, 63.7, 33037, 26787, 18034, 12782, 12726, 10863, 5145, 1973, 81, 90, NA, 121347,  T
37, 65.7, 99605, 5563, 2459, 4455, 5006, 1893, 782, 2466, 87, 91, NA, 122229,  T
38, 66.7, 429517, 64209, 7006, 5720, 14117, 7125, 836, 714, 69, 77, NA, 529244,  T
39, 68.7, 505366, 65945, 6405, 3465, 5255, 4066, 1540, 543, 54, 61, NA, 592585,  T
40, 69.7, 257779, 54375, 13762, 6012, 3476, 14688, 15728, 5249, 56, 60, NA, 371069,  T
41, 71.7, 242002, 30247, 1411, 4202, 5076, 2464, 1886, 311, 53, 60, NA, 287599,  T
42, 72.7, 10638, 32384, 2628, 18751, 5933, 6755, 8362, 7607, 64, 70, NA, 93058,  T
43, 74.7, 177329, 107322, 30106, 8606, 8501, 4760, 7835, 2570, 43, 74, NA, 347029,  T
44, 77.7, 208736, 21301, 21514, 5298, 6691, 2670, 889, 653, 35, 87, NA, 267752,  T
45, 79.7, 3162, 21023, 35943, 28042, 16794, 15815, 5635, 1556, 90, 93, NA, 127970,  T
46, 80.7, 14785, 13551, 4494, 7278, 5441, 3202, 4583, 2996, 94, 93, NA, 56330,  T
47, 82.6, 754432, 480778, 148954, 31792, 30784, 30312, 7743, 4425, 66, 94, NA, 1489220,  T
48, 83.7, 119966, 137461, 55449, 53585, 16529, 8568, 9029, 5822, 23, 90, NA, 406409,  T
49, 85.6, 2913476, 572562, 339946, 249894, 158538, 47555, 35841, 5173, 8, 93, NA, 4322985,  T
50, 86.7, 234240, 38167, 10313, 9672, 7988, 5027, 5935, 2882, 47, 91, NA, 314224,  T
51, 88.6, 293967, 272337, 11000, 13040, 3612, 4269, 3245, 1771, 38, 70, NA, 603241,  T
52, 89.6, 846738, 72797, 9684, 40183, 22605, 8174, 4070, 1180, 20, 70, NA, 1005431,  T
53, 91.6, 66065, 164955, 119201, 29438, 4638, 22532, 24306, 6971, 17, 78, NA, 438106,  T
54, 92.6, 454221, 24172, 9849, 14715, 15535, 10355, 12149, 9028, 54, 87, NA, 550024,  T
55, 94.6, 6882, 9767, 10993, 8959, 8070, 7175, 8291, 2001, 69, 90, NA, 62138,  T
56, 97.6, 8314, 10197, 14546, 5202, 5843, 10401, 3647, 1980, 96, 84, NA, 60130,  T
57, 99.6, 27229, 8034, 9692, 7879, 3699, 5720, 4612, 1608, 80, 88, NA, 68473,  T
58, 100.6, 48276, 26507, 3393, 5769, 8544, 5606, 2773, 2539, 74, 84, NA, 103407,  T
59, 102.6, 24790, 22302, 17705, 25342, 19458, 2781, 3500, 671, 63, 93, NA, 116549,  T
60, 103.6, 23492, 58377, 4765, 11420, 7175, 7547, 2813, 842, 50, 70, NA, 116431,  T
61, 105.6, 6742, 6181, 5798, 11492, 4781, 4898, 1485, 1657, 54, 87, NA, 43034,  T
62, 106.6, 14623, 28265, 19940, 16186, 18148, 11333, 8422, 3199, 75, 97, NA, 120116,  T
63, 108.6, 376097, 99000, 65247, 25870, 43281, 24809, 4498, 4070, 78, 100, NA, 642872,  T
64, 109.6, 59435, 11923, 3630, 4270, 1370, 1404, 1278, 563, 60, 83, NA, 83873,  T
65, 111.5, 91928, 37101, 37926, 3356, 4880, 9577, 5869, 1514, 54, 87, NA, 192151,  T
66, 112.6, 14187, 11754, 7238, 15410, 6396, 4074, 5551, 2022, 74, 100, NA, 66632,  T
67, 114.5, 266124, 46771, 2158, 13899, 22839, 7536, 9282, 9890, 80, 97, NA, 378499,  T
68, 117.5, 385228, 545387, 28276, 35594, 21152, 10359, 10316, 2330, 40, 74, NA, 1038642,  T
69, 119.5, 2146406, 965881, 48240, 68728, 46941, 26757, 10913, 9757, 10, 47, NA, 3323623,  T
70, 120.5, 266108, 61222, 5112, 1741, 1676, 5215, 2035, 602, 20, 50, NA, 343711,  T
71, 122.5, 21099, 13062, 2623, 3149, 13484, 7759, 1770, 4655, 47, 50, NA, 67601,  T
72, 123.5, 14204, 22874, 3245, 24887, 14473, 11094, 5229, 1309, 87, 53, NA, 97315,  T
