obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
41, 74.7, 615333, 22783, 2634, 3760, 3525, 929, 439, 189, 27, 48, NA, 649592,  T
42, 77.7, 242370, 424673, 41084, 39528, 29525, 10606, 14599, 4334, 21, 48, NA, 806719,  T
43, 79.7, 39032, 33784, 13554, 17484, 9885, 16394, 3710, 2385, 48, 53, NA, 136228,  T
44, 80.7, 106474, 20828, 12784, 9149, 10010, 16060, 5689, 2730, 63, 56, NA, 183724,  T
45, 82.7, 269062, 58125, 32209, 5423, 4282, 2755, 7010, 730, 47, 64, NA, 379596,  T
46, 83.7, 91928, 16326, 3818, 6627, 2429, 4706, 1135, 798, 47, 70, NA, 127767,  T
47, 85.6, 328653, 49071, 488, 3421, 2892, 1163, 716, 443, 21, 57, NA, 386847,  T
48, 86.6, 1645642, 27485, 63301, 14247, 10185, 4535, 1581, 2377, 27, 63, NA, 1769353,  T
49, 88.6, 85251, 32527, 1551, 6177, 1899, 4851, 1558, 895, 26, 56, NA, 134709,  T
50, 89.7, 29107, 50349, 21518, 6576, 17218, 12009, 10462, 3415, 48, 60, NA, 150654,  T
51, 91.6, 103947, 105807, 42753, 9451, 20851, 19525, 7412, 6154, 57, 47, NA, 315900,  T
52, 92.6, 259212, 23359, 13915, 4763, 4741, 5326, 3512, 2543, 48, 61, NA, 317371,  T
53, 94.6, 184752, 6920, 7693, 9137, 7479, 7538, 932, 1350, 56, 67, NA, 225801,  T
54, 97.6, 253294, 194763, 47836, 11898, 4980, 16766, 15477, 2714, 50, 61, NA, 547728,  T
55, 99.6, 63011, 32522, 4683, 13106, 12462, 6004, 6506, 3438, 40, 70, NA, 141732,  T
56, 100.6, 2024029, 87539, 2707, 17755, 2719, 9488, 3301, 1472, 35, 53, NA, 2149010,  T
57, 102.6, 47226, 9353, 10618, 1427, 6404, 7210, 3625, 700, 47, 48, NA, 86563,  T
58, 103.6, 645540, 61827, 21436, 13124, 29548, 16239, 13142, 6922, 48, 61, NA, 807778,  T
59, 105.6, 150440, 14291, 4040, 804, 1770, 1044, 341, 599, 44, 64, NA, 173329,  T
60, 106.6, 21553, 10043, 2026, 3423, 4932, 21955, 5801, 3070, 77, 51, NA, 72803,  T
61, 108.5, 434746, 47917, 41001, 30351, 27791, 35675, 12363, 3327, 81, 57, NA, 633171,  T
62, 109.5, 115263, 55603, 9811, 2810, 4780, 2888, 1009, 765, 80, 53, NA, 192929,  T
63, 111.5, 507863, 38782, 14680, 7287, 11679, 10090, 12227, 2075, 61, 60, NA, 604683,  T
64, 112.5, 713456, 25831, 9902, 1348, 4320, 3002, 1097, 1872, 30, 41, NA, 760828,  T
65, 114.5, 79520, 5653, 1856, 1367, 1084, 2237, 455, 270, 47, 47, NA, 92442,  T
66, 117.5, 43302, 59171, 9509, 15352, 5606, 11997, 7740, 2583, 48, 56, NA, 155260,  T
67, 119.5, 202851, 43512, 16431, 6782, 4852, 4026, 1299, 1427, 51, 48, NA, 281180,  T
68, 120.5, 161654, 89326, 31968, 12627, 22411, 5681, 5342, 8555, 29, 56, NA, 337564,  T
69, 122.5, 271170, 41182, 8724, 9836, 4351, 3426, 2327, 1803, 11, 60, NA, 342819,  T
70, 123.5, 22298, 65436, 15811, 24806, 4993, 5031, 2860, 1469, 30, 69, NA, 142704,  T
71, 125.5, 23540, 62169, 10996, 17890, 13587, 83945, 7129, 3049, 60, 64, NA, 222305,  T
72, 126.5, 110928, 197498, 43687, 60235, 16139, 17076, 8365, 6139, 60, 57, NA, 460067,  T
73, 128.5, 401142, 156001, 3486, 13543, 6252, 18679, 3557, 2652, 66, 44, NA, 605312,  T
74, 129.5, 76867, 24304, 13383, 12116, 4999, 4507, 2342, 515, 34, 56, NA, 139033,  T
75, 131.5, 257149, 7273, 12504, 1684, 5202, 3250, 1517, 1027, 41, 63, NA, 289606,  T
76, 132.5, 149571, 36383, 30679, 11804, 16127, 14260, 5807, 1984, 40, 67, NA, 266615,  T
77, 134.5, 174408, 40275, 16600, 2401, 8597, 5785, 2676, 1636, 41, 61, NA, 252378,  T
78, 134.5, 2217980, 162908, 2823, 27349, 13527, 14920, 9386, 5122, 54, 54, NA, 2454015,  T
