obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 6.0, 121612, 25632, 4768, 3537, 2370, 1588, 5422, 612, NA, NA, NA, 165541,  T*
2, 7.0, 688820, 19445, 5247, 4563, 7913, 2479, 1460, 1289, NA, NA, NA, 731216,  T*
3, 9.0, 1099308, 51745, 35551, 9996, 27764, 9127, 11296, 19992, 44, 54, NA, 1264779,  T*
4, 10.0, 988683, 49063, 49936, 19155, 18711, 14987, 4217, 1416, 77, 60, NA, 1146168,  T*
5, 11.9, 1617402, 381172, 44561, 23734, 9550, 8283, 7299, 1839, 57, 48, NA, 2093840,  T*
6, 13.0, 988757, 137054, 24744, 29930, 15276, 30375, 7138, 3702, 66, 69, NA, 1236976,  T*
7, 14.9, 319344, 20694, 7758, 5976, 6770, 5644, 8391, 2102, 70, 53, NA, 376679,  T*
8, 17.9, 355074, 108117, 8325, 7228, 15212, 9015, 10854, 5073, 67, 34, NA, 518898,  T*
9, 19.9, 1146713, 87713, 7281, 33340, 11626, 11323, 7042, 2270, 29, 43, NA, 1307308,  T*
10, 20.9, 40736, 28709, 2827, 739, 1746, 1357, 486, 176, 24, 27, NA, 76776,  T*
11, 22.9, 430792, 256164, 278336, 94810, 38463, 32048, 31784, 7303, 29, 54, NA, 1169700,  T*
12, 23.9, 451022, 23558, 6002, 1649, 4481, 2598, 928, 279, 53, 41, NA, 490517,  T*
13, 25.9, 174413, 52041, 10868, 12034, 5392, 2579, 2327, 530, 50, 63, NA, 260184,  T*
14, 26.9, 31813, 5991, 4966, 4805, 6523, 9486, 2633, 2268, 38, 48, NA, 68485,  T*
15, 28.9, 275317, 25652, 11834, 7033, 24971, 9758, 3960, 3129, 48, 53, NA, 361654,  T*
16, 29.9, 465277, 166457, 35670, 7567, 17974, 5451, 1401, 1276, 63, 54, NA, 701073,  T*
17, 31.9, 77942, 66177, 7805, 10779, 14732, 11153, 1646, 2913, 44, 41, NA, 193147,  T*
18, 32.9, 91157, 10426, 22718, 16418, 7503, 18968, 9216, 3235, 64, 53, NA, 179641,  T*
19, 34.9, 599369, 96169, 10868, 13745, 7264, 3318, 1496, 764, 64, 53, NA, 732993,  T*
20, 37.8, 175574, 83486, 18176, 7870, 5122, 4411, 3081, 890, 14, 41, NA, 298610,  T*
21, 39.8, 99078, 26970, 7804, 4183, 2603, 1114, 510, 517, 20, 34, NA, 142779,  T*
22, 40.9, 100554, 10476, 6296, 2728, 3010, 2919, 1658, 387, 34, 66, NA, 128028,  T*
