obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
23, 42.8, 275430, 68713, 41654, 10092, 33352, 16374, 4972, 7881, 35, 74, NA, 458468,  T*
24, 43.8, 250788, 127426, 21114, 25967, 8585, 4156, 2025, 1278, 35, 40, NA, 441339,  T*
25, 45.8, 128487, 68036, 14516, 28533, 6523, 16124, 12595, 2879, 35, 38, NA, 277693,  T*
26, 46.8, 4754, 8043, 5412, 3877, 8080, 4396, 5144, 1712, 35, 60, NA, 41418,  T*
27, 48.8, 212702, 38396, 23480, 4140, 9086, 3014, 4602, 920, 40, 67, NA, 296340,  T*
28, 49.8, 481719, 16805, 7680, 1773, 2187, 20146, 4357, 3660, 77, 57, NA, 538327,  T*
29, 51.8, 288365, 4106, 756, 3908, 2221, 1893, 546, 418, 74, 61, NA, 302213,  T*
30, 52.8, 17368, 19347, 9219, 20235, 17205, 6493, 8994, 2605, 94, 56, NA, 101466,  T*
31, 54.8, 267611, 13044, 2285, 2059, 2599, 1570, 573, 176, 70, 56, NA, 289917,  T*
32, 57.8, 13879, 32914, 4460, 5094, 4018, 3077, 574, 604, 27, 30, NA, 64620,  T*
33, 59.8, 25317, 996, 2733, 2961, 1696, 4519, 3098, 1627, 66, 80, NA, 42947,  T*
34, 60.8, 8465, 8533, 5129, 2297, 8908, 6251, 4202, 2354, 88, 67, NA, 46139,  T
35, 62.7, 10724, 5652, 4938, 4108, 12047, 11083, 2328, 1302, 100, 61, NA, 52182,  T
36, 63.8, 202978, 14406, 11348, 1964, 1579, 5374, 596, 255, 83, 60, NA, 238500,  T
37, 65.7, 2219, 5878, 6325, 4374, 2218, 11309, 2868, 2157, 90, 66, NA, 37348,  T
38, 66.7, 25644, 8684, 18258, 6448, 18753, 6411, 6224, 2973, 74, 90, NA, 93395,  T
39, 68.7, 166965, 17115, 11607, 3776, 5801, 2339, 2268, 1071, 63, 90, NA, 210942,  T
40, 69.7, 443453, 58858, 10761, 4619, 2880, 630, 601, 173, 24, 88, NA, 521975,  T
41, 71.7, 250690, 18759, 2370, 962, 922, 1303, 691, 317, 17, 66, NA, 276014,  T
42, 72.7, 1479283, 264231, 31957, 25366, 19811, 30361, 5070, 4621, 21, 40, NA, 1860700,  T
43, 74.7, 295500, 22904, 12568, 11065, 15151, 7338, 6093, 1201, 48, 51, NA, 371820,  T
44, 77.7, 56558, 10222, 15958, 11752, 5018, 6299, 2439, 1824, 64, 77, NA, 110070,  T
45, 79.7, 212434, 16960, 7013, 3570, 1425, 406, 1031, 718, 24, 56, NA, 243557,  T
46, 80.7, 113980, 21654, 12938, 1158, 9072, 4199, 2842, 3184, 40, 37, NA, 169027,  T
47, 82.7, 1327358, 48451, 15532, 13841, 6651, 19924, 8744, 11937, 54, 51, NA, 1452438,  T
48, 83.7, 23041, 27456, 5653, 14954, 8226, 15968, 14830, 2899, 83, 54, NA, 113027,  T
49, 85.7, 320158, 62883, 9811, 13544, 6194, 6519, 3934, 1769, 78, 51, NA, 424812,  T
50, 86.7, 227885, 91084, 28685, 1002, 3830, 4589, 7501, 743, 63, 50, NA, 365319,  T
51, 88.7, 1160387, 45751, 8624, 8845, 5622, 5339, 2772, 1206, 50, 47, NA, 1238546,  T
52, 89.6, 186924, 13983, 4784, 2847, 4153, 2873, 1247, 1929, 50, 48, NA, 218740,  T
53, 91.6, 174283, 43771, 12521, 5569, 2355, 4348, 1337, 1315, 54, 50, NA, 245499,  T
54, 92.6, 69186, 29940, 31709, 5360, 5212, 5884, 1260, 1446, 56, 64, NA, 149997,  T
55, 94.6, 106502, 18681, 1365, 5631, 1637, 3325, 2631, 1746, 54, 61, NA, 141518,  T
56, 97.6, 57510, 50757, 2962, 4010, 2122, 6805, 3292, 1413, 60, 60, NA, 128871,  T
57, 99.6, 32097, 38869, 6287, 2519, 4014, 6653, 2126, 1256, 67, 61, NA, 93821,  T
58, 100.6, 9062, 13673, 2744, 7151, 6226, 9085, 4612, 1880, 87, 67, NA, 54433,  T
59, 102.6, 143060, 11093, 1029, 1345, 466, 482, 236, 75, 69, 43, NA, 157786,  T
60, 103.6, 334890, 117005, 208977, 46677, 23154, 23732, 27864, 17945, 54, 69, NA, 800244,  T
61, 105.6, 1418241, 238864, 128312, 34665, 68270, 33334, 20503, 13255, 41, 74, NA, 1955444,  T
62, 106.6, 119067, 9687, 1280, 1819, 2047, 1512, 3563, 1791, 54, 70, NA, 140766,  T
63, 108.6, 12715, 9984, 20410, 6009, 8782, 8626, 11264, 7083, 67, 64, NA, 84873,  T
64, 109.6, 1088639, 285356, 210891, 77534, 62375, 18108, 10656, 3370, 54, 81, NA, 1756929,  T
65, 111.6, 45074, 19779, 10049, 10168, 3747, 7827, 1626, 1604, 61, 93, NA, 99874,  T
66, 112.6, 104273, 64590, 10656, 14270, 18484, 11290, 6160, 2480, 66, 57, NA, 232203,  T
67, 114.6, 23497, 11771, 3309, 10410, 3579, 5053, 3972, 1519, 83, 57, NA, 63110,  T
68, 117.5, 9875, 11307, 779, 12382, 14261, 12152, 2416, 4417, 81, 63, NA, 67589,  T
69, 119.5, 11503, 8143, 11148, 21834, 3937, 18694, 4452, 3175, 87, 78, NA, 82886,  T
70, 120.5, 343447, 56840, 16304, 11673, 6494, 2035, 1435, 657, 53, 83, NA, 438885,  T
71, 122.5, 10602, 12855, 5808, 6642, 5721, 2491, 3548, 2064, 63, 90, NA, 49731,  T
72, 123.6, 43925, 40318, 1530, 1389, 920, 1512, 607, 191, 21, 21, NA, 90392,  T
73, 125.5, 13555, 5530, 3062, 11236, 22286, 14337, 6811, 2246, 51, 17, NA, 79063,  T
74, 126.5, 76420, 45346, 15048, 3601, 12090, 1863, 1338, 2425, 51, 11, NA, 158131,  T
75, 128.5, 29577, 6603, 17273, 21699, 13734, 18474, 8728, 4347, 75, 47, NA, 120435,  T
76, 129.5, 191521, 35081, 21399, 10292, 6601, 1767, 2391, 2714, 40, 87, NA, 271766,  T
77, 131.5, 84231, 40857, 6315, 5603, 8903, 4148, 2705, 1092, 50, 80, NA, 153854,  T
78, 132.5, 6154, 12906, 805, 17108, 9842, 7482, 20116, 3650, 51, 77, NA, 78063,  T
79, 134.5, 918062, 243976, 16197, 33085, 11243, 10034, 7088, 10824, 54, 56, NA, 1250509,  T
80, 134.5, 161785, 27708, 13169, 19952, 4450, 1464, 1018, 1111, 40, 63, NA, 230657,  T
