obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
18, 32.8, 2049426, 278636, 42345, 136056, 72328, 52769, 43465, 33212, 21, 96, NA, 2708237,  4*
19, 34.8, 746676, 141642, 76289, 11889, 24091, 22535, 33880, 8220, 23, 93, NA, 1065222,  4*
20, 37.8, 74363, 13432, 820, 2013, 8981, 897, 2016, 398, 10, 61, NA, 102920,  4*
21, 39.8, 163170, 65961, 10664, 14248, 10658, 6691, 5776, 4746, 47, 61, NA, 281914,  4*
22, 40.8, 610576, 647729, 191072, 16645, 48279, 42078, 16063, 13988, 41, 84, NA, 1586430,  4*
23, 42.8, 268650, 53299, 28855, 43135, 53739, 19294, 16467, 8941, 48, 91, NA, 492380,  4*
24, 43.8, 98832, 21830, 53224, 13612, 55427, 26342, 13361, 4094, 67, 100, NA, 286722,  4*
25, 45.8, 1504075, 127433, 9423, 24327, 14134, 28549, 42120, 9000, 84, 96, NA, 1759061,  4*
26, 46.8, 35811, 56428, 1607, 3078, 5917, 11205, 5970, 1665, 80, 51, NA, 121681,  4*
27, 48.8, 954836, 38623, 458, 49652, 13854, 35284, 12625, 10363, 83, 50, NA, 1115695,  4*
28, 49.8, 512054, 48746, 11569, 18770, 22980, 48071, 17384, 3866, 100, 67, NA, 683440,  4*
29, 51.8, 1521291, 146140, 77665, 25410, 15633, 22229, 10820, 6948, 90, 96, NA, 1826136,  4*
30, 52.8, 1565494, 173506, 2850, 33118, 11462, 26185, 8560, 2943, 78, 87, NA, 1824118,  4*
31, 54.8, 322295, 58417, 19539, 15227, 14866, 33672, 7615, 9021, 74, 90, NA, 480652,  4*
32, 57.7, 2441909, 164375, 25452, 20161, 15112, 25581, 7607, 4284, 81, 67, NA, 2704481,  4*
33, 59.7, 411945, 205771, 25958, 82840, 29916, 14633, 16857, 13924, 67, 100, NA, 801844,  4*
34, 60.7, 390078, 31863, 12048, 11202, 6572, 4057, 3346, 3193, 41, 100, NA, 462359,  4
35, 62.7, 399017, 11096, 3795, 4721, 7246, 1931, 6511, 4069, 26, 93, NA, 438386,  4
36, 63.7, 25665, 82839, 23346, 10442, 5195, 8021, 3619, 2911, 48, 80, NA, 162038,  4
37, 65.7, 412819, 256348, 25054, 48858, 11815, 14097, 10723, 7230, 41, 69, NA, 786944,  4
38, 66.7, 250167, 201217, 6525, 29639, 30257, 27916, 16400, 3356, 34, 81, NA, 565477,  4
39, 68.7, 329046, 139278, 25004, 38262, 18875, 19450, 17242, 13548, 37, 81, NA, 600705,  4
40, 69.7, 427336, 74636, 6385, 8765, 6248, 3417, 2005, 444, 30, 60, NA, 529236,  4
41, 71.7, 460663, 25508, 16739, 40101, 18819, 10353, 15938, 5766, 30, 83, NA, 593887,  4
42, 72.7, 29259, 16200, 5849, 18879, 8084, 4698, 3798, 518, 38, 91, NA, 87285,  4
43, 74.7, 634716, 447776, 21073, 11490, 19915, 22652, 22467, 7517, 40, 78, NA, 1187606,  4
44, 77.7, 497001, 13074, 17520, 4105, 3007, 1627, 1968, 273, 37, 77, NA, 538575,  4
45, 79.7, 106912, 178615, 96332, 30664, 31215, 25336, 32629, 7383, 74, 100, NA, 509086,  4
46, 80.7, 98713, 7158, 2842, 7208, 3022, 8438, 4191, 1153, 88, 94, NA, 132725,  4
47, 82.6, 788718, 62174, 16211, 17609, 16765, 16343, 11732, 4476, 77, 90, NA, 934028,  4
48, 83.6, 456975, 20490, 22027, 70360, 21153, 12973, 22117, 4322, 87, 100, NA, 630417,  4
49, 85.7, 156005, 10370, 20362, 10612, 5105, 9586, 6975, 1039, 77, 100, NA, 220054,  4
50, 86.6, 135349, 109268, 45934, 40445, 40363, 20218, 17070, 1665, 74, 97, NA, 410312,  4
51, 88.6, 504558, 205250, 39128, 28728, 15876, 20257, 31299, 6707, 67, 78, NA, 851803,  4
52, 89.6, 261632, 12087, 1681, 964, 325, 1835, 2391, 604, 44, 67, NA, 281519,  4
53, 91.6, 422615, 166891, 17378, 75744, 6311, 30430, 21959, 5154, 44, 66, NA, 746482,  4
54, 92.7, 110049, 11813, 18617, 6566, 3984, 3028, 3880, 1465, 60, 78, NA, 159402,  4
55, 94.6, 54275, 7099, 8364, 7680, 11699, 2977, 5294, 1365, 60, 93, NA, 98753,  4
56, 97.6, 58756, 45070, 20375, 50940, 20761, 12261, 15208, 4446, 44, 93, NA, 227817,  4
57, 98.6, 50461, 37940, 55415, 27899, 22944, 41475, 11230, 6132, 64, 100, NA, 253496,  4
58, 99.6, 13533, 41610, 53705, 12721, 43255, 8443, 10075, 4486, 61, 100, NA, 187828,  4
59, 100.6, 98174, 12362, 2102, 1379, 2915, 3934, 5870, 1946, 77, 87, NA, 128682,  4
60, 102.6, 54680, 87309, 11446, 89785, 21649, 17958, 8046, 9308, 69, 81, NA, 300181,  4
61, 103.6, 658016, 18183, 2397, 8765, 2648, 4028, 1481, 1186, 63, 81, NA, 696704,  4
62, 105.6, 115202, 46634, 15253, 13502, 60297, 21343, 9678, 4344, 64, 84, NA, 286253,  4
63, 106.6, 130532, 95197, 15818, 7126, 36144, 34253, 13157, 2831, 75, 61, NA, 335058,  4
64, 108.6, 104551, 25035, 914, 4318, 4201, 12639, 4480, 3382, 88, 50, NA, 159520,  4
65, 109.6, 195955, 36784, 13789, 15975, 21158, 22906, 19999, 2095, 97, 40, NA, 328661,  4
66, 111.6, 690592, 345257, 167249, 67954, 30687, 38969, 46822, 13579, 80, 54, NA, 1401109,  4
67, 112.5, 494483, 534011, 110963, 23355, 33396, 57663, 48384, 12977, 64, 56, NA, 1315232,  4
68, 114.5, 67916, 17298, 22533, 16128, 3517, 9498, 6258, 1210, 57, 69, NA, 144358,  4
69, 117.5, 123576, 32267, 5886, 13542, 8067, 6466, 5562, 1838, 64, 83, NA, 197204,  4
70, 119.5, 1808170, 312261, 138922, 32417, 33052, 36664, 30414, 6088, 37, 60, NA, 2397988,  4
71, 120.5, 229299, 74511, 20696, 38762, 26866, 33903, 15002, 4417, 44, 64, NA, 443456,  4
72, 122.5, 755143, 53789, 2472, 14568, 4452, 18124, 4240, 1563, 66, 69, NA, 854351,  4
73, 123.5, 32580, 48339, 11237, 24030, 17759, 26933, 10923, 10595, 93, 66, NA, 182396,  4
74, 125.5, 75175, 17751, 45559, 20829, 57476, 72752, 10304, 4496, 100, 67, NA, 304342,  4
75, 126.5, 284088, 20056, 7932, 12453, 10222, 14509, 7061, 1717, 97, 77, NA, 358038,  4
76, 128.5, 863868, 273290, 38932, 16287, 39473, 23571, 20237, 6081, 78, 67, NA, 1281739,  4
77, 129.5, 74405, 129202, 40579, 22296, 15240, 31669, 31350, 10366, 67, 61, NA, 355107,  4
78, 131.5, 593670, 235820, 35405, 38660, 33728, 60320, 19370, 6634, 61, 53, NA, 1023607,  4
79, 131.5, 215469, 43402, 16551, 68581, 8284, 16778, 16850, 9648, 56, 77, NA, 395563,  4
