obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 8.9, 2062630, 442540, 113703, 95598, 139595, 129821, 35684, 6001, NA, NA, NA, 3025572,  X*
2, 9.9, 660019, 252350, 10425, 3763, 8355, 6233, 4892, 2336, 30, 30, NA, 948373,  X*
3, 11.9, 2288245, 51349, 10855, 12311, 14481, 5207, 3126, 1263, 34, 37, NA, 2386837,  X*
4, 12.9, 538160, 23159, 42797, 14372, 10175, 2696, 2549, 935, 30, 56, NA, 634843,  X*
5, 14.9, 10399, 38478, 5112, 3006, 2667, 1358, 602, 462, 35, 64, NA, 62084,  X*
6, 17.9, 173427, 27814, 10018, 2103, 3031, 972, 409, 511, 13, 66, NA, 218285,  X*
7, 20.9, 408779, 28976, 5977, 10899, 1933, 2038, 1856, 486, 20, 54, NA, 460944,  X*
8, 23.9, 1648878, 53552, 2338, 7431, 7696, 4747, 7502, 5156, 29, 48, NA, 1737300,  X*
9, 25.9, 740443, 10004, 7362, 21484, 11815, 8322, 5064, 669, 51, 56, NA, 805163,  X*
10, 28.9, 1320933, 147865, 29370, 58623, 45689, 37611, 7247, 8222, 56, 63, NA, 1655560,  X*
11, 29.9, 696182, 57204, 1489, 53924, 28954, 15182, 4861, 3307, 63, 70, NA, 861103,  X*
12, 31.9, 1969856, 10290, 14127, 51421, 32287, 28112, 7110, 3230, 90, 75, NA, 2116433,  X*
13, 32.9, 994270, 115044, 38608, 7441, 12315, 14230, 13302, 2458, 70, 75, NA, 1197668,  X*
14, 34.8, 770451, 204361, 67210, 19791, 15245, 18477, 3192, 4997, 64, 70, NA, 1103724,  X*
15, 37.8, 541973, 150003, 131508, 61869, 12628, 19182, 17103, 12966, 48, 66, NA, 947232,  X*
16, 39.8, 138690, 72773, 16361, 8329, 16542, 23621, 14875, 9420, 53, 61, NA, 300611,  X*
17, 40.8, 132447, 43609, 32908, 3245, 1774, 3518, 3239, 603, 50, 56, NA, 221343,  X*
18, 42.9, 1167546, 25964, 1248, 3293, 3572, 3051, 1365, 1200, 57, 53, NA, 1207239,  X*
19, 43.8, 281444, 35562, 3082, 1383, 1282, 1480, 2306, 830, 57, 48, NA, 327369,  X*
20, 45.8, 311104, 94747, 3425, 4084, 2611, 2315, 2648, 1469, 53, 34, NA, 422403,  X*
21, 46.8, 69834, 22501, 3928, 6096, 3508, 1492, 957, 905, 14, 34, NA, 109221,  X*
22, 48.8, 105160, 9325, 8598, 1704, 2944, 1240, 496, 805, 20, 47, NA, 130272,  X*
23, 49.8, 93417, 12056, 561, 307, 2312, 1980, 1037, 579, 57, 57, NA, 112249,  X*
24, 51.8, 81821, 8981, 1480, 1529, 1694, 1446, 1865, 655, 66, 56, NA, 99471,  X*
