obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
55, 106.6, 58797, 14359, 2410, 26947, 8319, 33762, 10459, 6813, 100, 57, NA, 161866,  N
56, 108.6, 9051, 5931, 5481, 4382, 10581, 18172, 17852, 11034, 100, 53, NA, 82484,  N
57, 109.6, 1028314, 522162, 7924, 86621, 20795, 20959, 11298, 10629, 93, 56, NA, 1708702,  N
58, 111.6, 627027, 238141, 13532, 11863, 23165, 16623, 12614, 2557, 69, 37, NA, 945522,  N
59, 112.6, 30086, 33919, 18641, 7610, 7507, 13399, 9698, 6170, 47, 37, NA, 127030,  N
60, 114.6, 77927, 22997, 6144, 3045, 2938, 1964, 1567, 1955, 51, 43, NA, 118537,  N
61, 117.5, 214499, 9607, 12005, 18571, 7682, 21797, 21712, 11106, 70, 77, NA, 316979,  N
62, 119.5, 128442, 20957, 25992, 14357, 7734, 17160, 7441, 3024, 96, 83, NA, 225107,  N
63, 120.6, 39097, 38943, 9163, 14659, 4777, 23727, 7071, 4873, 100, 63, NA, 142310,  N
64, 122.5, 15111, 8787, 2442, 7200, 5804, 41714, 12939, 7389, 100, 63, NA, 101386,  N
65, 123.5, 270713, 10919, 5565, 2244, 2764, 2358, 1401, 938, 90, 56, NA, 296902,  N
66, 125.5, 23825, 5765, 7784, 27265, 13005, 7142, 13575, 2764, 78, 70, NA, 101125,  N
67, 126.5, 236606, 205119, 63219, 45247, 43324, 21530, 9520, 2493, 30, 74, NA, 627058,  N
68, 128.5, 61080, 15601, 2909, 1603, 870, 865, 375, 87, 23, 64, NA, 83390,  N
69, 129.5, 660889, 105903, 23500, 48792, 16735, 20002, 18271, 5332, 20, 53, NA, 899424,  N
70, 131.5, 146362, 66551, 21756, 44726, 35574, 24885, 11043, 18303, 29, 64, NA, 369200,  N
71, 132.5, 1833235, 147016, 39452, 16452, 7502, 3644, 3442, 1597, 37, 54, NA, 2052340,  N
72, 134.5, 51286, 3636, 1547, 1250, 233, 325, 222, 57, 29, 56, NA, 58556,  N
73, 134.5, 788298, 158662, 1441, 29169, 22738, 7516, 2536, 1020, 7, 57, NA, 1011380,  N
