obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
59, 100.6, 736105, 117180, 23071, 26675, 22297, 30644, 43421, 15949, 17, 40, NA, 1015342,  A
60, 102.6, 1485339, 100473, 4302, 7976, 13682, 7856, 3889, 3264, 29, 11, NA, 1626781,  A
61, 103.6, 620953, 81647, 10517, 16324, 4027, 6666, 8456, 3208, 20, 4, NA, 751798,  A
62, 105.6, 36470, 49623, 22782, 3582, 9353, 4841, 5598, 2392, 8, 8, NA, 134641,  A
63, 106.6, 528049, 22161, 7760, 11095, 11891, 11696, 9833, 3569, 44, 34, NA, 606054,  A
64, 108.6, 2300778, 297653, 223730, 53792, 28043, 25878, 105736, 13546, 40, 48, NA, 3049156,  A
65, 109.5, 920821, 59352, 18295, 2146, 8242, 17781, 35499, 8056, 29, 35, NA, 1070192,  A
66, 111.5, 311332, 28266, 4022, 4484, 4924, 1748, 1580, 476, 10, 27, NA, 356832,  A
67, 112.6, 581128, 133242, 37490, 17086, 19280, 18389, 11115, 10229, 20, 24, NA, 827959,  A
68, 114.5, 623449, 278668, 79525, 239403, 38522, 25966, 58310, 15964, 1, 43, NA, 1359807,  A
69, 115.5, 1196160, 60452, 18755, 4806, 9161, 4247, 9873, 1117, 1, 56, NA, 1304571,  A
70, 117.5, 2086017, 479473, 106750, 160211, 24395, 43082, 48124, 12940, 1, 61, NA, 2960992,  A
71, 117.5, 406976, 282330, 14893, 8495, 11077, 17820, 20498, 33340, 1, 13, NA, 795429,  A
