obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 4.0, 38845, 8825, 7329, 4808, 3191, 2024, 690, 1412, NA, NA, NA, 67124,  M*
2, 6.0, 68752, 12421, 5729, 13701, 2841, 8616, 7578, 1628, NA, NA, NA, 121266,  M*
3, 6.9, 64767, 52883, 12583, 9683, 11785, 6301, 5192, 7142, 30, 30, NA, 170336,  M*
4, 9.0, 21029, 38448, 11110, 8162, 5198, 8107, 7667, 4784, 30, 27, NA, 104505,  M*
5, 9.9, 9124, 10235, 11838, 2740, 2410, 5350, 5191, 1463, 37, 41, NA, 48351,  M*
6, 11.9, 15139, 44039, 5946, 10148, 4404, 6016, 10525, 4049, 40, 41, NA, 100266,  M*
7, 12.9, 31581, 52570, 23545, 5695, 6995, 4191, 3081, 1867, 27, 37, NA, 129525,  M*
8, 14.9, 29013, 35658, 10233, 5040, 2211, 6169, 1955, 2633, 17, 20, NA, 92912,  M*
9, 17.9, 2649, 23957, 3233, 6052, 1663, 2962, 1720, 789, 8, 44, NA, 43025,  M*
10, 19.9, 14317, 24962, 14891, 4140, 7166, 4552, 2871, 1430, 34, 43, NA, 74329,  M*
11, 20.9, 45360, 28404, 6308, 3831, 8284, 6618, 4354, 1474, 43, 23, NA, 104633,  M*
12, 22.9, 7416, 25299, 4180, 4293, 3933, 1964, 6034, 2416, 26, 17, NA, 55535,  M*
13, 23.9, 13676, 44611, 15825, 8440, 16783, 4673, 5837, 2087, 20, 1, NA, 111932,  M*
14, 25.9, 93675, 5385, 532, 1243, 1462, 1325, 342, 443, 23, 1, NA, 104407,  M*
15, 26.9, 19440, 13030, 3703, 7975, 4802, 8814, 5807, 4385, 47, 11, NA, 67956,  M*
16, 28.9, 3818, 3096, 931, 1224, 1954, 7513, 4702, 3490, 81, 1, NA, 26728,  M*
17, 29.9, 28615, 10990, 5810, 2128, 3385, 6082, 7250, 1403, 80, 27, NA, 65663,  M*
18, 31.9, 10156, 9931, 4874, 2325, 1744, 5455, 6679, 1463, 67, 27, NA, 42627,  M*
19, 32.9, 4164, 10316, 11557, 3515, 1910, 3726, 3595, 1312, 54, 51, NA, 40095,  M*
20, 34.8, 7218, 8712, 1428, 9896, 1179, 5377, 2752, 3590, 54, 64, NA, 40152,  M*
21, 37.8, 5967, 5360, 5454, 3715, 3584, 4163, 2311, 2811, 40, 91, NA, 33365,  M*
22, 39.8, 35674, 10662, 1308, 15321, 7127, 3539, 3135, 1772, 34, 88, NA, 78538,  M*
23, 40.8, 14883, 22863, 1038, 3455, 6723, 6378, 3660, 1940, 38, 50, NA, 60940,  M*
24, 42.8, 6878, 7221, 4096, 6962, 7104, 3593, 5374, 3481, 37, 43, NA, 44709,  M*
25, 43.8, 7986, 9207, 422, 5512, 2605, 6446, 5716, 3221, 56, 34, NA, 41115,  M*
26, 45.8, 21512, 13478, 12583, 4682, 6088, 3244, 2572, 1435, 47, 63, NA, 65594,  M*
27, 46.8, 29374, 31675, 12019, 2517, 2850, 8804, 7469, 3722, 50, 38, NA, 98430,  M*
28, 48.8, 3752, 19853, 3943, 16460, 2358, 6291, 8039, 3876, 38, 51, NA, 64572,  M*
29, 49.8, 24941, 34801, 10854, 11402, 3949, 20652, 4741, 945, 48, 54, NA, 112285,  M*
30, 51.8, 27568, 27069, 16570, 14795, 10026, 5709, 3378, 2113, 40, 67, NA, 107228,  M*
31, 52.8, 10611, 20947, 13606, 1178, 6765, 4853, 7330, 2771, 27, 57, NA, 68061,  M*
32, 54.8, 9396, 41547, 5618, 2510, 3971, 4322, 3170, 2588, 10, 44, NA, 73122,  M*
33, 57.8, 53011, 49987, 18026, 8816, 4851, 9316, 11189, 1238, 10, 13, NA, 156434,  M*
34, 59.7, 161155, 119584, 63493, 2726, 2767, 7314, 7235, 4024, 14, 90, NA, 368298,  M*
35, 60.8, 121773, 13923, 543, 2802, 2221, 2177, 602, 922, 17, 57, NA, 144963,  M
36, 62.7, 10583, 16131, 7321, 7810, 3246, 4545, 5310, 1294, 14, 44, NA, 56240,  M
37, 63.7, 14444, 10587, 4157, 5220, 3032, 6481, 2569, 1952, 41, 50, NA, 48442,  M
38, 65.7, 623949, 18546, 13130, 4981, 4594, 1998, 4408, 7885, 34, 70, NA, 679491,  M
39, 66.7, 9475, 5169, 6397, 6289, 4839, 5253, 5119, 4653, 40, 64, NA, 47194,  M
40, 68.7, 4631, 5792, 6500, 7047, 4025, 8733, 3172, 2396, 44, 70, NA, 42296,  M
41, 69.7, 20495, 8070, 4672, 2628, 5052, 11707, 4397, 5741, 77, 44, NA, 62762,  M
42, 71.7, 7912, 14288, 3155, 8779, 3536, 9317, 2633, 3245, 80, 35, NA, 52865,  M
43, 72.7, 6906, 4049, 4513, 8750, 3164, 5865, 4658, 3433, 64, 63, NA, 41338,  M
44, 74.7, 4013, 4320, 7064, 7457, 3479, 7389, 5157, 2561, 57, 83, NA, 41440,  M
45, 77.7, 6264, 7232, 1423, 4708, 4296, 11408, 8006, 4136, 81, 61, NA, 47473,  M
46, 79.7, 45082, 53783, 47294, 8729, 11107, 8335, 4895, 2781, 77, 47, NA, 182006,  M
47, 80.7, 12536, 18946, 5477, 2398, 2407, 4606, 4963, 3587, 50, 48, NA, 54920,  M
48, 82.7, 25409, 57650, 11947, 4639, 8818, 8377, 3141, 1655, 30, 41, NA, 121636,  M
49, 83.7, 479548, 17529, 16623, 2328, 1830, 2056, 751, 848, 8, 44, NA, 521513,  M
50, 85.7, 31307, 51061, 6614, 5854, 3981, 6249, 1310, 442, 1, 38, NA, 106818,  M
51, 86.7, 8896, 22706, 9142, 4823, 5849, 4826, 3912, 2007, 16, 64, NA, 62161,  M
52, 88.6, 3129, 10130, 8106, 8073, 5015, 3995, 3592, 3430, 27, 64, NA, 45470,  M
53, 89.6, 108454, 22497, 1160, 1891, 1899, 1899, 581, 522, 24, 35, NA, 138903,  M
54, 91.6, 30684, 25777, 3851, 9605, 2420, 3355, 1087, 420, 20, 37, NA, 77199,  M
55, 92.6, 30353, 53796, 6459, 3874, 5179, 718, 970, 934, 1, 1, NA, 102283,  M
56, 94.6, 52176, 18830, 18251, 3766, 6191, 9966, 5919, 2547, 1, 26, NA, 117646,  M
57, 94.6, 30812, 48718, 33535, 12265, 8961, 3945, 4827, 1603, 23, 60, NA, 144666,  M
