obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 6.0, 356295, 78567, 37602, 35661, 11546, 18718, 12008, 2887, NA, NA, NA, 553284,  T*
2, 7.0, 1620198, 305127, 189200, 76549, 131136, 65254, 40468, 20123, NA, NA, NA, 2448055,  T*
3, 9.0, 1077135, 265610, 112012, 19510, 19101, 12011, 11619, 4041, 30, 48, NA, 1521039,  T*
4, 9.9, 126957, 74444, 2502, 8169, 13354, 7474, 3523, 2342, 53, 37, NA, 238765,  T*
5, 11.9, 1021773, 71381, 2430, 45499, 10115, 40016, 21518, 6717, 77, 43, NA, 1219449,  T*
6, 13.0, 1048647, 84140, 34964, 29839, 6373, 14492, 9715, 6073, 77, 60, NA, 1234243,  T*
7, 14.9, 233812, 49038, 1235, 7418, 10459, 7826, 4977, 2621, 80, 61, NA, 317386,  T*
8, 17.9, 123970, 8272, 4499, 2051, 2297, 1141, 2350, 1146, 64, 38, NA, 145726,  T*
9, 19.9, 2190360, 718004, 95876, 286807, 175966, 74323, 61548, 60633, 41, 64, NA, 3663517,  T*
10, 20.9, 562847, 104666, 6893, 34112, 4574, 24604, 8623, 1583, 60, 77, NA, 747902,  T*
11, 22.9, 215982, 57827, 20777, 32824, 12061, 26326, 28612, 7648, 74, 78, NA, 402057,  T*
12, 23.9, 439913, 196397, 4738, 17349, 42650, 20438, 23210, 10515, 81, 56, NA, 755210,  T*
13, 25.9, 971737, 284972, 67787, 61050, 76580, 64587, 29105, 31420, 80, 56, NA, 1587238,  2*
14, 26.9, 1897425, 149818, 24772, 3802, 70454, 51663, 34682, 4535, 97, 29, NA, 2237151,  2*
15, 28.9, 1018863, 168023, 42331, 102123, 27326, 24689, 33086, 7231, 96, 53, NA, 1423672,  2*
16, 29.9, 445450, 17171, 27193, 3489, 2429, 2332, 3456, 1061, 70, 75, NA, 502581,  2*
17, 31.9, 391953, 168090, 56904, 39371, 53319, 24297, 15029, 15792, 54, 91, NA, 764755,  2*
18, 32.9, 912393, 1285853, 178113, 66675, 324734, 80810, 87572, 21937, 30, 77, NA, 2958087,  2*
19, 34.9, 702766, 111390, 27798, 9845, 17743, 21853, 7570, 877, 43, 56, NA, 899842,  2*
