obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
23, 42.8, 12491, 2840, 9509, 5514, 4772, 6653, 5077, 2409, 41, 78, NA, 49265,  T*
24, 43.8, 13304, 11832, 13227, 12382, 5054, 13703, 4268, 2673, 38, 94, NA, 76443,  T*
25, 45.8, 39952, 24456, 11205, 8681, 4540, 6012, 5777, 2619, 50, 91, NA, 103242,  T*
26, 46.8, 176566, 20041, 5830, 2680, 2923, 1849, 953, 639, 60, 74, NA, 211481,  T*
27, 48.8, 17262, 41805, 11331, 1957, 7600, 8575, 8336, 7806, 51, 54, NA, 104672,  T*
28, 49.8, 19014, 12235, 727, 9661, 3694, 6003, 2166, 2697, 37, 38, NA, 56197,  T*
29, 51.8, 46200, 28737, 4567, 6014, 4048, 3243, 2295, 1859, 38, 37, NA, 96963,  T*
30, 52.8, 2553, 14526, 3252, 3443, 1923, 7655, 3007, 1109, 69, 61, NA, 37468,  T*
31, 54.8, 137810, 12900, 1108, 6288, 3611, 2648, 314, 463, 63, 57, NA, 165142,  T*
32, 57.8, 64286, 16862, 20033, 15311, 8252, 4635, 3234, 4220, 51, 70, NA, 136833,  T*
33, 59.8, 85744, 29548, 10128, 2249, 1916, 1074, 978, 589, 27, 91, NA, 132226,  T*
34, 60.8, 476088, 295453, 13586, 66605, 13235, 15912, 25001, 8701, 21, 51, NA, 914581,  T
35, 62.7, 9508, 16866, 5437, 27256, 10395, 3891, 7938, 3473, 11, 61, NA, 84764,  T
36, 63.8, 644968, 204307, 47734, 18281, 14308, 11259, 3088, 3396, 14, 57, NA, 947341,  T
37, 65.8, 41475, 12006, 2964, 12555, 4871, 5836, 4571, 2749, 34, 70, NA, 87027,  T
38, 66.7, 50590, 25208, 3211, 1805, 4080, 2511, 833, 863, 40, 51, NA, 89101,  T
39, 68.7, 944854, 224986, 14992, 32432, 18217, 11164, 3560, 2904, 40, 44, NA, 1253109,  T
40, 69.7, 143343, 85745, 16595, 837, 3396, 849, 1660, 1217, 17, 35, NA, 253642,  T
41, 71.7, 47022, 58677, 2494, 15479, 5077, 6592, 9004, 2570, 23, 41, NA, 146915,  T
42, 72.7, 21415, 30144, 13914, 4358, 4774, 9675, 2944, 2054, 29, 57, NA, 89278,  T
43, 74.7, 9718, 24576, 19125, 2525, 10024, 7467, 2340, 2312, 54, 69, NA, 78087,  T
44, 77.7, 32492, 35973, 9054, 15327, 4106, 8576, 2183, 1645, 69, 66, NA, 109356,  T
45, 79.7, 44659, 37277, 16899, 8212, 10425, 5462, 6503, 3786, 47, 60, NA, 133223,  T
46, 80.7, 508759, 71048, 38071, 19710, 8371, 6932, 3648, 1056, 61, 75, NA, 657595,  T
47, 82.7, 8701, 7375, 1837, 5721, 4946, 9746, 2346, 2420, 70, 66, NA, 43092,  T
48, 83.7, 57361, 88316, 7693, 6522, 7408, 3211, 861, 603, 54, 50, NA, 171975,  T
49, 85.7, 31458, 6649, 2798, 2745, 3384, 3140, 3785, 5647, 67, 43, NA, 59606,  T
50, 86.7, 26333, 42199, 3884, 11743, 2540, 9008, 3443, 2223, 51, 37, NA, 101373,  T
51, 88.7, 8693, 19521, 9228, 5942, 7451, 8908, 3915, 1339, 69, 51, NA, 64997,  T
52, 89.7, 4441, 22825, 19650, 9670, 6209, 6782, 2945, 3167, 70, 57, NA, 75689,  T
53, 91.6, 9268, 4099, 2319, 9176, 5677, 9230, 1490, 1630, 83, 66, NA, 42889,  T
54, 92.7, 179009, 47569, 7330, 7481, 2658, 10166, 1904, 1116, 70, 69, NA, 257233,  T
55, 94.6, 35852, 41251, 1773, 21346, 7564, 7474, 6112, 3727, 69, 61, NA, 125099,  T
56, 97.6, 73504, 92933, 24380, 11711, 12271, 7894, 6368, 2468, 47, 67, NA, 231529,  T
57, 99.6, 44003, 30858, 16193, 3150, 6676, 8439, 3389, 1822, 63, 44, NA, 114530,  T
58, 100.6, 6100, 3187, 3017, 4553, 2039, 5581, 3929, 1372, 81, 61, NA, 29778,  T
59, 102.6, 92216, 39919, 33257, 9287, 13275, 12772, 8299, 2933, 75, 78, NA, 211958,  T
60, 103.6, 5335, 21617, 1199, 438, 10472, 7016, 2072, 2166, 69, 27, NA, 50315,  T
61, 105.6, 57210, 44222, 15648, 5623, 5202, 4889, 4994, 2661, 54, 23, NA, 140449,  T
62, 106.6, 13481, 6256, 5517, 3995, 3097, 5246, 3560, 1411, 75, 40, NA, 42563,  T
63, 108.6, 100708, 176912, 134732, 41166, 23331, 10699, 3970, 2920, 54, 74, NA, 494438,  T
64, 109.6, 21407, 7567, 7024, 2690, 3475, 5929, 2973, 2353, 51, 69, NA, 53418,  T
65, 111.6, 1590, 7459, 6995, 3899, 5022, 5153, 2910, 1571, 50, 69, NA, 34599,  T
66, 112.6, 5848, 14926, 3098, 1106, 2917, 6007, 3813, 3301, 77, 63, NA, 41016,  T
67, 114.6, 23441, 7060, 15262, 3956, 7924, 7402, 3999, 1922, 75, 67, NA, 70966,  T
68, 117.5, 45330, 35910, 6705, 8019, 20256, 6845, 6957, 1868, 74, 44, NA, 131890,  T
69, 119.5, 22569, 4044, 4187, 1486, 12951, 5202, 6656, 3412, 84, 48, NA, 60507,  T
70, 120.5, 4774, 4787, 4650, 2354, 6612, 4461, 4096, 1316, 87, 63, NA, 33050,  T
71, 122.5, 9054, 9447, 2987, 14616, 1223, 7948, 4947, 1680, 88, 75, NA, 51902,  T
72, 123.6, 9191, 5985, 10915, 14635, 6758, 7863, 2494, 3708, 80, 83, NA, 61549,  T
73, 125.5, 20791, 16165, 1642, 9811, 3468, 8419, 2153, 2052, 80, 83, NA, 64501,  T
74, 126.5, 17416, 14025, 5372, 7642, 3179, 20401, 4953, 2470, 93, 67, NA, 75458,  T
75, 128.5, 13773, 4010, 5122, 1649, 4252, 6421, 4243, 2097, 100, 57, NA, 41567,  T
76, 129.5, 139244, 18031, 8311, 2844, 1461, 3379, 986, 663, 80, 56, NA, 174919,  T
77, 129.5, 472525, 170662, 9617, 5380, 14648, 30314, 11225, 5086, 66, 40, NA, 719457,  T
