obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 4.0, 1231980, 194120, 259918, 61609, 56646, 26438, 27534, 35896, NA, NA, NA, 1894141,  A*
2, 6.0, 286693, 133025, 9083, 65562, 30126, 24384, 16463, 3102, NA, NA, NA, 568438,  A*
3, 7.0, 1171703, 122657, 31804, 73455, 16152, 35795, 24662, 4915, 51, 44, NA, 1481143,  A*
4, 9.0, 645101, 67825, 2046, 5734, 10168, 3824, 7863, 2120, 44, 26, NA, 744681,  A*
5, 9.9, 49210, 61377, 11944, 7262, 10206, 29097, 10818, 2714, 91, 24, NA, 182628,  A*
6, 11.9, 121015, 54660, 8783, 17524, 13204, 19900, 15836, 9671, 94, 14, NA, 260593,  A*
7, 12.9, 69455, 127102, 9469, 10238, 16258, 13464, 8923, 4947, 96, 11, NA, 259856,  A*
8, 14.9, 24205, 29057, 21829, 13077, 6115, 7074, 7718, 4215, 77, 34, NA, 113290,  A*
9, 17.9, 669471, 295057, 39404, 22850, 23246, 27559, 12831, 3394, 54, 24, NA, 1093812,  A*
10, 19.9, 81059, 142037, 12434, 10243, 5679, 3268, 2912, 844, 53, 14, NA, 258476,  A*
11, 20.9, 191655, 10342, 3338, 2761, 1556, 1327, 1292, 419, 26, 34, NA, 212690,  A*
12, 22.9, 130537, 10941, 3985, 1367, 1586, 1065, 2241, 1198, 11, 27, NA, 152920,  A*
13, 23.9, 57888, 27773, 2024, 2389, 2106, 2105, 4117, 1361, 61, 30, NA, 99763,  A*
14, 25.9, 1682008, 63409, 50061, 24902, 24519, 10071, 20675, 15204, 57, 40, NA, 1890849,  A*
15, 26.9, 89849, 87860, 24168, 20760, 29156, 14253, 13540, 5909, 53, 27, NA, 285495,  A*
16, 28.9, 400965, 96956, 16792, 4340, 14314, 10934, 4794, 3316, 56, 30, NA, 552411,  A*
17, 29.9, 22498, 16743, 6144, 5629, 2056, 4825, 6565, 2133, 67, 23, NA, 66593,  A*
18, 31.9, 573783, 79947, 6135, 1691, 3189, 5152, 2774, 811, 50, 10, NA, 673482,  A*
19, 32.9, 33043, 40024, 10009, 26106, 33027, 12699, 15030, 2101, 47, 27, NA, 172039,  A*
20, 34.8, 29828, 12416, 14422, 5314, 21833, 9295, 39287, 6008, 53, 26, NA, 138403,  A*
