obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
21, 37.8, 27198, 31704, 7624, 5066, 2990, 5544, 4237, 473, 75, 34, NA, 84836,  A*
22, 39.8, 59097, 37348, 9499, 7061, 9045, 17994, 12580, 6537, 64, 53, NA, 159161,  A*
23, 40.8, 17742, 20866, 12934, 18555, 8824, 9461, 2888, 5555, 84, 38, NA, 96825,  A*
24, 42.8, 17658, 33451, 5916, 4193, 6939, 8651, 6317, 1299, 97, 21, NA, 84424,  A*
25, 43.8, 22256, 20720, 19937, 6290, 15739, 4518, 6512, 5384, 53, 51, NA, 101356,  A*
26, 45.8, 90959, 7259, 1768, 4722, 5431, 3583, 2237, 1148, 54, 40, NA, 117107,  A*
27, 46.8, 223517, 76930, 15387, 38133, 19447, 12123, 13450, 6686, 53, 54, NA, 405673,  A*
28, 48.8, 744544, 35930, 12689, 5959, 5054, 2540, 688, 626, 43, 51, NA, 808030,  A*
29, 49.8, 96846, 54815, 3659, 10047, 3288, 8505, 15865, 3167, 53, 48, NA, 196192,  A*
30, 51.8, 14475, 21315, 3533, 4866, 5271, 11538, 6105, 14314, 69, 38, NA, 81417,  A*
31, 52.8, 108598, 30297, 10211, 5545, 9154, 3587, 2589, 898, 78, 17, NA, 170879,  A*
32, 54.8, 5513, 4503, 1146, 1503, 5308, 4892, 5223, 2220, 93, 17, NA, 30308,  A*
33, 57.8, 22376, 32861, 11303, 5592, 8440, 6845, 5882, 4040, 61, 37, NA, 97339,  A*
34, 59.8, 25698, 9471, 2596, 15385, 33155, 15525, 11320, 5492, 81, 43, NA, 118642,  A*
35, 60.8, 291366, 11776, 10871, 20868, 5670, 13266, 17585, 2291, 83, 54, NA, 373693,  A
36, 62.8, 274048, 16586, 4118, 4239, 5605, 5411, 4063, 1109, 69, 51, NA, 315179,  A
37, 63.7, 477194, 66454, 8841, 3406, 4484, 13253, 20176, 11066, 78, 23, NA, 604874,  A
38, 65.7, 31758, 14828, 8023, 18711, 7680, 10904, 8685, 6236, 77, 17, NA, 106825,  A
39, 66.7, 1015360, 96423, 33129, 6540, 30665, 8964, 11176, 10741, 47, 38, NA, 1212998,  A
40, 68.7, 51258, 11556, 2228, 4231, 1369, 3285, 2835, 400, 48, 51, NA, 77162,  A
41, 69.7, 103219, 30248, 18595, 6796, 6071, 12069, 28496, 7708, 35, 37, NA, 213202,  A
42, 71.7, 5889, 31917, 4329, 5617, 4710, 11796, 10278, 5984, 50, 30, NA, 80520,  A
43, 72.7, 133933, 10864, 3914, 5912, 1904, 2734, 1777, 638, 54, 41, NA, 161676,  A
44, 74.7, 724405, 150866, 31299, 26170, 74435, 12063, 17422, 8506, 41, 30, NA, 1045166,  A
45, 77.7, 134084, 15275, 5896, 339, 5563, 2260, 3906, 1712, 29, 20, NA, 169035,  A
46, 79.7, 132574, 35302, 55111, 17290, 24531, 13357, 8528, 3665, 27, 50, NA, 290358,  A
47, 80.7, 24912, 12339, 6042, 4911, 5510, 12983, 8821, 2974, 60, 48, NA, 78492,  A
48, 82.7, 247965, 157648, 17414, 16379, 34113, 13800, 4938, 6598, 61, 38, NA, 498855,  A
49, 83.7, 102017, 14037, 18359, 3659, 4743, 6500, 4715, 4289, 63, 48, NA, 158319,  A
50, 85.7, 99655, 48964, 18871, 16371, 20639, 21524, 10278, 8873, 54, 50, NA, 245175,  A
51, 86.7, 260955, 52636, 9798, 7297, 1511, 1947, 4657, 822, 27, 37, NA, 339623,  A
52, 86.7, 687970, 115106, 55591, 8854, 12767, 7007, 8029, 2602, 13, 27, NA, 897926,  A
