obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 6.0, 727756, 166321, 73869, 22565, 45355, 21582, 32008, 4819, NA, NA, NA, 1094275,  N*
2, 7.0, 42904, 19322, 18177, 10928, 5175, 16259, 23277, 5567, NA, NA, NA, 141609,  N*
3, 8.9, 726894, 40605, 10546, 34390, 11477, 14967, 19302, 12154, 44, 44, NA, 870335,  N*
4, 10.0, 1014775, 50094, 29071, 3943, 6058, 18023, 30457, 36331, 51, 47, NA, 1188752,  N*
5, 11.9, 19185, 39301, 9150, 7721, 8290, 11397, 16060, 26683, 57, 29, NA, 137787,  N*
6, 13.0, 93526, 14962, 4128, 10574, 2883, 2406, 4352, 3507, 67, 14, NA, 136338,  N*
7, 14.9, 187113, 30264, 1654, 6963, 1831, 3970, 9058, 1740, 60, 1, NA, 242593,  N*
8, 17.9, 62391, 22500, 1578, 982, 3064, 5790, 16282, 3146, 47, 13, NA, 115733,  N*
9, 19.9, 186767, 55363, 12524, 9850, 3205, 8698, 7871, 1622, 63, 23, NA, 285900,  N*
10, 20.9, 182619, 63439, 8348, 7870, 2582, 4232, 4255, 2308, 14, 34, NA, 275653,  N*
11, 22.9, 135723, 32942, 9257, 1917, 5428, 4708, 3290, 1670, 20, 34, NA, 194935,  N*
12, 23.9, 42796, 7887, 12106, 8750, 10958, 35140, 11427, 24409, 57, 34, NA, 153473,  N*
13, 25.9, 40455, 22518, 22726, 30712, 7029, 16927, 8300, 9325, 70, 57, NA, 157992,  N*
14, 26.9, 60913, 9730, 3998, 1887, 1788, 3443, 4336, 5967, 83, 94, NA, 92062,  N*
15, 28.9, 2095119, 155178, 22575, 7937, 9811, 27361, 61218, 9269, 63, 81, NA, 2388468,  N*
16, 29.9, 184235, 35359, 21313, 15735, 9399, 10450, 25023, 6476, 57, 77, NA, 307990,  N*
17, 31.9, 136183, 16252, 3493, 2204, 1685, 1066, 3114, 285, 43, 70, NA, 164282,  N*
18, 32.9, 59969, 20069, 32817, 1234, 8143, 10259, 13745, 10895, 57, 84, NA, 157131,  N*
19, 34.9, 14269, 2410, 4933, 3305, 6742, 6546, 19802, 11424, 70, 81, NA, 69431,  N*
20, 37.9, 500528, 131593, 48270, 36778, 13675, 13112, 14900, 5487, 63, 93, NA, 764343,  N*
21, 39.8, 29134, 37989, 4057, 2919, 1924, 7390, 7417, 1531, 54, 35, NA, 92361,  N*
22, 40.9, 49992, 222684, 43572, 16711, 11643, 18831, 14303, 3755, 44, 37, NA, 381491,  N*
23, 42.8, 614015, 145434, 38221, 20198, 12609, 27032, 32873, 4384, 50, 44, NA, 894766,  N*
24, 43.8, 12995, 86002, 1762, 11204, 2159, 18811, 14041, 4250, 30, 41, NA, 151224,  N*
25, 45.8, 345403, 49637, 10416, 8834, 3513, 2961, 2768, 925, 24, 48, NA, 424457,  N*
26, 46.8, 12896, 23436, 9715, 12638, 5063, 5947, 11217, 4633, 41, 53, NA, 85545,  N*
27, 48.8, 287269, 20646, 11356, 4387, 3129, 1791, 3610, 3427, 27, 80, NA, 335615,  N*
28, 49.8, 976104, 598756, 40903, 12035, 9747, 26855, 9797, 6660, 24, 64, NA, 1680857,  N*
29, 51.8, 299927, 109794, 10878, 6926, 2580, 9599, 4993, 2794, 20, 43, NA, 447491,  N*
30, 52.8, 23118, 13850, 2825, 1839, 2160, 6708, 3742, 3009, 40, 13, NA, 57251,  N*
31, 54.8, 204645, 90977, 6280, 3414, 7465, 5080, 2925, 1670, 41, 16, NA, 322456,  N*
32, 57.8, 93404, 23896, 30201, 3620, 10067, 16562, 29424, 11045, 53, 54, NA, 218219,  N*
33, 59.8, 219099, 9036, 7499, 1238, 1964, 4257, 2949, 1287, 78, 78, NA, 247329,  N*
34, 60.8, 45094, 7647, 7253, 21120, 8289, 6421, 8491, 5409, 63, 63, NA, 109724,  N
35, 62.8, 56844, 14425, 28508, 15931, 42006, 16520, 17320, 2678, 53, 66, NA, 194232,  N
36, 63.8, 76886, 10621, 2817, 1993, 5590, 1749, 1008, 1032, 40, 66, NA, 101696,  N
37, 65.7, 79530, 8778, 18748, 6073, 6615, 3434, 19039, 3363, 35, 66, NA, 145580,  N
38, 66.7, 91424, 12363, 5000, 7051, 5261, 6542, 2441, 1463, 51, 66, NA, 131545,  N
39, 68.7, 53211, 14836, 12649, 19975, 7767, 13036, 15065, 6141, 61, 83, NA, 142680,  N
40, 69.7, 14609, 6806, 13644, 8764, 12594, 14856, 7464, 1737, 67, 80, NA, 80474,  N
41, 71.7, 70616, 29316, 7531, 3007, 9236, 10912, 5438, 6006, 67, 67, NA, 142062,  N
42, 72.7, 49763, 3165, 7618, 5420, 7358, 6125, 8810, 2658, 63, 53, NA, 90917,  N
43, 74.7, 272720, 163670, 26946, 11724, 10841, 4921, 1794, 1464, 30, 40, NA, 494080,  N
44, 77.7, 61267, 46075, 11571, 7686, 6360, 9226, 5729, 3688, 27, 38, NA, 151602,  N
45, 79.7, 27315, 29559, 1620, 8629, 6628, 6821, 10023, 1506, 41, 13, NA, 92101,  N
46, 80.7, 1018150, 197381, 14235, 20034, 32114, 19186, 9288, 5515, 41, 14, NA, 1315903,  N
47, 82.7, 312920, 68310, 10433, 5871, 1815, 3319, 1112, 480, 23, 20, NA, 404260,  N
48, 83.7, 30958, 18302, 1892, 5643, 3850, 11179, 10963, 1749, 44, 30, NA, 84536,  N
49, 85.7, 36038, 5695, 4084, 1553, 1499, 854, 684, 360, 44, 54, NA, 50767,  N
50, 86.7, 236142, 63798, 19863, 36118, 9909, 29948, 5035, 3473, 57, 67, NA, 404286,  N
51, 88.7, 571877, 515362, 107561, 24794, 6309, 5849, 11195, 4279, 26, 69, NA, 1247226,  N
52, 89.7, 101758, 35967, 6001, 3632, 3481, 3432, 1126, 951, 20, 23, NA, 156348,  N
53, 91.6, 67637, 41077, 12364, 11591, 2638, 20067, 5200, 3373, 23, 16, NA, 163947,  N
54, 92.6, 197552, 22100, 16050, 5972, 1705, 19450, 14581, 3129, 60, 63, NA, 280539,  N
55, 94.7, 14627, 18406, 3011, 12148, 9852, 4438, 7428, 3006, 64, 74, NA, 72916,  N
56, 97.6, 111340, 19506, 13581, 1410, 2308, 7223, 1212, 396, 80, 70, NA, 156976,  N
57, 99.6, 30408, 17690, 4964, 9740, 5861, 4706, 2973, 4259, 54, 56, NA, 80601,  N
58, 100.6, 89767, 15194, 5143, 7288, 15662, 5980, 6774, 4273, 34, 48, NA, 150081,  N
59, 102.6, 261037, 45491, 19055, 2342, 4560, 5303, 883, 1116, 47, 50, NA, 339787,  N
60, 103.6, 182304, 33965, 8342, 8190, 8301, 2296, 1377, 605, 51, 47, NA, 245380,  N
61, 105.6, 20619, 43060, 12476, 12521, 4943, 6165, 2295, 1221, 43, 50, NA, 103300,  N
62, 106.6, 99090, 114518, 39701, 5103, 23133, 13045, 8232, 9576, 30, 43, NA, 312398,  N
63, 106.6, 1256256, 959222, 116801, 76416, 122828, 74975, 56713, 19238, 37, 29, NA, 2682449,  N
