obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
46, 80.7, 42875, 13257, 2118, 4157, 26791, 16184, 19699, 4828, 84, 37, NA, 129909,  M
47, 82.7, 8457, 23345, 11186, 13358, 11631, 9270, 15692, 4944, 70, 38, NA, 97883,  M
48, 83.7, 31653, 43525, 2376, 9008, 7456, 14731, 3202, 5942, 100, 35, NA, 117893,  M
49, 85.7, 15324, 24316, 10049, 17940, 14565, 12892, 14462, 2076, 91, 51, NA, 111624,  M
50, 86.7, 4802, 16996, 11028, 9134, 8751, 17851, 27210, 5271, 84, 57, NA, 101043,  M
51, 88.6, 8054, 9904, 13034, 7694, 8347, 16093, 9352, 6260, 93, 74, NA, 78738,  M
52, 89.6, 55243, 42049, 9585, 28006, 15209, 20766, 6634, 3487, 100, 61, NA, 180979,  M
53, 91.6, 10977, 5416, 1150, 6174, 8739, 14243, 15037, 9548, 100, 54, NA, 71284,  M
54, 92.6, 887207, 11701, 19118, 15169, 19729, 16132, 16517, 6901, 77, 43, NA, 992474,  M
55, 94.6, 133911, 10989, 925, 3059, 1657, 2075, 1457, 1008, 70, 37, NA, 155081,  M
56, 97.6, 200027, 41620, 2786, 12820, 9326, 21551, 4766, 3069, 70, 64, NA, 295965,  M
57, 99.6, 102577, 8697, 6485, 1692, 2928, 3419, 4196, 2986, 61, 78, NA, 132980,  M
58, 100.6, 1591276, 115553, 26648, 20914, 12914, 12360, 7222, 2418, 47, 87, NA, 1789305,  M
59, 102.6, 287052, 14426, 7276, 3177, 2334, 1172, 1374, 258, 35, 74, NA, 317069,  M
60, 103.6, 451936, 38967, 7703, 23548, 20750, 14145, 7135, 2401, 50, 64, NA, 566585,  M
61, 105.6, 14759, 13844, 20507, 11552, 5588, 13301, 11280, 3168, 63, 77, NA, 93999,  M
62, 106.6, 22435, 13092, 16644, 3864, 13506, 10623, 7587, 2430, 78, 80, NA, 90181,  M
63, 108.6, 102435, 44030, 5833, 7202, 6967, 13957, 12024, 7300, 81, 70, NA, 199748,  M
64, 109.6, 401797, 119601, 114475, 14071, 19303, 16445, 5119, 4173, 61, 67, NA, 694984,  M
65, 111.6, 74078, 69524, 2965, 6728, 12189, 10744, 6941, 2071, 54, 50, NA, 185240,  M
66, 112.6, 1496534, 42737, 21248, 20235, 12320, 17845, 9510, 1480, 60, 64, NA, 1621909,  M
67, 114.5, 38504, 51642, 74516, 13125, 16496, 10404, 11384, 3779, 60, 66, NA, 219850,  M
68, 117.5, 102639, 20763, 11405, 20632, 11567, 11594, 9125, 9653, 57, 75, NA, 197378,  M
69, 119.5, 763560, 90134, 18625, 26395, 10264, 13554, 16178, 25904, 51, 66, NA, 964614,  M
70, 120.5, 73509, 158482, 7427, 2348, 8441, 4005, 4351, 3380, 23, 30, NA, 261943,  M
71, 122.5, 165402, 102127, 10728, 5883, 1707, 5307, 3697, 5442, 10, 14, NA, 300293,  M
72, 123.5, 595115, 160970, 65156, 12808, 14208, 19922, 29538, 7982, 16, 24, NA, 905699,  M
73, 125.5, 163566, 84992, 18257, 26379, 17660, 17356, 26813, 15073, 34, 44, NA, 370096,  M
74, 126.5, 160740, 20031, 3083, 2021, 1855, 8186, 5267, 1459, 53, 51, NA, 202642,  M
75, 128.5, 34302, 9319, 10743, 3696, 16877, 19416, 13592, 3689, 77, 48, NA, 111634,  M
76, 129.5, 63605, 9326, 4419, 5943, 4467, 5024, 7778, 1583, 91, 54, NA, 102145,  M
77, 131.5, 895117, 90059, 12748, 26510, 8805, 12818, 13142, 18065, 80, 63, NA, 1077264,  M
78, 132.5, 15401, 8445, 13467, 11332, 7842, 18593, 11022, 4872, 74, 75, NA, 90974,  M
79, 134.5, 119078, 156653, 9489, 10395, 7194, 7246, 3400, 2255, 56, 57, NA, 315710,  M
80, 137.5, 23685, 27591, 25679, 5878, 7632, 34203, 13124, 9079, 67, 43, NA, 146871,  M
81, 139.5, 769182, 220949, 18989, 45986, 29847, 38652, 31179, 13283, 66, 44, NA, 1168067,  M
82, 140.4, 57263, 56721, 45607, 13144, 8444, 8926, 17255, 10574, 47, 63, NA, 217934,  M
83, 142.5, 14427, 35062, 29047, 1828, 3966, 12410, 14489, 7479, 53, 69, NA, 118708,  M
84, 143.5, 18721, 6814, 7365, 9985, 9219, 7982, 12877, 13368, 50, 87, NA, 86331,  M
85, 145.4, 1745299, 264253, 46565, 54210, 12237, 22096, 5798, 4874, 48, 77, NA, 2155332,  M
86, 146.5, 652517, 28710, 3003, 10390, 9602, 6493, 16221, 13000, 60, 63, NA, 739936,  M
87, 148.4, 36937, 26248, 25509, 5892, 8124, 7751, 6956, 4860, 50, 63, NA, 122277,  M
88, 149.4, 57521, 32318, 36930, 17563, 4718, 10633, 5767, 10875, 43, 74, NA, 176325,  M
89, 151.4, 864416, 69939, 26304, 15663, 22248, 10628, 6391, 8827, 38, 75, NA, 1024416,  M
90, 152.4, 86986, 42565, 11266, 8601, 6309, 8201, 3885, 2248, 35, 51, NA, 170061,  M
91, 154.4, 458030, 42672, 33652, 8497, 9170, 11263, 8312, 3016, 35, 44, NA, 574612,  M
92, 157.4, 344725, 27158, 7915, 14435, 27602, 8688, 17469, 7930, 54, 61, NA, 455922,  M
93, 159.4, 393285, 34529, 12321, 10048, 11143, 4690, 3607, 2728, 34, 70, NA, 472351,  M
94, 160.4, 13557, 37751, 2792, 6863, 5257, 10977, 11514, 5033, 61, 67, NA, 93744,  M
95, 162.4, 7222, 5528, 19575, 9999, 8048, 13023, 6398, 6404, 74, 69, NA, 76197,  M
96, 163.4, 46717, 57921, 5670, 27446, 5526, 5892, 9669, 10304, 40, 61, NA, 169145,  M
97, 165.4, 68009, 11561, 2241, 1865, 2688, 3364, 2808, 3600, 40, 66, NA, 96136,  M
98, 166.4, 1993768, 440185, 379865, 73952, 29418, 87868, 147165, 59352, 47, 50, NA, 3211573,  M
99, 166.4, 3083548, 110118, 79192, 7931, 20649, 22511, 25007, 11387, 51, 50, NA, 3360343,  M
