obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
32, 57.7, 8254, 14047, 1001, 17285, 4242, 4562, 1559, 924, 84, 30, NA, 51874,  T*
33, 59.7, 30238, 18848, 2111, 12484, 5676, 4729, 6130, 1156, 67, 57, NA, 81372,  T*
34, 60.8, 18116, 19536, 5077, 2899, 4604, 6405, 1911, 1206, 70, 34, NA, 59754,  T
35, 62.7, 6563, 11101, 3440, 5024, 8426, 3553, 3656, 1771, 66, 21, NA, 43534,  T
36, 63.7, 25073, 12989, 2404, 13527, 9600, 10449, 3349, 2422, 91, 34, NA, 79813,  T
37, 65.7, 8430, 6689, 5632, 7411, 10867, 5522, 2310, 910, 93, 43, NA, 47771,  T
38, 66.7, 16090, 4560, 4394, 17487, 5608, 3223, 4734, 1527, 83, 80, NA, 57623,  T
39, 68.7, 28729, 16468, 18067, 24105, 3346, 3692, 2401, 4672, 66, 100, NA, 101480,  T
40, 69.7, 21694, 8935, 8679, 11136, 9262, 6756, 3366, 1113, 67, 100, NA, 70941,  T
41, 71.7, 22122, 9630, 16192, 12843, 7428, 2996, 6203, 3901, 61, 100, NA, 81315,  T
42, 72.7, 6711, 20750, 3093, 5694, 12114, 5911, 3459, 1927, 75, 63, NA, 59659,  T
43, 74.7, 113391, 22140, 5619, 3239, 3137, 2171, 975, 565, 61, 50, NA, 151237,  T
44, 77.7, 27023, 32863, 7615, 23281, 9505, 8272, 2439, 1779, 74, 38, NA, 112777,  T
45, 79.7, 89662, 32157, 12220, 20628, 7756, 5507, 3804, 3989, 63, 48, NA, 175723,  T
46, 80.7, 87125, 23117, 6904, 1413, 2289, 1593, 699, 737, 43, 35, NA, 123877,  T
47, 82.7, 99990, 17878, 2071, 3545, 1972, 1180, 1445, 704, 37, 34, NA, 128785,  T
48, 83.7, 17627, 69369, 16726, 5914, 20570, 5490, 4299, 4426, 30, 13, NA, 144421,  T
49, 85.6, 3969, 5725, 1259, 4834, 5100, 7543, 2588, 2230, 56, 13, NA, 33248,  T
50, 86.7, 20558, 23817, 3919, 12098, 10503, 4546, 2486, 3882, 80, 27, NA, 81809,  T
51, 88.6, 33861, 17388, 27071, 14631, 8474, 9631, 4506, 2052, 90, 51, NA, 117614,  T
52, 89.6, 506454, 43815, 11570, 3561, 15974, 13904, 6871, 1427, 69, 29, NA, 603576,  T
53, 91.6, 76144, 40270, 9989, 13272, 1621, 4922, 2095, 3654, 64, 34, NA, 151967,  T
54, 92.6, 571941, 94271, 3175, 15369, 17998, 4867, 1320, 2644, 41, 1, NA, 711585,  T
55, 94.6, 1515591, 135202, 44582, 6506, 8074, 6353, 6570, 1708, 23, 8, NA, 1724586,  T
56, 97.6, 6308, 14317, 17439, 4467, 5663, 7782, 2983, 2934, 38, 51, NA, 61893,  T
57, 99.6, 21082, 14603, 17850, 12679, 10000, 9665, 3685, 2836, 74, 54, NA, 92400,  T
58, 100.6, 145725, 56555, 15638, 14127, 46982, 5891, 12357, 6983, 61, 51, NA, 304258,  T
59, 102.6, 242024, 241529, 32154, 8295, 26095, 16003, 5171, 1909, 53, 40, NA, 573180,  T
60, 103.6, 61413, 10906, 27585, 12240, 8121, 7937, 3751, 1557, 47, 47, NA, 133510,  T
61, 105.6, 26795, 41309, 15250, 12969, 4785, 7929, 3468, 1115, 51, 54, NA, 113620,  T
62, 106.6, 88273, 25870, 13335, 15268, 2972, 5873, 2860, 1900, 63, 63, NA, 156351,  T
63, 108.6, 104581, 14977, 2050, 3548, 7282, 9213, 2124, 4708, 74, 29, NA, 148483,  T
64, 109.6, 2913, 11372, 6138, 8474, 7888, 7246, 8691, 4111, 88, 37, NA, 56833,  T
65, 111.6, 18847, 18857, 7009, 9543, 9626, 4501, 4785, 2499, 90, 29, NA, 75667,  T
66, 112.6, 5258, 22011, 2721, 8512, 2921, 12485, 2399, 1731, 91, 53, NA, 58038,  T
67, 114.5, 8453, 14810, 7652, 6302, 8694, 5351, 4201, 986, 87, 50, NA, 56449,  T
68, 117.5, 56616, 38661, 20349, 15358, 4767, 6195, 7216, 4595, 60, 48, NA, 153757,  T
69, 119.5, 84117, 37234, 4967, 20129, 11618, 9044, 7838, 5195, 51, 44, NA, 180142,  T
70, 120.5, 134493, 105566, 12619, 27402, 20097, 5662, 10388, 1974, 53, 11, NA, 318201,  T
71, 122.5, 71789, 35393, 23694, 16906, 30776, 9231, 8485, 4839, 60, 34, NA, 201113,  T
72, 123.5, 57025, 44086, 7374, 24973, 10352, 20454, 3548, 3950, 64, 27, NA, 171762,  T
73, 125.5, 30676, 21890, 4456, 6542, 4873, 14045, 8598, 1998, 88, 27, NA, 93078,  T
74, 126.5, 1127682, 168619, 6067, 49839, 3673, 11321, 2363, 2287, 61, 35, NA, 1371851,  T
75, 128.5, 110395, 20462, 20580, 6793, 9784, 6149, 3388, 6852, 54, 44, NA, 184403,  T
76, 129.5, 5020, 17740, 9397, 15801, 17171, 10514, 1850, 1417, 67, 57, NA, 78910,  T
77, 131.5, 4367, 17525, 10862, 3297, 4796, 3084, 3138, 1737, 74, 66, NA, 48806,  T
78, 132.5, 1442970, 167427, 14439, 8049, 9467, 6693, 2917, 1631, 44, 14, NA, 1653593,  T
79, 132.5, 48855, 29045, 4698, 20397, 9622, 6161, 9389, 11873, 38, 16, NA, 140040,  T
