obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 6.0, 93475, 9355, 3264, 4643, 3957, 2252, 8851, 842, NA, NA, NA, 126639,  T*
2, 7.0, 28837, 29779, 16789, 9891, 17102, 19769, 8937, 11001, NA, NA, NA, 142105,  T*
3, 9.0, 83543, 35254, 12273, 7581, 10772, 11969, 15913, 2710, 41, 30, NA, 180015,  T*
4, 10.0, 1076671, 458579, 39546, 46752, 59731, 31709, 13009, 12946, 14, 20, NA, 1738943,  T*
5, 12.0, 1025533, 85335, 61490, 11879, 18604, 8277, 28519, 15089, 1, 43, NA, 1254726,  T*
6, 12.9, 60046, 20771, 13884, 10238, 7845, 11994, 4564, 1650, 11, 69, NA, 130992,  2*
7, 14.9, 42181, 45024, 10310, 7014, 9774, 10054, 3760, 3065, 29, 88, NA, 131182,  2*
8, 17.9, 1171771, 116254, 68400, 34392, 39989, 42597, 37955, 26192, 47, 69, NA, 1537550,  2*
9, 19.9, 588097, 41318, 26920, 12237, 6621, 5676, 6031, 1588, 21, 83, NA, 688488,  2*
10, 20.9, 134337, 24465, 3342, 6787, 4333, 2462, 1199, 1275, 1, 47, NA, 178200,  2*
11, 22.9, 2145631, 137306, 55872, 17598, 6961, 19965, 11323, 8386, 17, 80, NA, 2403042,  2*
12, 23.9, 282554, 79446, 13550, 3549, 4374, 6261, 4665, 862, 44, 83, NA, 395261,  2*
13, 25.9, 115162, 23360, 4029, 1781, 4168, 2590, 2748, 663, 48, 77, NA, 154501,  2*
14, 26.9, 51351, 65612, 14713, 36121, 18650, 24051, 16161, 5215, 54, 78, NA, 231874,  2*
15, 28.9, 128316, 44106, 11117, 4118, 5487, 2626, 1669, 2743, 50, 83, NA, 200182,  2*
16, 29.9, 239543, 29173, 4302, 2874, 2129, 1227, 1556, 627, 11, 81, NA, 281431,  2*
17, 31.9, 281869, 221572, 41107, 49225, 9045, 29876, 17028, 6323, 7, 77, NA, 656045,  2*
18, 32.9, 100414, 39170, 8771, 3098, 1273, 4443, 2906, 1874, 57, 74, NA, 161949,  2*
19, 34.9, 139874, 23248, 4080, 918, 2661, 1164, 1622, 230, 60, 67, NA, 173797,  2*
20, 37.9, 106556, 84811, 3022, 8077, 3512, 5168, 2056, 1623, 30, 47, NA, 214825,  2*
21, 39.8, 237121, 38228, 6267, 11180, 6849, 11280, 28851, 5972, 20, 74, NA, 345748,  2*
22, 40.9, 132200, 152211, 29298, 5391, 4579, 3932, 1800, 1328, 16, 77, NA, 330739,  2*
23, 42.8, 592358, 363957, 4581, 13392, 26293, 14802, 12252, 6189, 24, 35, NA, 1033824,  2*
24, 43.8, 531770, 27404, 6345, 3048, 2034, 6030, 3469, 2820, 20, 29, NA, 582920,  2*
25, 45.8, 43787, 27064, 25094, 4341, 7812, 4122, 2473, 2473, 30, 50, NA, 117166,  2*
26, 46.8, 106470, 45946, 26610, 1638, 7216, 17064, 6161, 2860, 40, 97, NA, 213965,  2*
27, 48.8, 108494, 115361, 16515, 32198, 26562, 25068, 18245, 5217, 40, 97, NA, 347660,  2*
28, 49.8, 657456, 89543, 1267, 6807, 4049, 2851, 3572, 1112, 35, 61, NA, 766657,  2*
29, 51.8, 936281, 131419, 18502, 8204, 10035, 7516, 3588, 1610, 17, 50, NA, 1117155,  2*
30, 52.8, 993547, 540928, 43832, 51255, 23882, 21905, 16279, 7947, 24, 43, NA, 1699575,  2*
31, 54.8, 2179417, 24949, 8515, 46598, 31058, 35149, 11090, 9776, 53, 70, NA, 2346552,  2*
32, 57.8, 82679, 57589, 8843, 2805, 2071, 4483, 5705, 371, 54, 69, NA, 164546,  2*
33, 59.8, 1874411, 518297, 40938, 67197, 20569, 34490, 24564, 12993, 51, 63, NA, 2593459,  2*
34, 60.8, 61729, 109063, 23596, 1293, 12206, 12803, 11791, 4584, 30, 44, NA, 237065,  2
35, 62.8, 41237, 26176, 6227, 21661, 16548, 16835, 3683, 5809, 50, 61, NA, 138176,  2
36, 63.8, 227208, 130572, 19761, 3555, 2785, 5010, 1687, 586, 37, 64, NA, 391164,  2
37, 65.7, 44225, 15761, 12089, 4861, 2890, 11599, 8521, 4269, 50, 83, NA, 104215,  2
38, 66.7, 110050, 9301, 6108, 1638, 1332, 893, 352, 164, 27, 100, NA, 129838,  2
39, 68.7, 416802, 124452, 6535, 7677, 3054, 6697, 2179, 444, 34, 93, NA, 567840,  2
40, 69.8, 36856, 13657, 2609, 6017, 1228, 1305, 1041, 545, 26, 96, NA, 63258,  2
41, 71.7, 311086, 53363, 5386, 4642, 4985, 2047, 913, 1132, 21, 75, NA, 383554,  2
42, 72.7, 499366, 105343, 8511, 3210, 2946, 4825, 1209, 1000, 34, 64, NA, 626410,  2
43, 74.7, 1124009, 296212, 68103, 23815, 20457, 16472, 3773, 5098, 30, 54, NA, 1557939,  2
44, 77.7, 200142, 48228, 17832, 5435, 8107, 2746, 1926, 1364, 8, 75, NA, 285780,  2
45, 79.7, 19858, 11615, 7500, 5468, 4082, 18506, 7016, 3611, 35, 87, NA, 77656,  2
46, 80.7, 946193, 128203, 23383, 5828, 13762, 4741, 2675, 1836, 40, 78, NA, 1126621,  2
47, 82.7, 104726, 73208, 2480, 6675, 7747, 3899, 6269, 3946, 48, 64, NA, 208950,  2
48, 83.7, 387581, 44568, 20100, 3056, 14227, 10737, 16274, 8544, 37, 47, NA, 505087,  2
49, 85.7, 29382, 14270, 5914, 974, 2607, 9376, 8230, 4059, 64, 50, NA, 74812,  2
50, 86.7, 51023, 10426, 2840, 3322, 2260, 2116, 1964, 864, 75, 84, NA, 74815,  2
51, 88.7, 228128, 72165, 9939, 1940, 5366, 2706, 1147, 1466, 57, 74, NA, 322857,  2
52, 89.7, 71929, 19820, 9643, 4187, 11065, 5547, 8003, 3538, 53, 77, NA, 133732,  2
53, 91.7, 221700, 34579, 601, 883, 2473, 986, 558, 448, 38, 41, NA, 262228,  2
54, 92.6, 117104, 24936, 10911, 5926, 10863, 2175, 998, 1464, 26, 74, NA, 174377,  2
55, 94.6, 50838, 42574, 27997, 18003, 2214, 5487, 3686, 924, 16, 83, NA, 151723,  2
56, 97.6, 294783, 35370, 1789, 3034, 1294, 769, 439, 338, 26, 96, NA, 337816,  2
57, 99.6, 129371, 43562, 12769, 13511, 6074, 9203, 4340, 6715, 8, 40, NA, 225545,  2
58, 100.6, 193413, 37151, 11677, 5542, 2093, 1955, 1567, 509, 34, 74, NA, 253907,  2
59, 102.6, 839518, 104666, 44749, 25569, 7874, 9729, 12888, 1483, 40, 88, NA, 1046476,  2
60, 103.6, 30885, 8810, 7597, 8239, 11343, 8024, 3619, 2094, 53, 81, NA, 80611,  2
61, 105.6, 587362, 8265, 7479, 2818, 2514, 1076, 1227, 463, 56, 90, NA, 611204,  2
62, 106.6, 403662, 82558, 11226, 8308, 5170, 4333, 2672, 789, 44, 67, NA, 518718,  2
63, 108.6, 8974, 17566, 9270, 4376, 8066, 14085, 6672, 4186, 48, 63, NA, 73195,  2
64, 109.6, 585441, 182865, 9637, 26640, 7649, 38947, 8645, 5427, 56, 44, NA, 865251,  2
65, 111.6, 49041, 24464, 10615, 19163, 9822, 9054, 5464, 4347, 69, 57, NA, 131970,  2
66, 112.6, 18758, 13953, 8211, 7458, 4135, 9403, 6764, 1658, 61, 63, NA, 70340,  2
67, 114.6, 14602, 5792, 5014, 3681, 7509, 8078, 3280, 2129, 74, 74, NA, 50085,  2
