obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 6.0, 1062802, 237990, 61256, 30556, 24275, 20603, 9194, 22579, NA, NA, NA, 1469255,  M*
2, 7.0, 1232064, 290965, 24809, 27361, 45884, 48106, 25046, 17402, NA, NA, NA, 1711637,  M*
3, 9.0, 1062514, 171376, 82427, 42212, 29593, 48466, 45982, 6448, 51, 53, NA, 1489018,  M*
4, 10.0, 67623, 52814, 25715, 24254, 25914, 15158, 17995, 9152, 70, 69, NA, 238625,  M*
5, 11.9, 122152, 12196, 880, 1837, 2933, 3366, 3541, 1269, 90, 61, NA, 148174,  M*
6, 12.9, 897940, 93072, 6066, 15942, 4307, 7857, 11786, 3756, 88, 30, NA, 1040726,  M*
7, 14.9, 1311940, 169402, 81942, 24705, 40974, 15453, 12129, 6335, 77, 29, NA, 1662880,  M*
8, 17.9, 88544, 56042, 7759, 5160, 3702, 5693, 2887, 1567, 53, 56, NA, 171354,  M*
9, 19.9, 49885, 83985, 8474, 10208, 5660, 5649, 1620, 1039, 74, 24, NA, 166520,  M*
10, 20.9, 1955496, 1435016, 124290, 57543, 77965, 81027, 35545, 18911, 60, 10, NA, 3785793,  M*
11, 22.9, 1471108, 86852, 37843, 81666, 212491, 39405, 24712, 13594, 63, 17, NA, 1967671,  M*
12, 23.9, 1520661, 68556, 24819, 1844, 32440, 8842, 17708, 1809, 77, 60, NA, 1676679,  M*
13, 25.9, 263653, 97731, 1008, 6236, 3914, 5963, 7719, 2758, 78, 53, NA, 388982,  M*
14, 26.9, 820127, 44822, 5045, 9452, 3240, 6686, 8926, 1835, 78, 29, NA, 900133,  M*
15, 28.9, 1344192, 166945, 8165, 23945, 38592, 16679, 33535, 8496, 77, 23, NA, 1640549,  M*
16, 29.9, 343061, 35770, 1401, 4924, 3268, 3476, 6719, 2766, 74, 34, NA, 401385,  M*
17, 31.9, 957980, 21724, 12579, 9780, 5814, 9894, 3905, 2939, 80, 44, NA, 1024615,  M*
18, 32.9, 417813, 309801, 111960, 161660, 124373, 85209, 38619, 29653, 87, 78, NA, 1279088,  M*
19, 34.9, 157845, 19377, 14443, 10481, 2984, 7704, 4843, 2445, 94, 100, NA, 220122,  M*
20, 37.9, 109296, 13157, 204, 1077, 1666, 4067, 5802, 862, 100, 70, NA, 136131,  M*
21, 39.9, 96407, 110260, 38795, 13221, 12276, 7058, 4774, 3455, 96, 48, NA, 286246,  M*
22, 40.9, 1726929, 102936, 33462, 16979, 24088, 18280, 36274, 28720, 78, 80, NA, 1987668,  M*
23, 42.8, 82187, 40514, 17578, 22145, 11818, 15900, 7513, 5345, 75, 70, NA, 203000,  M*
24, 43.8, 1061939, 116120, 72682, 59559, 85928, 32289, 39013, 12638, 84, 90, NA, 1480168,  M*
25, 45.8, 2099730, 285984, 257497, 23598, 45552, 27414, 22332, 8844, 75, 100, NA, 2770951,  M*
26, 46.8, 100249, 29823, 30288, 28545, 13566, 16060, 10774, 5373, 70, 100, NA, 234678,  M*
27, 48.8, 1156473, 44641, 33488, 15956, 62511, 9517, 14591, 5945, 69, 100, NA, 1343122,  M*
28, 49.8, 25515, 14790, 5252, 19043, 23294, 15264, 14040, 9663, 100, 93, NA, 126861,  M*
29, 51.8, 382669, 32850, 8969, 6059, 5652, 5463, 8930, 3557, 94, 78, NA, 454149,  M*
30, 52.8, 129463, 22449, 6944, 5183, 9556, 7205, 3826, 413, 87, 81, NA, 185039,  M*
31, 54.8, 148121, 137826, 37483, 47106, 10255, 12047, 10502, 14067, 66, 87, NA, 417407,  M*
32, 57.8, 2374412, 172625, 61149, 17898, 22701, 15894, 12224, 10610, 74, 80, NA, 2687513,  M*
33, 59.8, 460340, 197568, 21624, 35619, 11411, 10279, 11856, 1635, 81, 56, NA, 750332,  M*
34, 60.8, 783721, 30721, 13966, 14846, 15159, 23562, 17411, 11471, 69, 56, NA, 910857,  M
35, 62.8, 38932, 38694, 6137, 3788, 12065, 27970, 14123, 15184, 61, 41, NA, 156893,  M
