obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
38, 68.7, 708984, 218729, 132116, 6633, 6271, 32869, 66631, 12495, 70, 47, NA, 1184728,  M
39, 69.7, 240781, 109512, 4304, 6784, 5073, 7044, 3399, 3570, 54, 14, NA, 380467,  M
40, 71.7, 1446617, 216315, 99306, 59785, 23554, 24206, 26908, 14835, 57, 35, NA, 1911526,  M
41, 72.7, 1047937, 189129, 55700, 28128, 14620, 14318, 10685, 6361, 61, 41, NA, 1366878,  M
42, 74.7, 129690, 28035, 14743, 1365, 4428, 2651, 6288, 1669, 63, 56, NA, 188869,  M
43, 77.7, 801880, 52349, 913, 4400, 6267, 5101, 2201, 2086, 57, 48, NA, 875197,  M
44, 79.7, 1327233, 270870, 95677, 63169, 31020, 19907, 14584, 6709, 69, 30, NA, 1829169,  M
45, 80.7, 353091, 296211, 95436, 20114, 48207, 21048, 24867, 14712, 77, 47, NA, 873686,  M
46, 82.7, 906034, 462064, 4922, 18295, 10427, 15961, 10523, 2497, 64, 35, NA, 1430723,  M
47, 83.7, 293433, 114295, 33732, 16248, 1836, 7558, 6302, 1564, 64, 26, NA, 474968,  M
48, 85.7, 133973, 45135, 8667, 18267, 1134, 1408, 4203, 837, 53, 30, NA, 213624,  M
49, 86.7, 1515095, 578096, 118341, 96854, 23714, 14037, 32847, 37592, 20, 51, NA, 2416576,  M
50, 88.7, 1163535, 363716, 35592, 42260, 38019, 16497, 26273, 40816, 20, 47, NA, 1726708,  M
51, 89.6, 835325, 193088, 7674, 14355, 2719, 4201, 20024, 14972, 47, 40, NA, 1092358,  M
52, 91.6, 435239, 28430, 15945, 5486, 10757, 4173, 7108, 1458, 63, 43, NA, 508596,  M
53, 92.6, 738505, 270305, 112320, 31652, 15871, 21779, 18260, 9440, 34, 38, NA, 1218132,  M
54, 94.6, 2090389, 50071, 24110, 14194, 12198, 4824, 2794, 2788, 43, 53, NA, 2201368,  M
55, 97.6, 357813, 170293, 31941, 20298, 32931, 28789, 47708, 10866, 54, 38, NA, 700639,  M
56, 99.6, 842073, 105802, 70594, 11661, 21228, 23104, 17394, 8565, 69, 44, NA, 1100421,  M
57, 100.6, 513190, 394883, 182787, 32384, 8151, 25997, 38301, 9685, 56, 56, NA, 1205378,  M
58, 102.6, 2334253, 199806, 19801, 37466, 36137, 45340, 19028, 24239, 70, 51, NA, 2716070,  M
59, 103.6, 108212, 6266, 2558, 5256, 4492, 4384, 2562, 1805, 90, 44, NA, 135535,  M
60, 105.6, 531506, 37787, 7757, 2419, 4373, 5274, 2006, 1036, 100, 38, NA, 592158,  M
61, 106.6, 170030, 143033, 3591, 8752, 14916, 7181, 5309, 2861, 77, 27, NA, 355673,  M
62, 108.6, 1571491, 77432, 38543, 14789, 19743, 4485, 15975, 3199, 51, 27, NA, 1745657,  M
63, 109.6, 201374, 28315, 2669, 656, 3880, 1224, 984, 2171, 38, 20, NA, 241273,  M
64, 111.6, 1287587, 32495, 25606, 14435, 16789, 7799, 12473, 7768, 47, 40, NA, 1404952,  M
65, 112.6, 1360142, 61696, 33432, 5181, 19557, 9096, 3886, 3803, 70, 40, NA, 1496793,  M
66, 114.6, 195735, 114068, 7212, 5795, 5588, 6822, 8873, 1917, 75, 41, NA, 346010,  M
67, 117.5, 769236, 25928, 4914, 2105, 2270, 9098, 10375, 670, 70, 29, NA, 824596,  M
68, 119.5, 741110, 63160, 2587, 7494, 3302, 2082, 1740, 1471, 51, 27, NA, 822946,  M
69, 120.5, 295392, 18223, 5260, 4291, 2380, 3020, 1617, 1533, 48, 29, NA, 331716,  M
70, 122.5, 1240990, 78775, 103767, 93593, 11611, 10003, 7342, 4377, 44, 48, NA, 1550458,  M
71, 122.5, 1884704, 228013, 8658, 22979, 13395, 12913, 11991, 5128, 51, 40, NA, 2187781,  M
