obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
28, 49.8, 356850, 189128, 36695, 31055, 44712, 12444, 21052, 5742, 27, 40, NA, 697678,  A*
29, 51.8, 351133, 27141, 6218, 4114, 4556, 2449, 1480, 1031, 35, 50, NA, 398122,  A*
30, 52.8, 41798, 36082, 2157, 2084, 819, 1327, 1206, 608, 23, 14, NA, 86081,  A*
31, 54.8, 129316, 45521, 4063, 4139, 2107, 1869, 973, 705, 20, 7, NA, 188693,  A*
32, 57.8, 105000, 21788, 2419, 6409, 5531, 822, 6606, 671, 13, 1, NA, 149246,  A*
33, 59.7, 231756, 99827, 10267, 5657, 5247, 6852, 5168, 1096, 16, 21, NA, 365870,  A*
34, 60.7, 865775, 219776, 6975, 22976, 12303, 5994, 7768, 10966, 16, 34, NA, 1152533,  A
35, 62.8, 518234, 414771, 11200, 112949, 97715, 25257, 52247, 8734, 16, 21, NA, 1241107,  A
36, 63.7, 2418283, 358894, 56093, 62514, 68157, 47584, 16825, 12975, 20, 16, NA, 3041325,  A
37, 65.7, 358583, 202603, 23294, 26468, 18027, 21876, 22405, 5898, 27, 23, NA, 679154,  A
38, 66.7, 134519, 17056, 2455, 4734, 6915, 9705, 7845, 3813, 48, 35, NA, 187042,  A
39, 68.7, 62628, 43618, 45118, 12237, 9872, 11700, 6638, 3797, 50, 54, NA, 195608,  A
40, 69.7, 37769, 10657, 3893, 9543, 3000, 7626, 6306, 9006, 69, 77, NA, 87800,  A
41, 71.7, 479279, 33946, 17638, 2836, 5018, 12876, 16480, 16724, 66, 84, NA, 584797,  A
42, 72.7, 426588, 80918, 2073, 10413, 2778, 12516, 30528, 7570, 54, 29, NA, 573384,  A
43, 74.7, 319707, 81807, 2673, 3606, 7070, 4229, 3171, 1753, 43, 1, NA, 424016,  A
44, 77.7, 2030220, 86930, 53613, 2768, 14825, 10085, 16025, 7325, 38, 21, NA, 2221791,  A
45, 79.7, 145400, 90127, 45704, 6896, 7556, 13432, 15857, 4740, 47, 74, NA, 329712,  A
46, 80.7, 40747, 21992, 16800, 9380, 6843, 21193, 16472, 2894, 56, 60, NA, 136321,  A
47, 82.7, 8938, 11683, 2221, 10109, 7068, 16147, 10769, 3865, 74, 57, NA, 70800,  A
48, 83.7, 4877, 6938, 7720, 7187, 9368, 6251, 8976, 9077, 81, 75, NA, 60394,  A
49, 85.6, 7088, 17797, 3695, 15236, 2350, 17805, 12312, 32374, 81, 75, NA, 108657,  A
50, 86.7, 10506, 5400, 1797, 15257, 10943, 24463, 12522, 7185, 70, 78, NA, 88073,  A
51, 88.6, 14980, 2927, 22729, 16294, 10943, 6163, 23347, 7264, 67, 88, NA, 104647,  A
52, 89.6, 114733, 228621, 45683, 28800, 19563, 16798, 17376, 5977, 77, 69, NA, 477551,  A
53, 91.6, 26741, 64968, 4494, 11646, 13268, 11351, 5666, 4673, 63, 56, NA, 142807,  A
54, 92.6, 125349, 33988, 38478, 13090, 3227, 6595, 9958, 5531, 43, 57, NA, 236216,  A
55, 94.6, 80550, 27916, 5887, 3248, 1673, 3501, 1699, 1483, 47, 56, NA, 125957,  A
56, 97.6, 89127, 10746, 1352, 1695, 2547, 2090, 3672, 1695, 56, 57, NA, 112924,  A
57, 99.6, 552510, 37498, 14104, 26729, 15861, 13016, 6004, 3842, 63, 50, NA, 669564,  A
58, 100.6, 82154, 26772, 6706, 21589, 14100, 20053, 7191, 7803, 60, 77, NA, 186368,  A
59, 102.6, 31920, 10463, 10090, 2111, 13190, 16269, 23885, 7321, 66, 63, NA, 115249,  A
60, 103.6, 933112, 35974, 23138, 23619, 3795, 3235, 4544, 1600, 56, 83, NA, 1029017,  A
61, 105.6, 601215, 32765, 28274, 13956, 16147, 7215, 7100, 5574, 48, 88, NA, 712246,  A
62, 106.6, 150693, 207354, 54028, 56974, 9551, 9157, 18281, 19286, 16, 61, NA, 525324,  A
63, 106.6, 1354350, 152265, 200033, 60692, 83600, 51335, 20725, 21826, 24, 60, NA, 1944826,  A
