obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 6.0, 428008, 49623, 13809, 35305, 28853, 16771, 13349, 6217, NA, NA, NA, 591935,  A*
2, 7.0, 283876, 157948, 75807, 25940, 9326, 23053, 3048, 6046, NA, NA, NA, 585044,  A*
3, 8.9, 678738, 25106, 18127, 6829, 14850, 30525, 27091, 11116, 53, 30, NA, 812382,  A*
4, 9.9, 250365, 83775, 11402, 11838, 4704, 5759, 2992, 2958, 47, 14, NA, 373793,  A*
5, 11.9, 58780, 16614, 35731, 11355, 17242, 15187, 21458, 7012, 53, 38, NA, 183379,  A*
6, 12.9, 49632, 21292, 15486, 8827, 19343, 12184, 10701, 14021, 57, 64, NA, 151486,  A*
7, 14.9, 58579, 74243, 5986, 54372, 26693, 5155, 15281, 31950, 54, 88, NA, 272259,  A*
8, 17.9, 1268848, 154261, 37284, 14588, 12489, 43074, 10938, 10623, 61, 11, NA, 1552105,  A*
9, 19.9, 32239, 47769, 14123, 9053, 6821, 16836, 7480, 8240, 70, 29, NA, 142561,  A*
10, 20.9, 39709, 58818, 26773, 1107, 3168, 6587, 1839, 1668, 64, 44, NA, 139669,  A*
11, 22.9, 34112, 40148, 80766, 6858, 23595, 12160, 9698, 10487, 54, 50, NA, 217824,  A*
12, 23.9, 110471, 193962, 12093, 29187, 26712, 15361, 24045, 6117, 53, 41, NA, 417948,  A*
13, 25.9, 800872, 103013, 50464, 21691, 23760, 18364, 10835, 5541, 54, 47, NA, 1034540,  A*
14, 26.9, 125396, 16035, 9099, 2199, 3710, 6683, 3351, 610, 50, 29, NA, 167083,  A*
15, 28.9, 57869, 17367, 3900, 2300, 2091, 3528, 1415, 1531, 56, 40, NA, 90001,  A*
16, 29.9, 69055, 303767, 7371, 25708, 15880, 27106, 14778, 21088, 50, 3, NA, 484753,  A*
17, 31.8, 865842, 36039, 23259, 11163, 8827, 11491, 11957, 3711, 47, 13, NA, 972289,  A*
18, 32.9, 16447, 7504, 1028, 24436, 11864, 12499, 19495, 9970, 60, 50, NA, 103243,  A*
19, 34.9, 184134, 64150, 36111, 5754, 10009, 6342, 3857, 2045, 57, 78, NA, 312402,  A*
20, 37.8, 66868, 36714, 30713, 6408, 8817, 16002, 30803, 5148, 51, 78, NA, 201473,  A*
21, 39.8, 101800, 49578, 83718, 13865, 15036, 4216, 6057, 9635, 41, 88, NA, 283905,  A*
22, 40.8, 228538, 125216, 77628, 31715, 8849, 17854, 18446, 4611, 34, 96, NA, 512857,  A*
23, 42.8, 84569, 43930, 4193, 1024, 1730, 967, 627, 1137, 24, 60, NA, 138177,  A*
24, 43.8, 6771, 9358, 6224, 5187, 8565, 14327, 11478, 3155, 54, 56, NA, 65065,  A*
25, 45.8, 537163, 64077, 7287, 15271, 7886, 5790, 10070, 4231, 54, 41, NA, 651775,  A*
26, 46.8, 1119102, 378276, 37204, 27116, 29700, 11252, 10586, 19974, 54, 40, NA, 1633210,  A*
27, 48.8, 612472, 19229, 5744, 3603, 2962, 2206, 4694, 13458, 41, 41, NA, 664368,  A*
