obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 4.0, 653624, 224177, 106998, 102139, 56839, 11784, 29343, 28693, NA, NA, NA, 1213597,  M*
2, 5.9, 73456, 14855, 7251, 1455, 2582, 865, 648, 290, NA, NA, NA, 101402,  M*
3, 7.0, 633464, 43590, 9094, 18988, 16964, 7181, 5972, 1566, 51, 37, NA, 736819,  M*
4, 8.9, 657326, 194061, 9478, 29976, 14943, 5654, 7687, 4241, 43, 17, NA, 923366,  M*
5, 9.9, 896907, 12077, 2287, 2619, 3460, 1074, 621, 305, 47, 1, NA, 919350,  M*
6, 11.9, 671364, 16457, 4520, 9235, 3846, 3257, 1583, 186, 47, 13, NA, 710448,  M*
7, 14.9, 1670919, 283488, 53540, 34267, 52967, 24744, 11369, 5590, 66, 50, NA, 2136884,  M*
8, 20.9, 810766, 11439, 5342, 9327, 492, 1712, 614, 684, 60, 70, NA, 840376,  M*
9, 22.9, 705833, 124803, 22928, 42514, 61602, 43454, 10151, 3340, 78, 84, NA, 1014625,  M*
10, 25.9, 3940640, 59209, 61026, 66280, 80632, 10758, 3135, 3658, 77, 96, NA, 4225338,  M*
11, 26.9, 306647, 22445, 1250, 4220, 4362, 2892, 2468, 706, 100, 51, NA, 344990,  M*
12, 29.9, 350431, 31377, 2485, 798, 3422, 1394, 1169, 1137, 75, 37, NA, 392213,  M*
13, 31.8, 551527, 39852, 109467, 20885, 13882, 20791, 7911, 10890, 77, 37, NA, 775205,  M*
14, 32.9, 111978, 31504, 6914, 4953, 5929, 2649, 4944, 735, 91, 63, NA, 169606,  M*
15, 34.8, 1414490, 165039, 28488, 32791, 11740, 21189, 8700, 4950, 88, 57, NA, 1687387,  M*
16, 39.8, 2257612, 443687, 13770, 51380, 34147, 30487, 10081, 5095, 41, 13, NA, 2846259,  M*
17, 40.8, 2097699, 59979, 50215, 14169, 22411, 40568, 20968, 8180, 96, 29, NA, 2314189,  M*
18, 42.8, 1418510, 142226, 19905, 12381, 20941, 38098, 11145, 9847, 100, 16, NA, 1673053,  M*
19, 43.8, 522715, 291542, 119137, 118057, 36986, 28304, 38803, 8264, 88, 41, NA, 1163808,  M*
20, 45.8, 415346, 31863, 5624, 1441, 1657, 4030, 4087, 520, 90, 37, NA, 464568,  M*
21, 46.8, 307269, 79197, 17289, 29668, 18686, 23343, 20550, 9391, 75, 30, NA, 505393,  M*
22, 48.8, 790431, 75147, 17651, 36993, 19676, 32495, 20764, 7019, 96, 23, NA, 1000176,  M*
23, 49.8, 263744, 39729, 3107, 7375, 3711, 7107, 2301, 2689, 93, 30, NA, 329763,  M*
