obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 6.0, 2644404, 449368, 5512, 3920, 7052, 11924, 8996, 4665, NA, NA, NA, 3135841,  M*
2, 7.0, 254702, 18679, 17811, 9067, 8602, 4002, 3904, 1904, NA, NA, NA, 318671,  M*
3, 8.9, 476832, 53555, 24697, 20936, 24737, 14461, 17454, 9390, 47, 50, NA, 642062,  M*
4, 9.9, 21692, 22814, 8639, 6717, 16783, 15408, 13070, 1673, 63, 70, NA, 106796,  M*
5, 11.9, 339266, 53700, 21194, 15815, 7784, 9205, 5098, 3318, 66, 81, NA, 455380,  M*
6, 12.9, 1067843, 196768, 23509, 20864, 12202, 10878, 7556, 10708, 61, 66, NA, 1350328,  M*
7, 15.0, 87963, 16909, 1737, 3811, 872, 5018, 2712, 932, 56, 66, NA, 119954,  M*
8, 17.9, 328228, 318226, 21255, 48949, 32340, 26648, 16754, 6573, 66, 63, NA, 798973,  M*
9, 19.9, 225537, 59752, 1804, 9957, 6542, 5996, 2757, 2132, 48, 60, NA, 314477,  M*
10, 20.9, 945173, 81345, 32194, 7217, 13689, 18723, 10570, 5126, 50, 57, NA, 1114037,  M*
11, 22.9, 58326, 21544, 3742, 234, 7074, 5226, 8742, 6117, 61, 53, NA, 111005,  M*
12, 23.9, 78087, 15124, 3034, 3326, 4314, 3498, 4147, 851, 88, 64, NA, 112381,  M*
13, 25.9, 29164, 34359, 3867, 22420, 20929, 16414, 6745, 7068, 93, 64, NA, 140966,  M*
14, 26.9, 653359, 73369, 4202, 20439, 20164, 23049, 10360, 10583, 87, 69, NA, 815525,  M*
15, 29.9, 200983, 35543, 10798, 6956, 3072, 2789, 3230, 1592, 75, 74, NA, 264963,  M*
16, 31.9, 49421, 15049, 1722, 7143, 7584, 2376, 4058, 1280, 64, 74, NA, 88633,  M*
17, 32.9, 856118, 299678, 3697, 16981, 14495, 19134, 17223, 4423, 57, 69, NA, 1231749,  M*
18, 34.8, 6722, 20068, 5000, 6617, 5881, 16732, 10478, 2544, 66, 64, NA, 74042,  M*
19, 37.8, 90396, 63988, 1615, 14743, 12482, 11016, 6812, 3994, 64, 54, NA, 205046,  M*
20, 39.8, 941359, 90955, 16057, 10108, 22815, 16032, 10866, 12287, 61, 61, NA, 1120479,  M*
21, 40.8, 336730, 46563, 11838, 6020, 3763, 7677, 4047, 2417, 54, 67, NA, 419055,  M*
22, 42.8, 111548, 14794, 16817, 2600, 25563, 26645, 34876, 26619, 78, 70, NA, 259462,  M*
23, 43.8, 787304, 44791, 14806, 12454, 29315, 29595, 8640, 2040, 90, 67, NA, 928945,  M*
24, 45.8, 77863, 22876, 11668, 3273, 2065, 878, 1253, 468, 77, 74, NA, 120344,  M*
25, 46.8, 49548, 20355, 21715, 17367, 6476, 12856, 12180, 3633, 69, 83, NA, 144130,  M*
26, 48.8, 362491, 46933, 15043, 5455, 2408, 4562, 3039, 754, 53, 84, NA, 440685,  M*
27, 49.8, 1894569, 13593, 8872, 19577, 14502, 16694, 18239, 3294, 87, 80, NA, 1989340,  M*
28, 51.8, 137369, 285885, 3829, 25023, 24810, 27643, 6750, 11630, 80, 66, NA, 522939,  M*
29, 52.8, 1480869, 213959, 60300, 31092, 11458, 38242, 7803, 21740, 87, 64, NA, 1865463,  M*
30, 54.8, 109898, 50479, 3447, 22990, 9659, 20476, 14798, 6342, 81, 61, NA, 238089,  M*
