obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 6.0, 99910, 84931, 24766, 51668, 27981, 9233, 21993, 1716, NA, NA, NA, 322198,  T*
2, 6.9, 496589, 84930, 19018, 24943, 22933, 19655, 7690, 6574, NA, NA, NA, 682332,  T*
3, 8.9, 240199, 99162, 15657, 12851, 6001, 6537, 459, 1023, 30, 30, NA, 381889,  T*
4, 9.9, 359509, 17028, 17682, 19582, 13945, 11008, 3069, 2491, 57, 47, NA, 444314,  T*
5, 11.9, 663763, 19766, 7739, 4616, 4215, 2212, 1874, 387, 56, 54, NA, 704572,  T*
6, 12.9, 63776, 26984, 30879, 28331, 19201, 8418, 8371, 6823, 84, 78, NA, 192783,  T*
7, 17.9, 47314, 76358, 7562, 16016, 11415, 13361, 5992, 10965, 78, 44, NA, 188983,  T*
8, 19.9, 334442, 12880, 6215, 16483, 21779, 12800, 8589, 2204, 87, 57, NA, 415392,  T*
9, 20.9, 290457, 27874, 16271, 12878, 16307, 11948, 10489, 1586, 100, 35, NA, 387810,  T*
10, 22.9, 753787, 25695, 9463, 11113, 34878, 17945, 7387, 3714, 100, 29, NA, 863982,  T*
11, 23.9, 37580, 45538, 3155, 18023, 9526, 9166, 6343, 4218, 69, 30, NA, 133549,  T*
12, 25.9, 28653, 12570, 17069, 8988, 13045, 10823, 5504, 2765, 70, 37, NA, 99417,  T*
13, 26.9, 34439, 38347, 7861, 1333, 9009, 9887, 4995, 2037, 91, 17, NA, 107908,  T*
14, 28.9, 25039, 22186, 11234, 12714, 6559, 11189, 3405, 1731, 100, 30, NA, 94057,  T*
15, 29.9, 32163, 15252, 11160, 3763, 20438, 8262, 4260, 3026, 78, 41, NA, 98324,  T*
16, 31.9, 13481, 49642, 16292, 9287, 7672, 10264, 10986, 1862, 70, 57, NA, 119486,  T*
17, 32.8, 121565, 41496, 6377, 15893, 6953, 15231, 3645, 5990, 75, 35, NA, 217150,  T*
18, 34.8, 554875, 252307, 15183, 8917, 23162, 6005, 9240, 1892, 37, 17, NA, 871581,  T*
19, 37.8, 87617, 15360, 15929, 1501, 4275, 3781, 1514, 763, 40, 41, NA, 130740,  T*
