obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
34, 62.8, 87985, 22874, 4889, 7618, 3875, 3063, 1442, 407, 16, 77, NA, 132153,  A
35, 63.7, 497523, 298003, 44465, 40225, 15263, 18968, 17851, 4884, 23, 60, NA, 937182,  A
36, 65.7, 595250, 16843, 7518, 4838, 2050, 4100, 3596, 1242, 27, 70, NA, 635437,  A
37, 66.7, 233398, 73351, 52859, 30036, 6585, 17994, 16150, 3730, 38, 91, NA, 434103,  A
38, 68.7, 819658, 151381, 193559, 46155, 85652, 61405, 8341, 15034, 48, 100, NA, 1381185,  A
39, 69.7, 56733, 134223, 36093, 49048, 21769, 14721, 23570, 10685, 41, 100, NA, 346842,  A
40, 71.7, 637111, 100053, 4613, 48177, 57605, 52406, 26325, 18384, 50, 83, NA, 944674,  A
41, 72.7, 3138455, 165256, 35598, 50685, 32095, 28430, 25204, 4430, 40, 66, NA, 3480153,  A
42, 74.7, 1412517, 673555, 12664, 6936, 51697, 72473, 21795, 5703, 43, 35, NA, 2257340,  A
43, 77.7, 518527, 19301, 4741, 4567, 3905, 5439, 9110, 2086, 43, 44, NA, 567676,  A
44, 79.7, 345249, 50363, 8329, 2928, 2499, 4848, 5681, 1007, 34, 80, NA, 420904,  A
45, 80.7, 210937, 75570, 1644, 4590, 6551, 9240, 2928, 6270, 30, 63, NA, 317730,  A
46, 82.7, 381251, 84115, 36313, 5814, 14423, 12071, 16943, 10449, 35, 63, NA, 561379,  A
47, 83.7, 181682, 89444, 10104, 10515, 15618, 12674, 10618, 7259, 41, 64, NA, 337914,  A
48, 85.7, 1695310, 128526, 6625, 5966, 42558, 16471, 23713, 10584, 41, 64, NA, 1929753,  A
49, 86.7, 562154, 164065, 9290, 8049, 63436, 24061, 21426, 28406, 44, 47, NA, 880887,  A
50, 88.7, 49385, 24843, 8083, 810, 2617, 1079, 861, 597, 34, 53, NA, 88275,  A
51, 89.7, 216565, 154893, 42661, 22296, 41215, 20296, 19537, 6172, 37, 60, NA, 523635,  A
52, 91.7, 66729, 50640, 4338, 3575, 5725, 7976, 5690, 378, 38, 66, NA, 145051,  A
53, 92.6, 1100962, 862509, 69582, 43472, 27969, 19312, 23878, 15858, 40, 63, NA, 2163542,  A
54, 94.6, 3197668, 96031, 45371, 58771, 97140, 28029, 32889, 23982, 43, 67, NA, 3579881,  A
55, 97.6, 22225, 17811, 40670, 14781, 17755, 25852, 16984, 9072, 51, 90, NA, 165150,  A
56, 97.6, 983529, 1348227, 21389, 105458, 34555, 71986, 24580, 6270, 43, 87, NA, 2595994,  A
