obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
43, 74.7, 1089938, 306814, 14127, 46598, 12278, 43070, 68889, 11191, 27, 64, NA, 1592905,  M
44, 77.7, 1269679, 133471, 60793, 19692, 16409, 6389, 11420, 3606, 8, 70, NA, 1521459,  M
45, 79.7, 1206384, 100618, 30878, 25720, 21724, 17663, 19210, 5773, 29, 61, NA, 1427970,  M
46, 80.7, 19259, 14586, 6046, 1494, 8396, 15538, 6868, 2672, 47, 48, NA, 74859,  M
47, 82.7, 11520, 24748, 7254, 11017, 23668, 21083, 7790, 3537, 50, 38, NA, 110617,  M
48, 83.7, 71507, 54292, 27777, 2466, 4218, 2718, 3278, 580, 51, 50, NA, 166836,  M
49, 85.6, 98988, 14952, 2104, 2299, 2618, 3002, 1180, 1411, 38, 51, NA, 126554,  M
50, 86.6, 23202, 63949, 19197, 1141, 11871, 15343, 10479, 3468, 26, 51, NA, 148650,  M
51, 88.6, 144652, 25041, 3687, 3494, 2812, 3957, 1920, 1585, 38, 43, NA, 187148,  M
52, 89.6, 131398, 25593, 6709, 5404, 3579, 1759, 1566, 351, 35, 60, NA, 176359,  M
53, 91.6, 16852, 11431, 10317, 6341, 6661, 6353, 4451, 9478, 37, 74, NA, 71884,  M
54, 92.6, 10330, 25453, 4644, 11673, 6610, 5289, 3220, 3310, 35, 77, NA, 70529,  M
55, 94.6, 434686, 54811, 10133, 26551, 11081, 8873, 3810, 3143, 41, 80, NA, 553088,  M
56, 97.6, 205061, 18971, 6087, 2503, 5241, 5490, 1998, 603, 37, 63, NA, 245954,  M
57, 99.6, 25901, 26441, 3202, 2831, 4784, 3507, 2282, 862, 51, 53, NA, 69810,  M
58, 100.6, 160914, 44007, 24997, 3356, 2980, 6150, 3500, 1100, 40, 75, NA, 247004,  M
59, 102.6, 23161, 15170, 5612, 4238, 14057, 11460, 6115, 2963, 38, 61, NA, 82776,  M
60, 103.6, 414609, 89796, 12659, 31704, 30533, 28757, 37351, 15562, 38, 63, NA, 660971,  M
61, 105.6, 13736, 28534, 767, 3707, 12956, 11108, 6104, 5077, 48, 43, NA, 81989,  M
62, 106.6, 4420, 9990, 1030, 5042, 1798, 4142, 3485, 1510, 51, 37, NA, 31417,  M
63, 108.6, 3391, 7436, 3128, 2427, 4204, 8096, 4056, 3380, 61, 37, NA, 36118,  M
64, 109.6, 48671, 21075, 5348, 5896, 14583, 6825, 3122, 2383, 66, 56, NA, 107903,  M
65, 111.6, 161225, 25641, 3172, 2754, 5280, 3441, 2107, 1293, 57, 48, NA, 204913,  M
66, 112.6, 681911, 87228, 13423, 13737, 22772, 29364, 5018, 6247, 51, 41, NA, 859700,  M
67, 114.5, 18816, 14124, 3780, 4043, 6107, 6707, 7122, 2855, 54, 43, NA, 63554,  M
68, 117.5, 144650, 71648, 1953, 11586, 8204, 9704, 8686, 3577, 51, 48, NA, 260008,  M
69, 117.5, 8296, 10432, 1050, 7849, 3705, 2668, 2679, 2716, 21, 43, NA, 39395,  M
