obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
44, 79.7, 313163, 41441, 11644, 653, 2909, 1763, 546, 390, 8, 56, NA, 372509,  T
45, 80.7, 135564, 12356, 1391, 1899, 2216, 4289, 1845, 679, 7, 38, NA, 160239,  T
46, 82.7, 215752, 37360, 9970, 5686, 4604, 2568, 550, 1419, 13, 40, NA, 277909,  T
47, 83.7, 128275, 56778, 2602, 965, 2425, 1058, 519, 425, 3, 17, NA, 193047,  T
48, 85.7, 21235, 15985, 20058, 4459, 4774, 3335, 2376, 1239, 1, 37, NA, 73461,  T
49, 86.7, 118719, 15195, 10872, 1574, 7343, 3004, 5864, 361, 21, 47, NA, 162932,  T
50, 88.7, 2450728, 250839, 60737, 55514, 36195, 20834, 8681, 3074, 34, 66, NA, 2886602,  T
51, 89.7, 404750, 56119, 13566, 8396, 4145, 2913, 1837, 401, 20, 66, NA, 492127,  T
52, 91.7, 188314, 37299, 5437, 5774, 7489, 4630, 1578, 1450, 20, 57, NA, 251971,  T
53, 92.7, 653150, 55378, 18861, 9804, 6036, 6336, 1179, 1053, 23, 38, NA, 751797,  T
54, 94.6, 19215, 11000, 3740, 1677, 5096, 6085, 2685, 645, 47, 37, NA, 50143,  T
55, 97.6, 94173, 30586, 22991, 5553, 7242, 4010, 2011, 1231, 50, 51, NA, 167797,  T
56, 99.6, 213463, 28334, 18929, 22517, 3018, 18334, 8528, 4624, 24, 63, NA, 317747,  T
57, 100.6, 293271, 29915, 6343, 3368, 8301, 3327, 3295, 1124, 24, 50, NA, 348944,  T
58, 102.6, 43738, 47497, 1915, 2015, 1717, 5460, 3187, 2857, 34, 37, NA, 108386,  T
59, 103.6, 96657, 56595, 2243, 5238, 2828, 5381, 1481, 532, 34, 21, NA, 170955,  T
60, 105.6, 241909, 70956, 17968, 3386, 10181, 4484, 1668, 656, 26, 21, NA, 351208,  T
61, 106.6, 447876, 413348, 90923, 16954, 21791, 24435, 5923, 4261, 21, 38, NA, 1025511,  T
62, 108.6, 1107073, 55014, 4345, 3706, 4406, 4035, 1495, 576, 20, 40, NA, 1180650,  T
63, 109.6, 99771, 12592, 1706, 3525, 3278, 6696, 1763, 463, 30, 27, NA, 129794,  T
64, 111.6, 128283, 52451, 14020, 4234, 5439, 5253, 2860, 740, 37, 29, NA, 213280,  T
65, 112.6, 235685, 30567, 6902, 5117, 7799, 4169, 1158, 2078, 44, 43, NA, 293475,  T
66, 114.6, 132872, 25372, 10002, 5556, 1342, 1806, 687, 397, 23, 53, NA, 178034,  T
67, 117.6, 141709, 10530, 5042, 940, 1163, 1366, 292, 217, 20, 57, NA, 161259,  T
68, 119.6, 88995, 15289, 5590, 2150, 2695, 3035, 625, 324, 35, 20, NA, 118703,  T
69, 120.6, 28822, 5235, 556, 4370, 2144, 4372, 1533, 886, 74, 35, NA, 47918,  T
70, 122.5, 290373, 319279, 21892, 14099, 12566, 36470, 7412, 7563, 66, 43, NA, 709654,  T
71, 123.5, 653438, 162946, 37211, 22708, 15695, 18782, 5673, 2994, 60, 41, NA, 919447,  T
72, 125.5, 37233, 71334, 2990, 13572, 4742, 4628, 1885, 1179, 38, 35, NA, 137563,  T
73, 126.5, 546009, 16072, 759, 12553, 8356, 8218, 2084, 1601, 38, 44, NA, 595652,  T
74, 128.5, 702053, 144769, 12843, 7050, 11495, 2433, 3471, 2895, 21, 37, NA, 887009,  T
75, 129.5, 315582, 61613, 14468, 10524, 7356, 6989, 2296, 1558, 40, 48, NA, 420386,  T
76, 129.5, 30420, 34678, 5078, 6306, 6355, 4355, 2063, 907, 29, 43, NA, 90162,  T
