obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 5.9, 27688, 10003, 4693, 3162, 4280, 1193, 742, 392, NA, NA, NA, 52153,  N*
2, 6.9, 776395, 133932, 11945, 4159, 7178, 3486, 3302, 1401, NA, NA, NA, 941798,  N*
3, 8.9, 478934, 97643, 70587, 73946, 14774, 41411, 5009, 799, 51, 51, NA, 783103,  N*
4, 10.0, 171139, 72465, 40829, 26922, 7373, 16871, 7994, 2414, 60, 64, NA, 346007,  N*
5, 11.9, 1218244, 138170, 26904, 23725, 30024, 14823, 8050, 4443, 64, 66, NA, 1464383,  N*
6, 12.9, 1064358, 606689, 137075, 108905, 95700, 84348, 72244, 14832, 74, 53, NA, 2184151,  N*
7, 14.9, 195723, 103534, 20384, 19708, 8409, 33111, 26746, 24363, 80, 41, NA, 431978,  N*
8, 17.9, 556456, 127905, 16648, 29899, 15774, 19283, 5456, 2064, 75, 40, NA, 773485,  N*
9, 19.9, 180326, 39266, 15448, 40823, 31025, 25447, 13083, 7658, 100, 43, NA, 353076,  N*
10, 20.9, 1354617, 30104, 14467, 13455, 20117, 25530, 22607, 8135, 94, 44, NA, 1489032,  N*
11, 22.9, 404674, 109298, 38876, 6607, 11340, 21556, 19186, 6447, 91, 51, NA, 617984,  N*
12, 23.9, 145947, 72178, 23063, 13984, 9904, 15797, 28632, 6543, 81, 34, NA, 316048,  N*
13, 25.9, 119888, 14404, 3699, 4846, 3324, 7530, 8480, 1703, 78, 34, NA, 163874,  N*
14, 26.9, 96440, 39837, 18129, 19679, 71457, 31351, 33548, 2772, 97, 44, NA, 313213,  N*
15, 28.9, 29342, 15486, 13542, 700, 1566, 3135, 4379, 1311, 94, 50, NA, 69461,  N*
16, 29.9, 50620, 35787, 11109, 7150, 8234, 5646, 7075, 3115, 80, 57, NA, 128736,  N*
17, 31.9, 175760, 18867, 1305, 7961, 6341, 6002, 2170, 1395, 74, 57, NA, 219801,  N*
18, 32.9, 579799, 50469, 12788, 10290, 8876, 15374, 21755, 7100, 83, 54, NA, 706451,  N*
19, 34.8, 212625, 31412, 49792, 15844, 17927, 17225, 12535, 9492, 90, 64, NA, 366852,  N*
