obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
34, 63.8, 80078, 46682, 48486, 8938, 7785, 13726, 7597, 1380, 48, 13, NA, 214672,  M
35, 65.7, 67910, 13348, 5957, 4237, 745, 3533, 2687, 442, 47, 41, NA, 98859,  M
36, 66.7, 16242, 81238, 19711, 5875, 20564, 15620, 3140, 1571, 47, 81, NA, 163961,  M
37, 68.7, 28174, 16354, 21871, 16680, 11339, 7380, 2801, 2686, 47, 84, NA, 107285,  M
38, 69.7, 34388, 9737, 8091, 3817, 4302, 16387, 3520, 1440, 61, 66, NA, 81682,  M
39, 71.7, 19755, 52596, 2322, 24019, 6681, 5415, 8049, 6432, 54, 75, NA, 125269,  M
40, 72.7, 5520, 2734, 9968, 1638, 990, 13694, 5960, 3847, 90, 64, NA, 44351,  M
41, 74.7, 122674, 2407, 2079, 1209, 2663, 1489, 810, 835, 78, 67, NA, 134166,  M
42, 77.7, 89152, 9965, 2539, 2254, 5138, 2136, 1078, 578, 80, 81, NA, 112840,  M
43, 79.7, 9797, 12088, 9392, 3340, 2745, 7915, 2230, 5640, 70, 90, NA, 53147,  M
44, 80.7, 1300471, 121230, 55233, 9024, 7570, 7717, 2960, 3254, 56, 91, NA, 1507459,  M
45, 82.7, 285036, 19591, 12065, 18075, 5664, 4681, 1578, 1304, 48, 90, NA, 347994,  M
46, 83.7, 59180, 8278, 2841, 7957, 3255, 5918, 7689, 1445, 29, 87, NA, 96563,  M
47, 85.7, 14539, 15447, 6034, 3154, 6462, 4552, 8488, 3092, 41, 83, NA, 61768,  M
48, 86.6, 208700, 28964, 2221, 4099, 2334, 922, 735, 342, 50, 38, NA, 248317,  M
49, 88.6, 13913, 17591, 14254, 6298, 4249, 5531, 6632, 1816, 41, 41, NA, 70284,  M
50, 89.6, 114586, 13385, 19892, 5819, 9959, 8309, 5284, 3933, 38, 93, NA, 181167,  M
51, 91.6, 125543, 21775, 5328, 1757, 3037, 2440, 934, 406, 48, 96, NA, 161220,  M
52, 92.6, 92634, 6957, 1242, 166, 435, 423, 266, 113, 41, 51, NA, 102236,  M
53, 94.6, 39842, 50699, 9590, 5553, 4484, 11089, 3140, 3407, 37, 34, NA, 127804,  M
54, 97.6, 440240, 25980, 14165, 8754, 8323, 9103, 9516, 4710, 41, 54, NA, 520791,  M
55, 99.6, 21340, 16845, 16484, 6508, 6604, 7410, 2855, 6586, 63, 93, NA, 84632,  M
56, 100.6, 28877, 7206, 52, 1410, 1824, 2576, 683, 897, 48, 75, NA, 43525,  M
57, 102.6, 74199, 20729, 8691, 8117, 3849, 2456, 881, 624, 41, 64, NA, 119546,  M
58, 103.6, 33655, 65595, 31293, 12335, 3297, 7919, 3125, 758, 37, 60, NA, 157977,  M
59, 105.6, 8967, 7785, 7116, 8179, 4257, 8607, 6375, 1554, 38, 81, NA, 52840,  M
60, 106.6, 1105671, 74678, 8536, 4688, 35481, 6352, 4692, 2120, 37, 54, NA, 1242218,  M
61, 108.6, 194236, 82014, 3834, 16815, 10876, 13830, 12082, 4240, 43, 40, NA, 337927,  M
62, 109.6, 796722, 35557, 12874, 14277, 14379, 11093, 8266, 2001, 38, 50, NA, 895169,  M
63, 111.6, 65742, 31829, 10456, 14430, 4762, 5397, 4402, 4062, 40, 74, NA, 141080,  M
64, 112.6, 4996, 19913, 3354, 3901, 11425, 6736, 7361, 2193, 54, 69, NA, 59879,  M
65, 114.6, 12028, 10220, 12839, 3005, 2431, 6115, 5343, 3366, 57, 78, NA, 55347,  M
66, 117.5, 16384, 19786, 995, 2939, 2199, 1822, 1503, 1598, 41, 50, NA, 47226,  M
67, 119.5, 51298, 33104, 5815, 11092, 12149, 13735, 7129, 4791, 51, 51, NA, 139113,  M
68, 120.5, 156949, 43032, 24904, 7893, 8918, 11528, 5104, 2852, 51, 47, NA, 261180,  M
69, 122.5, 74269, 31254, 4642, 1934, 1517, 2186, 974, 1270, 40, 43, NA, 118046,  M
70, 123.5, 437710, 34617, 26118, 4593, 5301, 1606, 1879, 548, 23, 70, NA, 512372,  M
71, 123.5, 28396, 3062, 952, 812, 692, 2055, 1050, 1162, 34, 63, NA, 38181,  M
