obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 4.0, 92592, 185438, 42317, 21408, 12930, 5153, 8222, 8857, NA, NA, NA, 376917,  T*
2, 6.0, 101195, 33109, 5628, 4347, 1755, 3007, 868, 883, NA, NA, NA, 150792,  T*
3, 7.0, 112032, 24909, 3118, 1866, 1130, 1745, 954, 1326, 41, 30, NA, 147080,  T*
4, 9.0, 885800, 174800, 9325, 20823, 13294, 8336, 6208, 1488, 40, 21, NA, 1120074,  T*
5, 9.9, 883172, 376172, 75804, 119360, 46184, 35758, 26294, 9451, 54, 26, NA, 1572195,  T*
6, 11.9, 1435388, 71685, 38650, 29844, 19394, 18316, 6659, 5938, 61, 43, NA, 1625874,  T*
7, 12.9, 831115, 536395, 20114, 33534, 142738, 74333, 44837, 16467, 66, 35, NA, 1699533,  T*
8, 14.9, 1361467, 103247, 25882, 14455, 52265, 25974, 7409, 3665, 77, 26, NA, 1594364,  T*
9, 18.0, 1752980, 35231, 34495, 17065, 10334, 12687, 4202, 2918, 87, 30, NA, 1869912,  T*
10, 19.9, 1677423, 97995, 66272, 71955, 32989, 25320, 8330, 1260, 66, 44, NA, 1981544,  T*
11, 20.9, 2064996, 51315, 15020, 15078, 8642, 10463, 3418, 691, 77, 51, NA, 2169623,  T*
12, 22.9, 35269, 6936, 3349, 3409, 3074, 1983, 917, 132, 80, 66, NA, 55069,  T*
13, 23.9, 124523, 14898, 2697, 2880, 2597, 950, 245, 308, 70, 63, NA, 149098,  T*
14, 25.9, 790878, 92442, 5914, 17496, 10884, 6080, 4638, 2259, 61, 53, NA, 930591,  T*
15, 26.9, 175432, 27454, 13202, 8075, 2461, 3166, 1938, 673, 40, 44, NA, 232401,  T*
16, 28.9, 72587, 119408, 10310, 40020, 14758, 9046, 5644, 2658, 41, 48, NA, 274431,  T*
17, 29.9, 313379, 43816, 8612, 13044, 18086, 12504, 2260, 1589, 53, 56, NA, 413290,  T*
18, 31.9, 79577, 26432, 15992, 7002, 5257, 7985, 3618, 1869, 61, 56, NA, 147732,  T*
19, 32.9, 264923, 21912, 99, 1749, 2531, 1286, 205, 103, 67, 41, NA, 292808,  T*
20, 34.9, 139197, 7349, 14285, 9949, 3937, 5161, 2994, 1942, 66, 60, NA, 184814,  T*
21, 37.8, 40959, 13993, 2944, 14968, 7723, 13560, 4451, 4269, 75, 61, NA, 102867,  T*
22, 39.8, 220029, 100823, 17303, 27113, 11931, 11069, 8278, 2760, 77, 38, NA, 399306,  T*
23, 40.8, 92052, 74732, 51478, 15199, 19794, 7854, 4925, 3040, 47, 43, NA, 269074,  T*
24, 42.8, 658665, 105063, 9825, 7033, 11125, 6006, 2376, 2516, 43, 35, NA, 802609,  T*
25, 43.8, 49227, 8531, 8201, 21459, 3249, 9382, 4446, 2521, 63, 53, NA, 107016,  T*
26, 45.8, 139664, 76097, 10201, 21699, 12348, 17343, 8961, 2978, 74, 43, NA, 289291,  T*
27, 46.8, 29874, 41406, 29045, 8612, 7930, 11249, 8082, 2062, 80, 66, NA, 138260,  T*
28, 48.8, 534773, 393510, 51449, 35356, 16804, 8644, 5906, 1369, 54, 41, NA, 1047811,  T*
29, 49.8, 39872, 10328, 4571, 19027, 4428, 4129, 2188, 3742, 57, 54, NA, 88285,  T*
30, 51.8, 30489, 43427, 19707, 12624, 12595, 6505, 4531, 1236, 53, 51, NA, 131114,  T*
31, 52.8, 57631, 41592, 31109, 11559, 10020, 10793, 5167, 3506, 67, 84, NA, 171377,  T*
32, 54.8, 45842, 26870, 2973, 4367, 6455, 6201, 4370, 1980, 70, 61, NA, 99058,  T*
33, 57.8, 69092, 8726, 8196, 13522, 5278, 6161, 2145, 4849, 57, 51, NA, 117969,  T*
34, 59.7, 59301, 46099, 9641, 7347, 1716, 1319, 811, 1217, 75, 81, NA, 127451,  T*
35, 60.8, 38981, 46573, 7133, 12471, 6667, 7642, 7269, 3948, 54, 56, NA, 130684,  T
36, 62.7, 43588, 21348, 963, 364, 1023, 421, 176, 269, 35, 23, NA, 68152,  T
37, 63.7, 30494, 44651, 9419, 3025, 6721, 5605, 10144, 4002, 61, 27, NA, 114061,  T
38, 65.7, 113833, 53823, 6018, 1502, 4945, 914, 2812, 758, 43, 17, NA, 184605,  T
39, 66.7, 24963, 33239, 15925, 6999, 11364, 8476, 5144, 1388, 60, 47, NA, 107498,  T
40, 68.7, 114243, 13931, 3875, 1257, 2124, 2993, 1617, 1044, 63, 48, NA, 141084,  T
41, 69.7, 20160, 26588, 5049, 16914, 8670, 6740, 3138, 1755, 88, 64, NA, 89014,  T
42, 71.7, 174265, 158145, 10722, 19881, 18901, 6660, 7903, 2695, 74, 51, NA, 399172,  T
43, 72.7, 235370, 9857, 11516, 3833, 2850, 2204, 1076, 346, 50, 48, NA, 267052,  T
44, 74.7, 159725, 15574, 4986, 22142, 4531, 7168, 4089, 1440, 51, 56, NA, 219655,  T
45, 77.7, 11548, 34659, 10989, 14735, 3037, 15770, 2362, 866, 74, 87, NA, 93966,  T
46, 79.7, 572457, 142232, 53208, 23396, 31432, 15134, 3470, 2945, 70, 74, NA, 844274,  T
47, 80.7, 355252, 62890, 15259, 23486, 19466, 8420, 6500, 1018, 44, 75, NA, 492291,  T
48, 82.7, 76827, 37203, 8465, 13017, 9742, 7332, 2555, 2625, 51, 60, NA, 157766,  T
49, 83.7, 788323, 101898, 60891, 28789, 50600, 28524, 4751, 3167, 83, 56, NA, 1066943,  T
50, 85.7, 1756290, 262346, 29997, 19336, 18494, 18879, 2196, 1326, 80, 44, NA, 2108864,  T
51, 86.6, 16261, 13201, 1634, 10339, 18913, 14592, 2477, 2490, 88, 47, NA, 79907,  T
52, 88.6, 109270, 18195, 4921, 2915, 664, 912, 759, 251, 75, 44, NA, 137887,  T
53, 89.6, 23687, 16405, 10874, 4577, 3152, 5191, 3260, 2147, 74, 64, NA, 69293,  T
54, 91.6, 67595, 22575, 7275, 58023, 17394, 4541, 8503, 1758, 50, 87, NA, 187664,  T
55, 92.6, 337586, 65256, 37431, 31869, 16890, 9856, 5593, 1769, 56, 81, NA, 506250,  T
56, 94.6, 903274, 12881, 6682, 1327, 544, 807, 369, 132, 43, 80, NA, 926016,  T
57, 97.6, 117498, 136989, 28217, 4739, 5437, 3324, 2131, 973, 38, 69, NA, 299308,  T
58, 99.6, 124766, 15035, 13711, 3919, 4279, 2674, 1416, 703, 48, 51, NA, 166503,  T
59, 100.6, 24050, 83434, 9173, 1812, 3551, 5857, 2656, 1959, 56, 30, NA, 132492,  T
60, 102.6, 17016, 18241, 5850, 12187, 4949, 4627, 3778, 1150, 66, 51, NA, 67798,  T
61, 103.6, 36942, 30662, 631, 1856, 2147, 5965, 2990, 2776, 67, 23, NA, 83969,  T
62, 105.6, 30128, 35237, 12814, 3036, 9068, 5102, 3371, 1636, 74, 35, NA, 100392,  T
63, 106.6, 10185, 11047, 11320, 10718, 2081, 11978, 4709, 2347, 80, 41, NA, 64385,  T
64, 108.6, 38883, 8406, 4784, 1330, 2946, 1484, 789, 652, 75, 64, NA, 59274,  T
65, 109.6, 84918, 14152, 8630, 9966, 4159, 3650, 1839, 634, 64, 70, NA, 127948,  T
66, 111.6, 143085, 29307, 23582, 10544, 3122, 2184, 1155, 1086, 43, 74, NA, 214065,  T
67, 112.6, 20508, 17354, 15158, 27633, 11208, 7264, 6011, 1173, 60, 100, NA, 106309,  T
68, 114.6, 23129, 9353, 4931, 4437, 5304, 15687, 1887, 2573, 75, 87, NA, 67301,  T
69, 117.5, 220117, 55449, 6019, 3821, 2101, 2729, 1139, 302, 80, 57, NA, 291677,  T
70, 119.5, 77112, 45825, 3717, 1036, 5174, 2034, 1296, 233, 57, 21, NA, 136427,  T
71, 120.5, 15401, 23186, 2128, 2836, 3894, 12580, 4262, 1391, 63, 10, NA, 65678,  T
72, 122.5, 163308, 25714, 1096, 1992, 3291, 4248, 364, 171, 57, 1, NA, 200184,  T
73, 123.5, 44344, 6896, 7034, 9719, 8470, 5672, 8543, 2351, 78, 37, NA, 93029,  T
74, 125.5, 107637, 76186, 9724, 4006, 4769, 878, 1330, 232, 44, 41, NA, 204762,  T
75, 126.5, 14314, 13627, 10113, 5041, 5668, 3604, 3201, 1544, 60, 69, NA, 57112,  T
76, 128.5, 213124, 41202, 6732, 2046, 2514, 1245, 1657, 316, 40, 53, NA, 268836,  T
77, 129.5, 26103, 9746, 13698, 6815, 5583, 11670, 3497, 2397, 54, 63, NA, 79509,  T
78, 131.5, 28498, 18102, 7361, 4340, 2179, 2832, 2197, 1519, 51, 60, NA, 67028,  T
79, 132.5, 69027, 28219, 10952, 1218, 1481, 1731, 680, 606, 56, 51, NA, 113914,  T
80, 132.5, 6400, 15101, 14761, 6287, 4496, 7070, 3170, 2155, 50, 51, NA, 59440,  T
