obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
38, 66.7, 695147, 46594, 6188, 13931, 46699, 24228, 13477, 10895, 75, 24, NA, 857159,  N
39, 68.7, 151240, 53256, 7361, 3218, 1265, 1963, 632, 912, 48, 20, NA, 219847,  N
40, 69.7, 42302, 48464, 9586, 4714, 4013, 11171, 12081, 2176, 50, 35, NA, 134507,  N
41, 71.7, 4974, 25186, 9631, 10447, 17222, 17888, 18841, 10935, 51, 43, NA, 115124,  N
42, 72.7, 428407, 35137, 10607, 11949, 9347, 26746, 21536, 13521, 90, 66, NA, 557250,  N
43, 74.7, 110746, 19661, 1958, 12552, 3007, 8686, 8201, 2903, 94, 75, NA, 167714,  N
44, 77.7, 877012, 101788, 24245, 15889, 3686, 7029, 19383, 5839, 57, 41, NA, 1054871,  N
45, 79.7, 244219, 164380, 4530, 8296, 13070, 20381, 28857, 8684, 66, 38, NA, 492417,  N
46, 80.7, 325173, 73447, 34694, 3138, 4870, 3087, 4429, 1877, 44, 21, NA, 450715,  N
47, 82.7, 18722, 14385, 14326, 13209, 14617, 28594, 13056, 19282, 47, 30, NA, 136191,  N
48, 83.7, 89285, 32955, 24382, 12841, 24068, 17607, 14333, 7779, 64, 66, NA, 223250,  N
49, 85.7, 366789, 76494, 42480, 12813, 11904, 10762, 21994, 9843, 77, 67, NA, 553079,  N
50, 86.7, 14783, 13977, 3179, 6469, 6304, 17005, 18690, 19492, 64, 66, NA, 99899,  N
51, 88.6, 4824, 14171, 5213, 21367, 14131, 23825, 14129, 6335, 75, 66, NA, 103995,  N
52, 89.7, 8636, 55746, 19248, 11887, 16928, 20151, 32361, 12455, 96, 50, NA, 177412,  N
53, 91.6, 283910, 70313, 4662, 9794, 20422, 27949, 26579, 7944, 87, 43, NA, 451573,  N
54, 92.6, 587795, 25699, 1341, 18489, 14786, 19133, 19221, 11730, 100, 47, NA, 698194,  N
55, 94.6, 123942, 39084, 1455, 2790, 7345, 5085, 2749, 2477, 93, 30, NA, 184927,  N
56, 97.6, 12940, 11923, 1100, 8268, 12195, 17649, 8649, 9829, 100, 48, NA, 82553,  N
57, 99.6, 2254763, 338432, 19021, 35845, 14564, 38520, 13195, 10427, 91, 56, NA, 2724767,  N
58, 100.6, 97363, 82596, 4651, 5880, 3470, 13045, 2044, 1464, 69, 34, NA, 210513,  N
59, 102.6, 7839, 21096, 10057, 7453, 9492, 14629, 9134, 9150, 74, 29, NA, 88850,  N
60, 103.6, 110726, 13118, 1017, 1990, 2616, 2708, 2213, 2448, 51, 37, NA, 136836,  N
61, 105.6, 23199, 26992, 9230, 6615, 14155, 17723, 14205, 5576, 61, 47, NA, 117695,  N
62, 105.6, 453470, 66188, 17334, 15941, 6550, 1655, 6647, 2427, 34, 40, NA, 570212,  N
