obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 6.0, 25850, 11296, 9506, 2197, 5221, 5439, 2721, 1194, NA, NA, NA, 63424,  M*
2, 7.0, 1135940, 128789, 39427, 24206, 25036, 19350, 10379, 1981, NA, NA, NA, 1385108,  M*
3, 9.0, 673840, 509211, 46841, 127434, 24271, 103948, 30351, 64131, 41, 30, NA, 1580027,  M*
4, 10.0, 902318, 137076, 42240, 25565, 15945, 7937, 3026, 2751, 10, 24, NA, 1136858,  M*
5, 11.9, 428663, 19131, 5298, 5972, 8741, 4039, 3633, 936, 17, 24, NA, 476413,  M*
6, 13.0, 236071, 28253, 3522, 10793, 8119, 3889, 9853, 924, 47, 38, NA, 301424,  M*
7, 14.9, 1309411, 221913, 25704, 67035, 112278, 52055, 21705, 13761, 74, 20, NA, 1823862,  M*
8, 17.9, 1110100, 67857, 7329, 12345, 27714, 20029, 2392, 5004, 69, 1, NA, 1252770,  M*
9, 20.9, 1606376, 319216, 308480, 237559, 452157, 176016, 72869, 20746, 67, 24, NA, 3193419,  M*
10, 22.9, 2424308, 359719, 166659, 219165, 150561, 110335, 39552, 29647, 61, 61, NA, 3499946,  M*
11, 23.9, 757003, 14305, 4168, 5197, 3118, 4400, 1415, 639, 75, 94, NA, 790245,  M*
12, 25.9, 591026, 100465, 113478, 27824, 16750, 12067, 2304, 3848, 53, 100, NA, 867762,  M*
13, 26.9, 96037, 35167, 4674, 7319, 11612, 11024, 3709, 2665, 57, 61, NA, 172207,  M*
14, 28.9, 500410, 48858, 29905, 122257, 6070, 52349, 14135, 4920, 61, 70, NA, 778904,  M*
15, 29.9, 140837, 6079, 2804, 5548, 4392, 1966, 1084, 431, 100, 83, NA, 163141,  M*
16, 31.9, 1345449, 139356, 27600, 32085, 26497, 16844, 4151, 4088, 87, 90, NA, 1596070,  M*
17, 32.9, 952546, 245373, 167669, 85376, 24118, 32344, 17467, 22034, 57, 81, NA, 1546927,  M*
18, 34.9, 318441, 278153, 50054, 190519, 248052, 36338, 35319, 13525, 48, 74, NA, 1170401,  M*
19, 37.9, 780577, 46068, 4333, 19047, 21747, 22360, 1820, 1471, 67, 66, NA, 897423,  M*
20, 39.8, 87271, 5113, 3320, 3481, 2422, 1162, 1589, 1051, 70, 48, NA, 105409,  M*
21, 40.8, 610632, 21461, 26863, 38528, 4583, 4883, 5856, 3487, 60, 77, NA, 716293,  M*
22, 42.8, 962538, 469831, 47637, 40009, 45652, 22919, 18648, 12150, 37, 66, NA, 1619384,  M*
23, 43.8, 496912, 42925, 27388, 10621, 25575, 9027, 4000, 1463, 44, 56, NA, 617911,  M*
24, 45.8, 1056107, 112665, 25357, 45786, 50414, 18563, 12305, 2882, 53, 37, NA, 1324079,  M*
25, 46.8, 123816, 53390, 9805, 1311, 4256, 2264, 1073, 338, 35, 27, NA, 196253,  M*
26, 48.8, 1172339, 54034, 23205, 67942, 20551, 13173, 4212, 993, 30, 38, NA, 1356449,  M*
27, 49.8, 345419, 199196, 120394, 94270, 171085, 76012, 16821, 6010, 53, 63, NA, 1029207,  M*
28, 51.8, 581097, 27426, 9183, 4158, 1821, 1984, 1235, 976, 60, 74, NA, 627880,  M*
29, 52.8, 1218392, 120566, 72689, 59035, 13432, 17633, 16416, 19690, 48, 69, NA, 1537853,  M*
30, 54.8, 307779, 15625, 1699, 7490, 4703, 7288, 5592, 1991, 54, 64, NA, 352167,  M*
31, 57.8, 408249, 52003, 59726, 37450, 11497, 14451, 20484, 6329, 69, 84, NA, 610189,  M*
32, 59.8, 24738, 3403, 2661, 3330, 1127, 1476, 688, 840, 63, 66, NA, 38263,  M*
33, 60.8, 113433, 35951, 14463, 2197, 4411, 3494, 4014, 1230, 38, 60, NA, 179193,  M
34, 62.8, 92055, 20824, 4274, 1826, 708, 524, 854, 181, 27, 61, NA, 121246,  M
35, 63.8, 14226, 11184, 19237, 4773, 8065, 11959, 4022, 4518, 51, 70, NA, 77984,  M
36, 65.7, 784147, 199155, 24442, 46611, 11180, 9242, 6109, 2296, 41, 67, NA, 1083182,  M
37, 66.8, 393139, 78031, 9007, 84252, 24793, 10502, 11813, 6134, 47, 56, NA, 617671,  M
38, 68.7, 1203329, 253948, 193725, 103492, 153652, 40560, 29512, 34191, 21, 56, NA, 2012409,  M
39, 69.7, 511895, 220780, 41249, 26616, 6813, 21139, 3483, 5966, 50, 66, NA, 837941,  M
40, 71.7, 912810, 74763, 17736, 59003, 37525, 22651, 9775, 13630, 61, 61, NA, 1147893,  M
41, 72.7, 229335, 74213, 27450, 31534, 8511, 11550, 5166, 8121, 51, 57, NA, 395880,  M
42, 74.7, 744356, 138375, 5994, 30475, 17207, 9358, 7402, 7103, 48, 54, NA, 960270,  M
43, 77.7, 243924, 21461, 24350, 8540, 6204, 2828, 10865, 1740, 41, 80, NA, 319912,  M
44, 79.7, 126574, 121164, 79625, 9013, 30688, 16785, 19534, 13063, 37, 88, NA, 416446,  M
45, 80.7, 60776, 29032, 721, 1130, 3256, 2564, 8969, 3025, 30, 37, NA, 109473,  M
46, 82.7, 1185025, 458247, 28050, 10469, 101897, 48414, 21569, 24979, 43, 7, NA, 1878650,  M
47, 83.7, 339613, 70593, 34741, 12933, 67840, 8858, 25963, 4651, 43, 1, NA, 565192,  M
48, 85.7, 789602, 10959, 4977, 6406, 2407, 4181, 3665, 2748, 57, 27, NA, 824945,  M
49, 86.7, 342514, 98156, 12662, 1261, 2309, 5155, 3175, 1237, 51, 43, NA, 466469,  M
50, 88.7, 202000, 48372, 1464, 5150, 782, 4451, 10704, 9126, 53, 30, NA, 282049,  M
51, 89.7, 135991, 11867, 3668, 1695, 1465, 5800, 5313, 2338, 69, 34, NA, 168137,  M
52, 91.6, 750827, 148877, 13573, 8404, 9051, 18252, 29835, 3395, 81, 30, NA, 982214,  M
