obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 6.0, 6685, 3077, 564, 521, 1337, 4927, 4186, 1813, NA, NA, NA, 23110,  M*
2, 7.0, 30162, 6137, 6388, 4424, 8606, 18306, 13764, 5722, NA, NA, NA, 93509,  M*
3, 9.0, 52761, 24590, 10449, 4440, 7261, 6057, 6230, 3830, 38, 51, NA, 115618,  M*
4, 10.0, 645306, 354803, 37508, 35263, 12839, 34508, 20199, 4034, 26, 50, NA, 1144460,  M*
5, 12.0, 97122, 47738, 32479, 17153, 22789, 8609, 20180, 17011, 23, 70, NA, 263081,  M*
6, 12.9, 164252, 32186, 2243, 9810, 14577, 13520, 28760, 11183, 34, 66, NA, 276531,  M*
7, 14.9, 25577, 15919, 10183, 4512, 8428, 13364, 14912, 5866, 44, 80, NA, 98761,  M*
8, 17.9, 1663801, 269023, 69421, 86788, 10968, 52865, 14653, 8536, 41, 90, NA, 2176055,  M*
9, 19.9, 304117, 99558, 9191, 32107, 7873, 5795, 6799, 5381, 13, 90, NA, 470821,  M*
10, 20.9, 339102, 513711, 27564, 11126, 24775, 10645, 7537, 2507, 1, 54, NA, 936967,  M*
11, 22.9, 44371, 77114, 15169, 42488, 12206, 16532, 30295, 18708, 10, 60, NA, 256883,  M*
12, 23.9, 576329, 141512, 33980, 12470, 8206, 8801, 25922, 25780, 11, 51, NA, 833000,  M*
13, 25.9, 1263706, 59268, 63712, 17143, 7115, 5652, 4865, 2005, 17, 91, NA, 1423466,  M*
14, 26.9, 540943, 26212, 4498, 2155, 3953, 1849, 1520, 1010, 8, 77, NA, 582140,  M*
15, 28.9, 697369, 55788, 9599, 7162, 15706, 23269, 7959, 12383, 21, 67, NA, 829235,  M*
16, 29.9, 183584, 52262, 5978, 8076, 4023, 2001, 7604, 2060, 16, 41, NA, 265588,  M*
17, 31.9, 631041, 267948, 2118, 35666, 17765, 27654, 64928, 15248, 20, 35, NA, 1062368,  M*
18, 32.9, 508828, 33384, 38460, 16734, 17377, 11300, 16100, 31277, 17, 63, NA, 673460,  M*
19, 34.9, 1421101, 82588, 14193, 30609, 13776, 18832, 30474, 10922, 29, 69, NA, 1622495,  M*
20, 37.9, 201256, 120792, 9353, 7300, 4184, 4844, 4121, 5471, 23, 51, NA, 357321,  M*
21, 39.8, 232921, 59098, 8643, 2426, 12804, 3701, 2823, 2836, 3, 11, NA, 325252,  M*
22, 40.9, 930201, 104254, 101719, 22100, 15034, 15872, 18012, 17536, 17, 47, NA, 1224728,  M*
23, 42.8, 30700, 4305, 11811, 5637, 11167, 12904, 22562, 22047, 30, 75, NA, 121133,  M*
24, 43.9, 2745899, 568643, 163968, 23230, 36018, 26857, 16051, 13347, 34, 94, NA, 3594013,  M*
25, 45.8, 263800, 87377, 29812, 38484, 8893, 29499, 23542, 10498, 40, 88, NA, 491905,  M*
26, 46.8, 276191, 368115, 2297, 28122, 20161, 16388, 11436, 11744, 26, 47, NA, 734454,  M*
27, 48.8, 8658, 29087, 10989, 12020, 8259, 10229, 23431, 37097, 38, 54, NA, 139770,  M*
28, 49.8, 248836, 8711, 2112, 1047, 1425, 1009, 2057, 1830, 27, 27, NA, 267027,  M*
29, 51.8, 62522, 6584, 1037, 2182, 1199, 2752, 5028, 1902, 41, 48, NA, 83206,  M*
30, 52.8, 198314, 12045, 2576, 1800, 2501, 1316, 925, 330, 26, 54, NA, 219807,  M*
31, 54.8, 29585, 9923, 8498, 23681, 21703, 17109, 40189, 8621, 38, 67, NA, 159309,  M*
32, 57.8, 64344, 23548, 1802, 384, 627, 3020, 1453, 431, 40, 61, NA, 95609,  M*
33, 59.8, 136041, 145896, 16273, 3688, 12224, 17977, 9250, 5523, 29, 13, NA, 346872,  M*
34, 60.8, 26401, 10701, 4451, 5433, 7821, 17505, 28480, 3865, 57, 34, NA, 104657,  M
35, 62.8, 33501, 39856, 31680, 11441, 4894, 5346, 2614, 1772, 41, 54, NA, 131104,  M
36, 63.8, 338052, 51270, 25433, 3129, 12523, 7053, 3591, 1883, 34, 80, NA, 442934,  M
37, 65.7, 16102, 16409, 12325, 6441, 8049, 5229, 22040, 3139, 20, 93, NA, 89734,  M
38, 66.7, 299825, 273174, 15152, 40532, 112353, 80297, 20444, 7217, 30, 77, NA, 848994,  M
39, 68.7, 212013, 45225, 25898, 5785, 1517, 2585, 3548, 2302, 24, 84, NA, 298873,  M
40, 69.7, 77252, 7840, 5610, 239, 747, 858, 1345, 2408, 17, 70, NA, 96299,  M
41, 71.7, 384932, 88644, 13170, 5300, 10202, 3674, 3324, 5931, 4, 80, NA, 515177,  M
42, 72.7, 61767, 72031, 28185, 5533, 5059, 2121, 10127, 1395, 23, 66, NA, 186218,  M
43, 74.7, 9869, 7861, 9402, 8027, 2743, 11535, 14995, 2373, 38, 70, NA, 66805,  M
44, 77.7, 269153, 27055, 55127, 13976, 11968, 36365, 29994, 9158, 43, 93, NA, 452796,  M
45, 79.7, 547664, 128598, 35730, 8522, 12877, 18205, 26558, 12702, 44, 70, NA, 790856,  M
46, 80.7, 40693, 22819, 1867, 19494, 4693, 19231, 19151, 5123, 30, 64, NA, 133071,  M
47, 82.7, 5898, 6659, 8536, 4154, 6630, 9571, 16003, 6953, 38, 84, NA, 64404,  M
48, 83.7, 60404, 57229, 24190, 13555, 31551, 24056, 16743, 6497, 57, 93, NA, 234225,  M
49, 85.7, 34191, 20324, 2917, 10075, 9296, 9573, 12994, 7700, 53, 88, NA, 107070,  M
50, 86.7, 25612, 32074, 4133, 23151, 4148, 10534, 22419, 5675, 43, 90, NA, 127746,  M
51, 88.7, 349016, 20514, 26150, 2741, 8913, 5126, 2707, 1035, 37, 100, NA, 416202,  M
52, 89.7, 166958, 95720, 13798, 5197, 8704, 4158, 2261, 1742, 26, 61, NA, 298538,  M
53, 91.7, 137278, 21753, 10974, 1720, 3936, 1596, 426, 327, 16, 56, NA, 178010,  M
54, 92.7, 152978, 23962, 7999, 11497, 7543, 7330, 1895, 2452, 23, 75, NA, 215656,  M
55, 94.6, 306928, 42192, 24033, 2935, 10054, 4475, 2574, 1583, 26, 90, NA, 394774,  M
56, 97.6, 260389, 66314, 17989, 12930, 14335, 3056, 6815, 3335, 21, 83, NA, 385163,  M
57, 99.6, 171723, 102497, 24718, 11501, 7067, 10435, 3996, 5154, 8, 67, NA, 337091,  M
58, 100.6, 13327, 3270, 4216, 1501, 15698, 8766, 9421, 5937, 44, 63, NA, 62136,  M
59, 102.6, 30729, 11992, 4674, 5234, 11775, 11656, 14431, 6480, 64, 66, NA, 96971,  M
60, 103.6, 119199, 143719, 109685, 56843, 21315, 38535, 26979, 9210, 47, 61, NA, 525485,  M
61, 105.6, 1173320, 57862, 22057, 17582, 9936, 6514, 4124, 3067, 27, 75, NA, 1294462,  M
62, 106.6, 2820, 3703, 3605, 7940, 12719, 9423, 13769, 12954, 50, 100, NA, 66933,  M
63, 108.6, 10482, 4525, 3524, 9801, 2900, 10028, 9636, 4431, 60, 100, NA, 55327,  M
64, 109.6, 296044, 14973, 3293, 7873, 3906, 5392, 656, 366, 67, 97, NA, 332503,  M
65, 109.6, 203210, 108676, 27314, 33667, 10308, 9603, 6623, 5992, 51, 97, NA, 405393,  M
