obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 6.0, 1802259, 307306, 29435, 46018, 26791, 36429, 74997, 26374, NA, NA, NA, 2349609,  T*
2, 7.0, 465742, 33984, 35788, 28243, 6053, 29408, 15529, 5088, NA, NA, NA, 619835,  T*
3, 9.0, 767098, 288324, 5919, 11409, 45139, 16470, 11582, 8865, 30, 30, NA, 1154806,  T*
4, 11.9, 78644, 61352, 8431, 7831, 7075, 7253, 3036, 2581, 17, 47, NA, 176203,  T*
5, 13.0, 554438, 46428, 15036, 14189, 7089, 9597, 12836, 2550, 30, 64, NA, 662163,  T*
6, 17.9, 801503, 198103, 27861, 7893, 5020, 12598, 10998, 3110, 35, 51, NA, 1067086,  T*
7, 22.9, 365583, 99025, 12638, 36536, 33930, 27811, 13960, 5414, 41, 54, NA, 594897,  T*
8, 23.9, 493868, 28926, 10530, 35747, 11573, 23277, 14212, 3755, 53, 57, NA, 621888,  T*
9, 25.9, 335914, 80529, 6043, 11320, 10407, 20226, 15334, 6722, 69, 57, NA, 486495,  T*
10, 26.9, 835965, 54744, 6169, 51155, 13811, 26080, 27312, 3834, 77, 74, NA, 1019070,  T*
11, 28.9, 65738, 12576, 5145, 15251, 12457, 34495, 23154, 2589, 88, 67, NA, 171405,  T*
12, 29.9, 1007361, 86337, 20412, 18630, 6171, 13270, 4005, 3468, 57, 61, NA, 1159654,  T*
13, 31.9, 91313, 26478, 699, 4835, 2674, 2580, 3954, 2237, 44, 53, NA, 134770,  T*
14, 32.9, 329318, 53630, 24467, 8821, 2208, 5287, 5058, 2054, 35, 66, NA, 430843,  T*
15, 34.9, 41890, 12833, 5855, 14215, 11075, 19770, 15610, 8601, 54, 67, NA, 129849,  T*
16, 37.9, 206264, 11636, 19500, 6289, 13945, 20499, 13544, 3575, 75, 77, NA, 295252,  T*
17, 39.8, 55252, 34891, 9836, 1846, 7245, 7329, 5466, 1225, 78, 70, NA, 123090,  T*
18, 40.9, 61305, 48735, 23116, 9414, 13542, 9156, 8103, 8491, 64, 74, NA, 181862,  T*
19, 42.8, 70983, 21554, 3848, 3184, 4828, 1468, 1557, 378, 38, 67, NA, 107800,  T*
