obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
20, 43.8, 166909, 19689, 1295, 32749, 44097, 25473, 22093, 4488, 48, 70, NA, 316793,  T*
21, 45.8, 22978, 46890, 13642, 15548, 36722, 15767, 9138, 7076, 54, 67, NA, 167761,  T*
22, 46.8, 254461, 15748, 3533, 6795, 3896, 5037, 2947, 1777, 61, 64, NA, 294194,  T*
23, 48.8, 805785, 344602, 98181, 78039, 32844, 31378, 13641, 23760, 40, 63, NA, 1428230,  T*
24, 49.8, 411182, 15661, 7239, 5537, 12723, 34668, 14804, 5913, 63, 53, NA, 507727,  T*
25, 51.8, 334922, 22364, 9981, 7245, 4425, 3177, 3723, 607, 51, 54, NA, 386444,  T*
26, 52.8, 202756, 12102, 4601, 1286, 9453, 3999, 3632, 1004, 80, 54, NA, 238833,  T*
27, 54.8, 91941, 21278, 28270, 7859, 28014, 18874, 14492, 2008, 64, 61, NA, 212736,  T*
28, 57.8, 182008, 134695, 29005, 25911, 12846, 13728, 7705, 2812, 61, 61, NA, 408710,  T*
29, 59.8, 71821, 20679, 5790, 6017, 2760, 6380, 2236, 608, 43, 61, NA, 116291,  T*
30, 60.8, 89527, 30686, 4935, 4092, 2936, 3371, 4336, 1234, 41, 41, NA, 141117,  T
31, 62.8, 508323, 57728, 54362, 16632, 6299, 16679, 7260, 3337, 43, 53, NA, 670620,  T
32, 63.8, 21972, 10902, 8639, 11737, 3605, 17413, 10130, 3608, 30, 63, NA, 88006,  T
33, 65.8, 108733, 21616, 1059, 3612, 8575, 3646, 1923, 1367, 37, 57, NA, 150531,  T
34, 66.7, 10117, 7914, 8435, 9926, 12679, 11398, 9216, 7073, 70, 63, NA, 76758,  T
35, 68.7, 1735218, 65596, 15814, 6733, 6093, 17837, 15439, 6370, 61, 57, NA, 1869100,  T
36, 69.7, 121042, 149248, 15069, 12220, 8737, 17288, 19601, 21373, 54, 56, NA, 364578,  T
37, 71.7, 442367, 87697, 55834, 47417, 20246, 40566, 31004, 9596, 47, 57, NA, 734727,  T
38, 72.7, 57772, 30195, 12541, 40447, 28875, 10509, 20846, 4639, 51, 57, NA, 205824,  T
39, 74.7, 87184, 42603, 17659, 6428, 20112, 11302, 15862, 12977, 56, 63, NA, 214127,  T
40, 77.7, 672559, 30463, 19658, 11638, 10376, 13761, 26929, 3746, 50, 77, NA, 789130,  T
41, 79.7, 19807, 16354, 6582, 11038, 8839, 14459, 29152, 8828, 56, 66, NA, 115059,  T
42, 80.7, 968276, 298019, 74102, 35224, 26976, 23690, 6115, 5314, 30, 56, NA, 1437716,  T
43, 82.7, 10579, 18819, 4577, 6781, 14866, 21025, 4762, 10960, 57, 54, NA, 92369,  T
44, 83.7, 12978, 3043, 9282, 12218, 11705, 8692, 9067, 5388, 54, 63, NA, 72373,  T
45, 85.7, 37654, 5075, 13542, 9983, 40201, 31362, 15514, 4259, 87, 61, NA, 157590,  T
46, 86.7, 64945, 9069, 2478, 1793, 5415, 3027, 2023, 1093, 81, 57, NA, 89843,  T
47, 88.7, 1307648, 298948, 26326, 60495, 71297, 207882, 28145, 16309, 84, 43, NA, 2017050,  T
48, 89.7, 160764, 53758, 30494, 6234, 4280, 6831, 7890, 3513, 54, 54, NA, 273764,  T
49, 91.6, 627506, 88307, 6210, 3500, 5116, 7909, 7989, 1542, 44, 47, NA, 748079,  T
50, 92.7, 1436805, 230394, 62792, 49851, 36797, 44031, 28645, 22854, 27, 51, NA, 1912169,  T
51, 94.6, 279854, 67148, 23927, 11229, 3545, 7931, 8420, 3394, 27, 50, NA, 405448,  T
52, 97.6, 72550, 53527, 41059, 27048, 11409, 33715, 16604, 5850, 35, 75, NA, 261762,  T
53, 99.6, 24445, 46417, 21684, 14921, 11326, 18203, 4725, 3337, 66, 69, NA, 145058,  T
54, 100.6, 79178, 21091, 10023, 6810, 6941, 7683, 2328, 744, 54, 53, NA, 134798,  T
55, 102.6, 29752, 23131, 2688, 5212, 4196, 6337, 11832, 2890, 51, 50, NA, 86038,  1
56, 103.6, 11417, 8598, 2528, 2620, 3386, 14793, 4873, 4000, 75, 54, NA, 52215,  1
57, 105.6, 30261, 15915, 1892, 1689, 5873, 4628, 3768, 2493, 77, 44, NA, 66519,  1
58, 106.6, 13708, 4893, 5785, 21008, 8660, 29441, 10790, 11814, 83, 53, NA, 106099,  1
59, 108.6, 35462, 24745, 6742, 4973, 6708, 7504, 16227, 17805, 66, 56, NA, 120166,  1
60, 109.6, 155340, 107522, 8616, 17423, 13887, 17182, 11133, 10773, 67, 56, NA, 341876,  1
61, 111.6, 147150, 22269, 14655, 7290, 39353, 16287, 11949, 16759, 60, 50, NA, 275712,  1
62, 112.6, 34286, 25651, 12462, 26729, 30279, 11668, 11798, 9582, 48, 48, NA, 162455,  1
63, 114.6, 264332, 31048, 17425, 2459, 5470, 6954, 1330, 1533, 50, 56, NA, 330551,  1
64, 117.5, 299011, 30070, 9763, 7426, 3762, 4901, 1909, 587, 48, 70, NA, 357429,  1
65, 119.5, 243999, 65174, 86650, 40294, 34018, 14749, 15483, 8380, 54, 67, NA, 508747,  1
66, 120.5, 198359, 22012, 2065, 3708, 3862, 6535, 2921, 707, 54, 64, NA, 240169,  1
67, 122.5, 10457, 12150, 10106, 5624, 9751, 18487, 11926, 7001, 57, 75, NA, 85502,  1
68, 123.5, 93895, 14058, 18751, 3890, 3266, 3877, 1691, 988, 69, 63, NA, 140416,  1
69, 125.5, 25332, 11122, 32893, 13595, 5234, 7845, 8963, 4558, 64, 81, NA, 109542,  1
70, 126.5, 11795, 17453, 2720, 7533, 9401, 9647, 10464, 3556, 38, 78, NA, 72569,  1
71, 128.5, 350321, 49566, 14845, 9383, 7298, 14720, 8534, 4930, 43, 69, NA, 459597,  1
72, 128.5, 95515, 11673, 1515, 1685, 2191, 6886, 2782, 2279, 84, 44, NA, 124526,  1
