obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 5.9, 588706, 29167, 9136, 17030, 25666, 6029, 4929, 3064, NA, NA, NA, 683727,  N*
2, 6.9, 20471, 12844, 6932, 17972, 14432, 9836, 2260, 3101, NA, NA, NA, 87848,  N*
3, 8.9, 7653, 5279, 7208, 8261, 5869, 6545, 3845, 2000, 51, 54, NA, 46660,  N*
4, 9.9, 8668, 47971, 17778, 9054, 17122, 9418, 2978, 2686, 50, 41, NA, 115675,  N*
5, 11.9, 24075, 11272, 3823, 6684, 3607, 13942, 5496, 2382, 74, 27, NA, 71281,  N*
6, 12.9, 7399, 11694, 2221, 11865, 8539, 5737, 2391, 3094, 53, 21, NA, 52940,  N*
7, 17.9, 868369, 76714, 22997, 24246, 9129, 5487, 2797, 950, 40, 34, NA, 1010689,  N*
8, 19.9, 283074, 70438, 39218, 5006, 13492, 29733, 27806, 5116, 27, 16, NA, 473883,  N*
9, 20.9, 730332, 57694, 8487, 4476, 6112, 1925, 5549, 1228, 43, 1, NA, 815803,  N*
10, 22.9, 617142, 121120, 111268, 37716, 31487, 65127, 36154, 20413, 43, 4, NA, 1040427,  N*
11, 23.9, 944332, 320773, 94969, 66223, 39228, 42815, 48828, 14658, 21, 41, NA, 1571826,  N*
12, 25.9, 121458, 23199, 2571, 1388, 1757, 1253, 2651, 525, 27, 41, NA, 154802,  N*
13, 26.8, 2115483, 609584, 35064, 35907, 42610, 46119, 33238, 25678, 13, 16, NA, 2943683,  N*
14, 28.9, 55814, 89523, 8963, 2023, 6196, 8570, 7818, 1755, 13, 1, NA, 180662,  N*
15, 29.8, 1086988, 75454, 12966, 14067, 9519, 2944, 1863, 759, 17, 13, NA, 1204560,  N*
16, 31.8, 261289, 2990, 1072, 1616, 2357, 2079, 1618, 460, 41, 34, NA, 273481,  N*
17, 32.8, 430215, 171142, 27863, 14658, 19545, 20299, 24433, 5741, 54, 17, NA, 713896,  N*
18, 34.8, 66004, 25538, 6728, 2496, 3215, 3674, 3218, 775, 70, 16, NA, 111648,  N*
19, 39.8, 1715226, 147392, 46776, 51135, 108016, 30975, 13665, 5461, 29, 51, NA, 2118646,  N*
20, 40.8, 174189, 16915, 11693, 2847, 38111, 22392, 24552, 6954, 75, 30, NA, 297653,  N*
21, 42.8, 239690, 81031, 17860, 9484, 14294, 28323, 18051, 9819, 67, 24, NA, 418552,  N*
22, 43.8, 207047, 141671, 11157, 24868, 11946, 31774, 4975, 5002, 67, 1, NA, 438440,  N*
23, 45.8, 1245044, 23841, 3629, 16188, 2892, 5184, 1560, 1077, 47, 13, NA, 1299415,  N*
24, 46.8, 268204, 20295, 2817, 13459, 9867, 3952, 1785, 1061, 38, 29, NA, 321440,  N*
25, 48.8, 339095, 83715, 8708, 9120, 13546, 9782, 6531, 4409, 27, 27, NA, 474906,  N*
26, 49.8, 166594, 112137, 11465, 4439, 9318, 8986, 2296, 3790, 23, 1, NA, 319025,  N*
27, 51.8, 42985, 9681, 6143, 15061, 10364, 8047, 3073, 1605, 34, 1, NA, 96959,  N*
28, 52.8, 1218607, 103366, 21280, 62831, 51186, 74364, 18006, 13502, 74, 23, NA, 1563142,  N*
29, 54.8, 118047, 61153, 3572, 27675, 4125, 3380, 5657, 1666, 64, 40, NA, 225275,  N*
30, 57.7, 25980, 7360, 8732, 1809, 2123, 2344, 2410, 1663, 50, 56, NA, 52421,  N*
31, 59.7, 36284, 15537, 1141, 9218, 2381, 9756, 4656, 1207, 57, 77, NA, 80180,  N*
32, 60.7, 19638, 6658, 11323, 10544, 5784, 3694, 6688, 4586, 74, 67, NA, 68915,  N
33, 62.7, 26709, 21108, 10527, 6043, 3063, 5377, 8015, 5700, 78, 67, NA, 86542,  N
34, 63.7, 34184, 37353, 10653, 12420, 7937, 10130, 4241, 1826, 48, 74, NA, 118744,  N
35, 65.7, 11557, 2860, 12648, 4878, 3853, 4611, 2086, 1151, 56, 75, NA, 43644,  N
36, 66.7, 88594, 18621, 33781, 5099, 10658, 8859, 2864, 3340, 54, 60, NA, 171816,  N
37, 68.7, 10594, 17431, 3967, 2371, 5928, 5804, 3851, 2249, 61, 51, NA, 52195,  N
38, 69.7, 54225, 17470, 6532, 1294, 3654, 7739, 7627, 2866, 69, 41, NA, 101407,  N
39, 71.7, 70307, 14953, 2194, 10584, 4000, 8411, 11996, 3407, 80, 30, NA, 125852,  N
40, 72.7, 18264, 16732, 15827, 5782, 7660, 28317, 3738, 6586, 100, 48, NA, 102906,  N
41, 74.7, 38497, 14599, 6771, 2607, 2119, 8264, 3876, 1804, 100, 51, NA, 78537,  N
42, 77.7, 1489202, 128802, 9437, 12401, 19198, 11505, 9550, 2163, 74, 14, NA, 1682258,  N
43, 79.6, 250999, 12712, 3679, 6881, 3242, 2308, 2423, 1284, 20, 37, NA, 283528,  N
44, 80.7, 121126, 26327, 31319, 23999, 7877, 7278, 10727, 2250, 38, 43, NA, 230903,  N
45, 82.6, 114735, 85309, 8224, 9880, 11579, 9525, 3510, 2011, 44, 35, NA, 244773,  N
46, 83.7, 85442, 89456, 12308, 3087, 9984, 7550, 13298, 1359, 38, 35, NA, 222484,  N
47, 85.6, 162694, 9946, 491, 6715, 4065, 1566, 978, 1608, 38, 21, NA, 188063,  N
48, 86.6, 86443, 8402, 1790, 4718, 1247, 3680, 1708, 1196, 34, 24, NA, 109184,  N
49, 88.6, 98966, 73402, 46945, 19209, 9205, 7639, 3629, 4275, 27, 48, NA, 263270,  N
50, 89.6, 136353, 15734, 1317, 547, 2141, 703, 804, 79, 17, 27, NA, 157678,  N
51, 91.6, 163804, 52498, 7422, 5177, 15267, 6666, 8710, 2145, 7, 13, NA, 261689,  N
52, 92.6, 70346, 106584, 27483, 31859, 25945, 15473, 9488, 1462, 21, 16, NA, 288640,  N
53, 94.6, 80426, 63303, 11025, 9871, 1898, 4679, 1112, 465, 27, 30, NA, 172779,  N
54, 97.6, 46526, 45520, 19461, 2401, 13768, 6571, 8453, 4566, 16, 21, NA, 147266,  N
55, 99.6, 962123, 151984, 22027, 50393, 16160, 11972, 19608, 2729, 54, 48, NA, 1236996,  N
56, 100.6, 432562, 81813, 29460, 19766, 7227, 11834, 7853, 11140, 27, 30, NA, 601655,  N
57, 102.6, 611183, 428636, 7278, 118531, 82433, 15964, 27452, 9113, 1, 20, NA, 1300590,  N
58, 103.6, 292567, 96296, 50552, 45291, 67106, 42945, 5803, 4438, 26, 30, NA, 604998,  N
59, 105.5, 252109, 44165, 19779, 15467, 8938, 19394, 5117, 3217, 40, 30, NA, 368186,  N
60, 106.6, 88031, 59580, 3662, 6618, 7269, 11111, 6726, 5121, 69, 40, NA, 188118,  N
61, 108.6, 38835, 27145, 704, 3475, 7521, 14378, 3980, 1413, 78, 20, NA, 97451,  N
62, 109.5, 214186, 116016, 42424, 38061, 16913, 22286, 12652, 4078, 75, 17, NA, 466616,  N
63, 111.5, 273254, 64889, 7200, 4143, 8340, 6746, 12480, 4755, 67, 20, NA, 381807,  N
64, 112.5, 107179, 11137, 3584, 12767, 12403, 10702, 7022, 5273, 51, 35, NA, 170067,  N
65, 114.5, 30621, 25973, 11916, 5953, 11077, 3418, 5823, 2950, 47, 35, NA, 97731,  N
66, 117.5, 39911, 28484, 7935, 3883, 3307, 10378, 8210, 2832, 69, 41, NA, 104940,  N
67, 119.5, 94287, 12710, 9706, 6412, 8018, 2878, 7144, 3507, 64, 54, NA, 144662,  N
68, 120.5, 132593, 127196, 48033, 21333, 11845, 11568, 8004, 2200, 44, 67, NA, 362772,  N
69, 122.5, 61676, 3894, 346, 23565, 8345, 16422, 9649, 3798, 56, 69, NA, 127695,  N
70, 123.5, 122988, 13074, 5568, 3846, 1326, 7688, 2800, 1368, 77, 70, NA, 158658,  N
71, 125.5, 212539, 116920, 22945, 23847, 3422, 14930, 17606, 8800, 81, 66, NA, 421009,  N
72, 126.5, 1872547, 33836, 3377, 13486, 14518, 20580, 10200, 2580, 74, 16, NA, 1971124,  N
73, 126.5, 288006, 81684, 14391, 8765, 15623, 8755, 15215, 2377, 56, 7, NA, 434816,  N
