obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 6.0, 525146, 45152, 52581, 11708, 28140, 11156, 17734, 2649, NA, NA, NA, 694266,  M*
2, 7.0, 474762, 176851, 34528, 72268, 22693, 16571, 11239, 2782, NA, NA, NA, 811694,  M*
3, 8.9, 949956, 176740, 82272, 22212, 31834, 9227, 12002, 5405, 30, 47, NA, 1289648,  M*
4, 10.0, 1252829, 469101, 87310, 34944, 118130, 107272, 61355, 7666, 74, 53, NA, 2138607,  M*
5, 11.9, 267762, 8467, 4498, 2465, 1448, 3368, 1265, 561, 96, 61, NA, 289834,  M*
6, 12.9, 1317752, 34387, 11943, 7143, 12398, 9735, 3473, 1989, 100, 51, NA, 1398820,  M*
7, 14.9, 424074, 339479, 8181, 6272, 11338, 10121, 4700, 2344, 84, 37, NA, 806509,  M*
8, 17.9, 666308, 92894, 13228, 52604, 23503, 14657, 7280, 2060, 41, 23, NA, 872534,  M*
9, 19.9, 218130, 19820, 6233, 5429, 2785, 4373, 2302, 2284, 87, 87, NA, 261356,  M*
10, 20.9, 111623, 14332, 8758, 2061, 7720, 7813, 2609, 2063, 100, 63, NA, 156979,  M*
11, 22.9, 478629, 120892, 3729, 5802, 4751, 13494, 20389, 12549, 94, 35, NA, 660235,  M*
12, 23.9, 262300, 52239, 23167, 83883, 17386, 10612, 19316, 4507, 84, 57, NA, 473410,  M*
13, 25.9, 147903, 82711, 9059, 5686, 13618, 3293, 6645, 1807, 53, 50, NA, 270722,  M*
14, 26.9, 1018264, 40856, 30836, 26076, 6917, 4254, 6421, 3571, 38, 88, NA, 1137195,  M*
15, 28.9, 240976, 64851, 4458, 8919, 2887, 3863, 5082, 2183, 35, 64, NA, 333219,  M*
16, 29.9, 1048908, 27755, 13507, 7434, 5457, 6814, 6876, 2130, 44, 64, NA, 1118881,  M*
17, 31.9, 322731, 4574, 3477, 2977, 1638, 2647, 4748, 2130, 67, 61, NA, 344922,  M*
