obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
18, 32.9, 838822, 50617, 3160, 10186, 12762, 10000, 3753, 5238, 75, 64, NA, 934538,  M*
19, 34.9, 269446, 240558, 12824, 14536, 21156, 19255, 10764, 8996, 64, 44, NA, 597535,  M*
20, 37.9, 231752, 28338, 13268, 5469, 3607, 6497, 3455, 5214, 63, 27, NA, 297600,  M*
21, 39.8, 607477, 146272, 134157, 81422, 42191, 59742, 27755, 31947, 97, 67, NA, 1130963,  M*
22, 40.8, 1516937, 65892, 30943, 7761, 35081, 18931, 9328, 6404, 100, 74, NA, 1691277,  M*
23, 42.8, 120444, 17722, 7260, 2648, 1339, 2246, 2338, 802, 83, 74, NA, 154799,  M*
24, 43.8, 262018, 93017, 57554, 9385, 5239, 14576, 18174, 3325, 78, 70, NA, 463288,  M*
25, 45.8, 346189, 7831, 5211, 5660, 3713, 2133, 1028, 396, 69, 80, NA, 372161,  M*
26, 46.8, 1068436, 176108, 37898, 30181, 17022, 24761, 19666, 1534, 64, 74, NA, 1375606,  M*
27, 48.8, 168498, 21161, 13519, 1291, 9686, 2984, 4113, 1032, 63, 69, NA, 222284,  M*
28, 49.8, 2244766, 665182, 39391, 38334, 64328, 26320, 20006, 12863, 29, 54, NA, 3111190,  M*
29, 51.8, 362376, 15586, 3431, 4081, 1629, 2806, 2527, 3837, 30, 56, NA, 396273,  M*
30, 52.8, 2155077, 284207, 318898, 358057, 70938, 168942, 125105, 32302, 69, 54, NA, 3513526,  M*
31, 54.8, 391529, 38934, 25018, 14353, 1845, 8564, 4335, 849, 87, 77, NA, 485427,  M*
32, 57.8, 186522, 15996, 9069, 3562, 5588, 9557, 5484, 5086, 100, 64, NA, 240864,  M*
33, 60.8, 520707, 172861, 12093, 15595, 13281, 7757, 7223, 1763, 61, 27, NA, 751280,  M
34, 62.8, 2305958, 68387, 20016, 14791, 17341, 11748, 11665, 5381, 47, 27, NA, 2455287,  M
35, 63.8, 1199816, 65052, 30312, 31973, 31864, 27945, 19535, 21537, 61, 64, NA, 1428034,  M
36, 65.7, 899645, 270597, 126581, 37832, 23037, 27337, 25394, 3571, 67, 78, NA, 1413994,  M
37, 66.7, 2009199, 173004, 64604, 151183, 114093, 65728, 75928, 14994, 87, 69, NA, 2668733,  M
38, 68.8, 744245, 222313, 28019, 49219, 6959, 8462, 14286, 10753, 57, 64, NA, 1084256,  M
39, 69.7, 261387, 290418, 35039, 36048, 24741, 67080, 17118, 6958, 60, 43, NA, 738789,  M
40, 71.7, 2203635, 300834, 36919, 54027, 42604, 20896, 10361, 7689, 43, 34, NA, 2676965,  M
41, 72.7, 713044, 43081, 11511, 14010, 38282, 19009, 14824, 11390, 78, 56, NA, 865151,  M
42, 77.7, 198282, 60329, 7050, 6271, 5970, 4088, 2107, 665, 61, 56, NA, 284762,  M
43, 79.7, 1096542, 73174, 21394, 7951, 19275, 27080, 4987, 2124, 50, 66, NA, 1252527,  M
44, 80.7, 164025, 117256, 19500, 11874, 16363, 16920, 3168, 1670, 57, 63, NA, 350776,  M
45, 82.7, 42454, 15340, 1816, 2442, 1491, 1027, 390, 514, 70, 54, NA, 65474,  M
46, 83.7, 230420, 105931, 6013, 8163, 9060, 10254, 3569, 1960, 60, 43, NA, 375370,  M
47, 85.7, 293273, 59478, 35423, 50518, 26996, 7638, 6678, 8130, 50, 60, NA, 488134,  M
48, 86.7, 154543, 5895, 2088, 2010, 1238, 861, 383, 65, 47, 67, NA, 167083,  M
49, 88.6, 34182, 86669, 17106, 12122, 8939, 10813, 17944, 6982, 47, 80, NA, 194757,  M
50, 89.6, 12098, 19328, 12212, 13197, 17618, 7454, 5724, 1863, 67, 64, NA, 89494,  M
51, 91.6, 26413, 7067, 7376, 4889, 4730, 4696, 5695, 2145, 83, 66, NA, 63011,  M
52, 92.6, 44076, 53985, 15631, 16156, 9907, 21915, 9041, 4060, 97, 64, NA, 174771,  M
53, 94.6, 99229, 18038, 6015, 8892, 4722, 18670, 7440, 4421, 100, 60, NA, 167427,  M
54, 97.6, 195660, 151072, 26689, 57563, 9637, 14495, 17096, 15715, 66, 63, NA, 487927,  M
55, 99.6, 657741, 28527, 3863, 5533, 12106, 5599, 5100, 1171, 53, 70, NA, 719640,  M
56, 100.6, 20879, 17751, 14113, 4235, 5445, 6897, 1817, 1137, 67, 64, NA, 72274,  M
57, 102.6, 144323, 6027, 4664, 484, 1647, 1558, 2297, 644, 67, 70, NA, 161644,  M
58, 103.6, 53707, 7756, 3207, 3315, 3527, 4458, 2927, 1688, 88, 70, NA, 80585,  M
59, 105.6, 324380, 116802, 19932, 7637, 5784, 8981, 15343, 1070, 74, 60, NA, 499929,  M
60, 106.6, 169041, 78223, 5784, 8056, 14045, 21297, 2595, 1369, 63, 38, NA, 300410,  M
61, 108.6, 18147, 22211, 1178, 5282, 10120, 6887, 5491, 4130, 60, 29, NA, 73446,  M
62, 109.6, 76048, 10112, 1518, 2243, 3268, 3108, 520, 1100, 97, 40, NA, 97917,  M
63, 111.6, 985929, 237916, 8956, 68805, 11198, 57411, 2671, 1838, 96, 48, NA, 1374724,  M
64, 112.6, 104990, 14962, 11152, 3944, 4608, 3850, 2049, 4282, 61, 56, NA, 149837,  M
65, 114.5, 64408, 31615, 15497, 13953, 6337, 6675, 5750, 3400, 53, 69, NA, 147635,  M
66, 117.5, 10090, 26192, 4356, 9523, 9737, 4068, 3742, 1678, 66, 64, NA, 69386,  M
67, 119.5, 854922, 44011, 20744, 20495, 8110, 12385, 3394, 994, 69, 53, NA, 965055,  M
68, 120.5, 44221, 28773, 9582, 15615, 11561, 11323, 7148, 2259, 81, 63, NA, 130482,  M
69, 122.5, 120781, 108972, 20468, 12874, 16039, 7585, 9225, 6359, 63, 56, NA, 302303,  M
70, 123.5, 938593, 379280, 10612, 8225, 15889, 32940, 28111, 14600, 30, 43, NA, 1428250,  M
71, 125.5, 432468, 62722, 34646, 22235, 39806, 16699, 10874, 3301, 26, 41, NA, 622751,  M
72, 126.5, 843718, 445423, 134023, 21137, 40336, 34442, 21267, 11604, 48, 24, NA, 1551950,  M
73, 128.5, 930880, 70408, 17500, 18931, 25631, 63646, 51433, 10518, 69, 41, NA, 1188947,  M
74, 129.5, 236877, 95778, 69591, 22961, 21130, 12356, 15162, 1621, 61, 53, NA, 475476,  M
75, 131.5, 185215, 244985, 40434, 19352, 9737, 10124, 4842, 7613, 54, 50, NA, 522302,  M
76, 132.5, 633860, 33762, 4423, 4986, 2035, 5102, 4269, 960, 38, 48, NA, 689397,  M
77, 134.5, 104243, 77303, 13798, 14600, 34640, 9842, 8855, 9451, 43, 37, NA, 272732,  M
78, 137.5, 523645, 185183, 56592, 20960, 21341, 12203, 5068, 4467, 43, 50, NA, 829459,  M
79, 139.5, 94917, 41252, 17153, 6320, 8364, 6036, 2104, 2094, 48, 70, NA, 178240,  M
80, 140.5, 44847, 21009, 2837, 3086, 1923, 1671, 768, 586, 48, 69, NA, 76727,  M
81, 142.5, 186265, 85260, 2978, 5405, 13905, 1871, 3424, 1635, 23, 48, NA, 300743,  M
82, 143.4, 704674, 79083, 9889, 6123, 6446, 4844, 4584, 2968, 24, 35, NA, 818611,  M
83, 145.4, 857471, 200111, 6203, 17115, 19820, 23502, 13824, 7422, 30, 24, NA, 1145468,  M
84, 146.4, 146426, 5590, 1062, 703, 1249, 894, 264, 106, 43, 27, NA, 156294,  M
85, 148.4, 147839, 18238, 5372, 5685, 2032, 1254, 270, 270, 40, 40, NA, 180960,  M
86, 149.4, 1648830, 177947, 94569, 61300, 33383, 23554, 24222, 6993, 24, 50, NA, 2070798,  M
87, 151.4, 176694, 19978, 1321, 4379, 1282, 910, 403, 261, 10, 51, NA, 205228,  M
88, 152.4, 41272, 91880, 5695, 10398, 7453, 16506, 8488, 5022, 34, 30, NA, 186714,  M
89, 154.4, 278790, 283949, 28580, 29812, 15391, 23030, 15514, 3866, 34, 20, NA, 678932,  M
90, 154.4, 196213, 12513, 3700, 867, 2677, 1699, 1913, 616, 53, 29, NA, 220198,  M
