obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
29, 51.8, 1023059, 36752, 33332, 11842, 47798, 39976, 11054, 3531, 77, 64, NA, 1207344,  N*
30, 52.8, 580069, 666605, 77572, 56692, 89741, 27162, 38195, 6430, 53, 34, NA, 1542466,  N*
31, 54.8, 138373, 7104, 4880, 9295, 2725, 8512, 2932, 1152, 75, 37, NA, 174973,  N*
32, 57.8, 46922, 28674, 3251, 8420, 2248, 3255, 2174, 1694, 34, 27, NA, 96638,  N*
33, 59.8, 115259, 30990, 9976, 9246, 23663, 31077, 11372, 7023, 75, 27, NA, 238606,  N*
34, 60.8, 139375, 161708, 3659, 38808, 13142, 29864, 6732, 7647, 78, 26, NA, 400935,  N*
35, 63.8, 122785, 79559, 8697, 7947, 16818, 7426, 5403, 3216, 67, 30, NA, 251851,  N
36, 65.8, 35031, 3515, 266, 556, 1759, 712, 1222, 460, 35, 4, NA, 43521,  N
37, 66.7, 1399845, 12510, 22341, 32431, 9140, 6858, 5223, 3335, 38, 43, NA, 1491683,  N
38, 68.7, 125782, 54682, 4398, 2683, 8855, 3985, 2691, 1382, 48, 38, NA, 204458,  N
39, 69.7, 107135, 56661, 17571, 6553, 12183, 3767, 2853, 1135, 38, 35, NA, 207858,  N
40, 71.7, 115285, 28381, 9832, 9834, 5501, 5982, 7433, 3433, 41, 17, NA, 185681,  N
41, 72.7, 429236, 8506, 2274, 952, 923, 2503, 1342, 737, 56, 29, NA, 446473,  N
42, 74.7, 412316, 158420, 6762, 33171, 9879, 3869, 1685, 2793, 26, 35, NA, 628895,  N
43, 77.7, 142683, 51426, 10615, 15094, 17781, 16200, 6429, 4212, 44, 47, NA, 264440,  N
44, 79.7, 113070, 145969, 17197, 5252, 3456, 20558, 8066, 5029, 67, 10, NA, 318597,  N
45, 80.7, 477613, 43613, 2005, 3466, 2783, 3903, 1557, 1068, 44, 13, NA, 536008,  N
46, 82.7, 81535, 12034, 1922, 2052, 4075, 3403, 2073, 2053, 50, 8, NA, 109147,  N
47, 83.7, 4526, 13141, 3311, 4484, 17004, 10319, 10485, 4679, 87, 10, NA, 67949,  N
48, 85.7, 46123, 18215, 4409, 5205, 14418, 6058, 9205, 7889, 93, 21, NA, 111522,  N
49, 86.7, 575775, 322712, 181337, 32974, 7125, 14558, 7010, 10248, 40, 24, NA, 1151739,  N
50, 88.7, 573807, 35131, 14978, 4731, 13180, 2793, 3313, 1671, 14, 30, NA, 649604,  N
51, 89.7, 650531, 69783, 16279, 14077, 23088, 19170, 6180, 3355, 13, 53, NA, 802463,  N
52, 91.6, 1362987, 566060, 8049, 40605, 50384, 37287, 13743, 21047, 23, 26, NA, 2100162,  N
53, 92.7, 77914, 12469, 16438, 1726, 2170, 2610, 850, 293, 41, 41, NA, 114470,  N
54, 94.6, 401530, 26960, 8429, 9670, 5623, 2340, 1861, 1770, 26, 50, NA, 458183,  N
55, 97.6, 22060, 15580, 12462, 16187, 12658, 9294, 12974, 5828, 40, 77, NA, 107043,  N
56, 99.6, 1922794, 290195, 18682, 34887, 19293, 6298, 8887, 2451, 23, 53, NA, 2303487,  N
57, 100.6, 156632, 15866, 2627, 2715, 1551, 6740, 2768, 1584, 17, 37, NA, 190483,  N
58, 102.6, 97144, 29268, 4933, 944, 1635, 2844, 1038, 1017, 23, 23, NA, 138823,  N
59, 103.6, 152397, 24188, 16938, 1538, 8363, 3116, 1769, 2044, 34, 30, NA, 210353,  N
60, 105.6, 281436, 49856, 31075, 40601, 12993, 15781, 20110, 2256, 24, 48, NA, 454108,  N
61, 106.6, 675304, 264046, 19271, 14047, 21860, 29801, 22839, 13475, 24, 37, NA, 1060643,  N
62, 108.6, 198455, 39288, 7661, 12206, 20543, 14386, 17518, 7465, 37, 27, NA, 317522,  N
63, 109.6, 16285, 22634, 725, 2932, 8455, 9872, 9063, 9400, 48, 1, NA, 79366,  N
64, 111.6, 354863, 157171, 29066, 11520, 10354, 14474, 5940, 2619, 44, 7, NA, 586007,  N
65, 112.6, 1004948, 58810, 73515, 36466, 21343, 7888, 16765, 2560, 27, 24, NA, 1222295,  N
66, 114.6, 1127737, 112489, 76868, 39659, 27134, 27924, 25183, 16054, 16, 50, NA, 1453048,  N
67, 117.5, 102902, 30196, 20771, 19743, 8739, 14079, 3932, 2095, 41, 74, NA, 202457,  N
68, 117.5, 140384, 6309, 5948, 2038, 1671, 1442, 1456, 197, 16, 61, NA, 159445,  N
