obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 6.0, 13184, 3869, 2178, 700, 2491, 4868, 2351, 1023, NA, NA, NA, 30664,  T*
2, 7.0, 49487, 204769, 58635, 24489, 24841, 12387, 7624, 1557, NA, NA, NA, 383789,  T*
3, 9.0, 745345, 60576, 5341, 3642, 2127, 7501, 9506, 1585, 38, 30, NA, 835623,  T*
4, 9.9, 469391, 21250, 3446, 16018, 553, 12702, 9285, 3128, 56, 74, NA, 535773,  T*
5, 11.9, 70605, 14808, 9176, 7649, 7952, 8142, 6987, 8290, 61, 91, NA, 133609,  T*
6, 12.9, 488996, 153851, 32771, 13408, 2769, 7648, 2079, 1189, 41, 75, NA, 702711,  T*
7, 14.9, 7576, 8350, 1872, 4034, 5077, 6527, 5106, 3402, 43, 64, NA, 41944,  T*
8, 17.9, 749070, 53281, 19485, 16901, 10465, 3071, 2068, 521, 34, 91, NA, 854862,  T*
9, 19.9, 6485, 21295, 9414, 17433, 11892, 9502, 6181, 2334, 47, 100, NA, 84536,  T*
10, 20.9, 737582, 227495, 49359, 15198, 11041, 17009, 26143, 6193, 47, 84, NA, 1090020,  T*
11, 22.9, 2870968, 372804, 64854, 48338, 13077, 18306, 8875, 6513, 30, 74, NA, 3403735,  T*
12, 23.9, 602150, 143757, 32798, 23553, 8967, 11047, 3112, 5392, 13, 80, NA, 830776,  T*
13, 25.9, 29241, 14102, 7687, 4132, 10498, 4989, 7833, 5111, 21, 87, NA, 83593,  T*
14, 26.9, 184935, 38866, 17850, 16842, 17619, 8424, 5897, 4103, 44, 81, NA, 294536,  T*
15, 28.9, 79029, 52003, 16200, 15501, 10752, 6037, 6528, 3846, 47, 87, NA, 189896,  T*
16, 29.9, 26935, 67115, 36123, 23714, 27784, 19295, 4821, 2464, 47, 91, NA, 208251,  T*
