obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
58, 100.6, 12799, 4847, 8972, 3606, 7380, 5503, 4471, 1631, 97, 80, NA, 49209,  M
59, 102.6, 50128, 48750, 11175, 35680, 23433, 15363, 6090, 2806, 84, 83, NA, 193425,  M
60, 103.6, 328041, 82570, 5850, 12869, 8440, 4433, 3831, 1131, 67, 67, NA, 447165,  M
61, 105.6, 27281, 9083, 2784, 6097, 15587, 27247, 3680, 6275, 81, 48, NA, 98034,  M
62, 106.6, 126809, 73679, 10466, 11845, 26063, 14020, 12330, 4248, 56, 29, NA, 279460,  M
63, 108.6, 5592, 23741, 15662, 13627, 10896, 10851, 9168, 6794, 67, 47, NA, 96331,  M
64, 109.6, 1298649, 261894, 8097, 15983, 14533, 18309, 16780, 7326, 56, 43, NA, 1641571,  M
65, 111.6, 12324, 17638, 110, 4413, 5210, 11922, 7426, 3140, 67, 37, NA, 62183,  M
66, 112.6, 50829, 164390, 29977, 37514, 36110, 19603, 15017, 5074, 57, 37, NA, 358514,  M
67, 114.6, 268383, 48746, 28297, 6332, 7099, 3891, 4942, 1472, 56, 64, NA, 369162,  M
68, 117.5, 16900, 49385, 31388, 7920, 13636, 16009, 15368, 8162, 48, 78, NA, 158768,  M
69, 119.5, 329143, 196521, 84587, 10212, 7120, 14832, 14330, 1230, 43, 60, NA, 657975,  M
70, 120.5, 113823, 113668, 55164, 26244, 23523, 10265, 11939, 10099, 38, 69, NA, 364725,  M
71, 122.5, 327115, 49921, 16089, 9575, 27015, 20645, 18710, 6365, 40, 66, NA, 475435,  M
72, 122.5, 99551, 29938, 24307, 11550, 4501, 5409, 4407, 3205, 47, 70, NA, 182868,  M
