obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
55, 94.6, 49739, 22788, 9083, 4003, 5091, 10298, 3705, 7602, 75, 78, NA, 112309,  T
56, 97.6, 70670, 42025, 6854, 31550, 7838, 15399, 6028, 3481, 70, 80, NA, 183845,  T
57, 99.6, 1055568, 41378, 17581, 20050, 9626, 5830, 2343, 1119, 54, 75, NA, 1153495,  T
58, 100.6, 19018, 7853, 4407, 23696, 9961, 11005, 3106, 2926, 67, 83, NA, 81972,  T
59, 102.6, 10365, 4221, 12348, 3530, 15161, 17192, 8734, 4410, 87, 87, NA, 75961,  T
60, 103.6, 465266, 26228, 12409, 18603, 5263, 9089, 7683, 6393, 91, 90, NA, 550934,  T
61, 105.6, 142972, 91865, 7472, 27828, 21049, 14245, 12271, 2804, 83, 78, NA, 320506,  T
62, 106.6, 15754, 1778, 10219, 9398, 11646, 19657, 8568, 3826, 67, 75, NA, 80846,  T
63, 108.6, 6756, 18890, 6179, 12207, 31643, 16915, 15632, 2926, 77, 63, NA, 111148,  T
64, 109.6, 586043, 38941, 28849, 17339, 12860, 9020, 12916, 7908, 84, 77, NA, 713876,  T
65, 111.6, 25423, 10397, 21430, 4710, 3998, 6875, 14003, 3619, 70, 83, NA, 90455,  T
66, 112.6, 15394, 17154, 9110, 9837, 6164, 10337, 12277, 3051, 70, 91, NA, 83324,  T
67, 114.5, 12442, 3783, 4723, 21080, 8116, 15163, 7218, 5991, 84, 93, NA, 78516,  T
68, 117.5, 10514, 5863, 6455, 30843, 3558, 5772, 8714, 7994, 84, 100, NA, 79713,  T
69, 119.5, 34722, 74619, 17805, 15380, 11231, 7944, 5698, 6518, 67, 97, NA, 173917,  T
70, 120.5, 78300, 19033, 14844, 1647, 9122, 9451, 5779, 967, 64, 87, NA, 139143,  T
71, 122.5, 2037694, 736257, 18460, 24373, 22158, 35074, 4420, 7480, 51, 56, NA, 2885916,  T
72, 123.5, 120141, 23517, 6820, 6379, 19988, 10185, 5942, 8555, 66, 29, NA, 201527,  T
73, 125.5, 4715, 22790, 8212, 8748, 4683, 15159, 6128, 5827, 69, 29, NA, 76262,  T
74, 126.5, 16715, 19156, 9240, 546, 4243, 12635, 3889, 4481, 91, 56, NA, 70905,  T
75, 128.5, 12001, 26928, 9752, 7161, 4317, 13815, 5080, 4454, 93, 61, NA, 83508,  T
76, 129.5, 12343, 22290, 8611, 7997, 8474, 14352, 10915, 2938, 90, 60, NA, 87920,  T
77, 131.5, 12007, 14985, 20724, 12185, 6335, 9960, 2406, 4518, 84, 74, NA, 83120,  T
78, 132.5, 264215, 16630, 19562, 8055, 3735, 2633, 3996, 2096, 70, 91, NA, 320922,  T
79, 134.5, 79145, 6017, 2080, 2124, 1589, 1706, 510, 488, 64, 93, NA, 93659,  T
80, 137.5, 316578, 91780, 24194, 6672, 10549, 2688, 1686, 1328, 41, 70, NA, 455475,  T
81, 139.5, 1216, 14166, 5265, 5886, 3201, 9214, 4713, 3752, 67, 63, NA, 47413,  T
82, 140.5, 54066, 16418, 28882, 31716, 10927, 12978, 10368, 9624, 69, 83, NA, 174979,  T
83, 142.4, 37601, 31909, 9190, 12323, 11148, 13526, 5294, 7163, 70, 75, NA, 128154,  T
84, 143.5, 1590155, 52578, 5732, 18235, 35706, 20462, 16128, 2901, 77, 67, NA, 1741897,  T
85, 145.4, 13058, 39654, 5764, 5073, 9729, 19715, 3387, 14793, 83, 47, NA, 111173,  T
86, 146.4, 9587, 27522, 11199, 1929, 2823, 11631, 5211, 5158, 84, 54, NA, 75060,  T
87, 148.4, 99699, 7247, 3519, 5298, 7611, 2794, 1744, 1053, 81, 63, NA, 128965,  T
88, 149.4, 1412850, 69762, 16291, 46423, 23060, 18492, 9336, 5133, 61, 63, NA, 1601347,  T
89, 149.4, 1067261, 634076, 43899, 48871, 40640, 36658, 10012, 46492, 47, 56, NA, 1927909,  T
