obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 6.0, 11914, 3132, 2864, 1059, 157, 210, 103, 42, NA, NA, NA, 19481,  N*
2, 7.0, 305063, 213653, 12794, 5479, 3663, 5182, 637, 512, NA, NA, NA, 546983,  N*
3, 9.0, 106013, 53516, 3051, 4091, 9759, 5511, 2756, 978, 51, 34, NA, 185675,  N*
4, 10.0, 453718, 232801, 9174, 7262, 6491, 5667, 3975, 2702, 56, 29, NA, 721790,  N*
5, 11.9, 317685, 151520, 34052, 19506, 40753, 22643, 20655, 16088, 74, 30, NA, 622902,  N*
6, 13.0, 1248332, 84967, 15196, 30430, 18775, 8985, 19724, 11521, 75, 41, NA, 1437930,  N*
7, 14.9, 3197670, 423480, 85302, 32369, 68963, 49706, 60778, 22682, 94, 50, NA, 3940950,  N*
8, 17.9, 815167, 21490, 10996, 13874, 6161, 3200, 2254, 2124, 80, 60, NA, 875266,  N*
9, 19.9, 50162, 35251, 2739, 1924, 1709, 1962, 2155, 699, 64, 48, NA, 96601,  N*
10, 20.9, 2237907, 519378, 19516, 106127, 84842, 98405, 35824, 11006, 63, 35, NA, 3113005,  N*
11, 22.9, 347670, 99845, 32101, 6270, 6971, 8230, 7080, 4735, 75, 35, NA, 512902,  N*
12, 23.9, 994552, 207362, 114691, 43684, 18078, 18273, 11003, 6587, 84, 54, NA, 1414230,  N*
13, 25.9, 1389408, 400773, 156252, 48125, 121753, 70210, 34344, 25877, 80, 57, NA, 2246742,  N*
14, 26.9, 260931, 74935, 11370, 4675, 6671, 3424, 4506, 2870, 61, 53, NA, 369382,  N*
15, 28.9, 960050, 254516, 11371, 8062, 30857, 26996, 16429, 12707, 70, 35, NA, 1320988,  N*
16, 29.9, 215489, 63870, 16281, 10392, 7474, 12625, 11126, 5051, 94, 26, NA, 342308,  N*
17, 31.9, 1175970, 57512, 21649, 11071, 10529, 2093, 4943, 2405, 90, 35, NA, 1286172,  N*
18, 32.9, 802949, 664594, 43165, 21283, 48079, 15473, 31174, 11474, 61, 41, NA, 1638191,  N*
19, 34.9, 1726654, 587936, 17801, 33481, 9654, 28273, 30476, 20094, 44, 29, NA, 2454369,  N*
20, 37.8, 47884, 12916, 5428, 2472, 3385, 7106, 9806, 1131, 74, 35, NA, 90128,  N*
21, 39.8, 158203, 73196, 1605, 13005, 2489, 4748, 2601, 1922, 83, 53, NA, 257769,  N*
22, 40.8, 1317985, 302728, 46945, 5643, 24600, 25701, 19869, 11045, 77, 44, NA, 1754516,  N*
23, 42.8, 386206, 27303, 4985, 8488, 18939, 16708, 18915, 10417, 83, 37, NA, 491961,  N*
24, 43.9, 22090, 32177, 8817, 5118, 10895, 22525, 17414, 15075, 96, 38, NA, 134111,  N*
25, 45.8, 499441, 147819, 41230, 33716, 10764, 37131, 8831, 20538, 100, 47, NA, 799470,  N*
26, 46.8, 248511, 84972, 4834, 5741, 4359, 8166, 8922, 2241, 93, 23, NA, 367746,  N*
27, 48.8, 1526006, 128638, 115632, 29491, 27871, 29941, 15115, 26259, 78, 35, NA, 1898953,  N*
28, 49.8, 226563, 31763, 15211, 10804, 11458, 21855, 21338, 8722, 81, 43, NA, 347714,  N*
29, 51.8, 281409, 55519, 8176, 3572, 6085, 7348, 4529, 3388, 83, 47, NA, 370026,  N*
30, 52.8, 425722, 93939, 14706, 8760, 13662, 5261, 2912, 1823, 70, 50, NA, 566785,  N*
31, 54.8, 33983, 32818, 26475, 12499, 23296, 29227, 12148, 6285, 74, 51, NA, 176731,  N*
32, 57.8, 47111, 78214, 20377, 28698, 6481, 13835, 12511, 3492, 77, 51, NA, 210719,  N*
33, 59.8, 399713, 19995, 9426, 13228, 6461, 24958, 13475, 5087, 87, 53, NA, 492343,  N*
34, 60.8, 126582, 55184, 31590, 22089, 18482, 11015, 14087, 7239, 88, 48, NA, 286268,  N
35, 62.8, 2107930, 177948, 49893, 36220, 9878, 26217, 30097, 12259, 91, 60, NA, 2450442,  N
36, 63.8, 406455, 58339, 8538, 4529, 17853, 51968, 32233, 3123, 78, 47, NA, 583038,  N
37, 65.7, 315649, 4605, 4940, 12809, 6411, 8227, 7874, 1411, 93, 50, NA, 361926,  N
38, 66.7, 566226, 69539, 22638, 16000, 27346, 23981, 25342, 1788, 100, 47, NA, 752860,  N
39, 68.7, 562869, 41368, 18295, 28862, 6706, 22408, 22003, 10566, 93, 61, NA, 713077,  N
40, 69.7, 95429, 4678, 1680, 3954, 6455, 7300, 4776, 3992, 100, 53, NA, 128264,  N
41, 71.7, 486125, 33996, 22660, 13050, 27845, 17704, 8672, 5710, 100, 56, NA, 615762,  N
42, 72.7, 20992, 61466, 6559, 6607, 8538, 7079, 13010, 2889, 91, 47, NA, 127140,  N
43, 74.7, 179432, 51390, 50359, 15669, 24954, 17652, 22758, 7220, 77, 53, NA, 369434,  N
44, 77.7, 97275, 44687, 22460, 5420, 19036, 7218, 9113, 12426, 74, 51, NA, 217635,  N
45, 79.7, 145331, 100175, 3884, 7257, 3427, 9604, 7950, 3620, 70, 43, NA, 281248,  N
46, 80.7, 26523, 21226, 9715, 6025, 6031, 15363, 24903, 10606, 81, 48, NA, 120392,  N
47, 82.7, 21920, 29162, 15270, 10201, 8391, 11850, 11555, 6853, 80, 50, NA, 115202,  N
48, 83.7, 174964, 258171, 6942, 72893, 49903, 42470, 29765, 7698, 91, 57, NA, 642806,  N
49, 85.7, 1360364, 274268, 31578, 40229, 19172, 25288, 17222, 10595, 74, 53, NA, 1778716,  N
50, 86.7, 90213, 40124, 10800, 23221, 4355, 16660, 28729, 6064, 70, 54, NA, 220166,  N
51, 88.7, 9343, 47542, 7208, 7174, 10558, 23269, 21349, 13257, 81, 53, NA, 139700,  N
52, 89.7, 487763, 132590, 41052, 50402, 37343, 22581, 28403, 5050, 93, 57, NA, 805184,  N
53, 91.7, 77142, 9292, 6024, 6673, 4861, 3393, 2180, 1130, 90, 57, NA, 110695,  N
54, 92.6, 84764, 31575, 3575, 5660, 22511, 29445, 11386, 9853, 90, 54, NA, 198769,  N
55, 94.6, 157560, 63035, 1803, 7194, 2048, 4412, 6261, 3526, 84, 44, NA, 245839,  N
56, 97.6, 36594, 57086, 18907, 14157, 14454, 24096, 16464, 4653, 93, 35, NA, 186411,  N
57, 99.6, 78065, 58489, 4411, 28348, 19881, 22179, 26701, 11686, 64, 53, NA, 249760,  N
58, 100.6, 48552, 40175, 17853, 6009, 5886, 17273, 5277, 3376, 66, 60, NA, 144401,  N
59, 102.6, 25243, 57135, 18744, 31967, 10147, 23490, 7457, 2606, 78, 61, NA, 176789,  N
60, 103.6, 13559, 19621, 559, 8545, 9875, 11625, 12669, 7397, 96, 51, NA, 83850,  N
61, 105.6, 58789, 14250, 16101, 10011, 10082, 16261, 11096, 2427, 100, 56, NA, 139017,  N
62, 106.6, 285526, 45834, 14316, 38436, 18336, 6907, 9888, 8942, 74, 48, NA, 428185,  N
63, 108.6, 92185, 22971, 7750, 2238, 4991, 8249, 1007, 1145, 69, 51, NA, 140536,  N
64, 109.6, 15937, 70526, 18071, 5132, 16636, 16030, 7035, 5072, 67, 60, NA, 154439,  N
65, 109.6, 118649, 41348, 47001, 26138, 27525, 23060, 21937, 4051, 80, 61, NA, 309709,  N
