obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
58, 100.6, 217915, 17184, 17997, 4783, 40024, 23604, 7568, 13373, 77, 53, NA, 342448,  A
59, 102.6, 163735, 24688, 6554, 3275, 6275, 4111, 2265, 1579, 80, 38, NA, 212482,  A
60, 103.6, 56157, 18493, 2996, 2346, 2788, 6765, 17191, 6723, 81, 29, NA, 113459,  A
61, 105.6, 51210, 51151, 32517, 13945, 14487, 21235, 10660, 5560, 69, 35, NA, 200765,  A
62, 106.6, 15248, 33692, 37539, 15791, 12012, 13180, 9716, 7303, 66, 54, NA, 144481,  A
63, 108.6, 96567, 4565, 9782, 1812, 4398, 8454, 2710, 1719, 75, 66, NA, 130007,  A
64, 109.6, 8434, 8451, 4282, 5444, 6867, 21504, 9581, 5640, 100, 60, NA, 70203,  A
65, 111.6, 39862, 59265, 9324, 24892, 24469, 10152, 7381, 3475, 97, 51, NA, 178820,  A
66, 112.6, 580535, 33140, 13074, 10128, 18932, 10597, 20482, 5320, 63, 48, NA, 692208,  A
67, 114.6, 317508, 26446, 23924, 9541, 13283, 16048, 30472, 4358, 47, 56, NA, 441580,  A
68, 117.5, 62050, 38864, 3152, 2122, 3328, 3120, 4227, 3661, 48, 37, NA, 120524,  A
69, 117.5, 838156, 34213, 32928, 2820, 9933, 9871, 4830, 9293, 35, 38, NA, 942044,  A
