obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
39, 66.7, 64531, 34444, 52473, 22692, 19911, 6365, 5120, 3764, 63, 27, NA, 209300,  N
40, 68.7, 41796, 14647, 6586, 13667, 6476, 5192, 6662, 4731, 51, 43, NA, 99757,  N
41, 69.7, 72498, 107036, 7491, 19002, 20938, 8956, 4354, 2698, 60, 43, NA, 242973,  N
42, 71.7, 449342, 94668, 13063, 30385, 9675, 13364, 13722, 7800, 64, 27, NA, 632019,  N
43, 72.7, 30080, 16220, 6709, 8902, 7457, 9380, 6920, 2256, 66, 24, NA, 87924,  N
44, 74.7, 30770, 6657, 2740, 18630, 7763, 9675, 11422, 2609, 83, 41, NA, 90266,  N
45, 77.7, 23330, 12935, 6422, 10547, 8255, 9489, 11877, 3260, 100, 64, NA, 86115,  N
46, 79.7, 8357, 8141, 8574, 4544, 4701, 9409, 4515, 2209, 100, 61, NA, 50450,  N
47, 80.7, 515458, 45735, 11317, 9243, 13151, 7157, 9445, 2509, 100, 47, NA, 614015,  N
48, 82.7, 21375, 12402, 2845, 21937, 3581, 12589, 3388, 5090, 100, 43, NA, 83207,  N
49, 83.7, 737991, 343485, 37042, 24541, 11774, 10394, 6818, 2814, 63, 40, NA, 1174859,  N
50, 85.7, 121097, 30072, 28087, 12903, 14237, 8278, 5443, 8078, 66, 51, NA, 228195,  N
51, 86.7, 16406, 32697, 11532, 5192, 5370, 10467, 12614, 6770, 61, 30, NA, 101048,  N
52, 88.6, 367201, 30496, 9830, 26754, 6206, 7410, 13604, 8218, 75, 48, NA, 469719,  N
53, 89.7, 15408, 90186, 7934, 8306, 8110, 8489, 5930, 4441, 48, 29, NA, 148804,  N
54, 91.6, 6786, 11232, 14328, 7274, 8157, 10475, 3352, 4771, 51, 37, NA, 66375,  N
55, 92.6, 17973, 4866, 570, 13384, 15041, 23094, 4394, 1209, 90, 41, NA, 80531,  N
56, 94.6, 14790, 4311, 3191, 4130, 18788, 4335, 4217, 763, 100, 48, NA, 54525,  N
57, 97.6, 90945, 9536, 7543, 5118, 5143, 2775, 1841, 1096, 81, 43, NA, 123997,  N
58, 99.6, 7964, 10209, 11083, 15750, 8597, 9342, 3528, 7627, 75, 57, NA, 74100,  N
59, 100.6, 68208, 33280, 15504, 12639, 12993, 12826, 3365, 3295, 78, 70, NA, 162110,  N
60, 102.6, 11011, 11006, 15820, 4175, 5249, 9267, 2695, 4116, 74, 78, NA, 63339,  N
61, 103.6, 15118, 11151, 3079, 20826, 19666, 13559, 7878, 3448, 80, 57, NA, 94725,  N
62, 105.6, 8255, 8892, 3658, 4126, 10550, 5300, 1044, 10197, 81, 54, NA, 52022,  N
63, 106.6, 76667, 11537, 5184, 2479, 2782, 1846, 919, 805, 61, 37, NA, 102219,  N
64, 108.6, 112916, 24243, 2434, 3356, 2999, 6196, 3192, 676, 56, 23, NA, 156012,  N
65, 109.6, 40430, 18766, 16161, 4083, 16717, 15297, 8360, 12316, 64, 37, NA, 132130,  N
66, 109.6, 22536, 13629, 1397, 16808, 6763, 9264, 8201, 2081, 74, 40, NA, 80679,  N
