obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 4.0, 19501, 31101, 25926, 28629, 9836, 1863, 2343, 6628, NA, NA, NA, 125827,  N*
2, 6.0, 116346, 28242, 7489, 9338, 12007, 5854, 3278, 1962, NA, NA, NA, 184516,  N*
3, 7.0, 1960203, 165375, 32568, 9751, 29145, 31093, 7000, 9041, 51, 30, NA, 2244176,  N*
4, 9.0, 1372460, 167982, 29122, 19350, 49170, 13189, 16459, 21522, 51, 23, NA, 1689254,  N*
5, 9.9, 956012, 404421, 5843, 38283, 68345, 14879, 24102, 10182, 44, 10, NA, 1522067,  N*
6, 11.9, 889070, 184527, 72084, 111418, 29369, 69700, 18973, 14337, 48, 21, NA, 1389478,  N*
7, 12.9, 56500, 47552, 19254, 5833, 27755, 19965, 30094, 12566, 56, 35, NA, 219519,  N*
8, 14.9, 171161, 165076, 33133, 8384, 9702, 9299, 13588, 1992, 60, 44, NA, 412335,  N*
9, 17.9, 177589, 44224, 10216, 19940, 9701, 3097, 3918, 919, 61, 26, NA, 269604,  N*
10, 19.9, 776242, 307692, 32519, 27951, 43287, 23689, 19329, 22967, 61, 48, NA, 1253676,  N*
11, 20.9, 28183, 18042, 11708, 12814, 4796, 14330, 19938, 11702, 74, 30, NA, 121513,  N*
12, 22.9, 35094, 10693, 13199, 10433, 7490, 13291, 14921, 8283, 87, 35, NA, 113404,  N*
13, 23.9, 4487, 11981, 11584, 21553, 9136, 11167, 19962, 11778, 97, 51, NA, 101648,  N*
14, 25.9, 19270, 27172, 8864, 31596, 11549, 12199, 16131, 4064, 91, 54, NA, 130845,  N*
15, 26.9, 1854014, 93987, 7089, 11403, 13723, 6270, 9096, 1287, 64, 50, NA, 1996869,  N*
16, 28.9, 48446, 5577, 1660, 1754, 421, 1381, 599, 459, 61, 40, NA, 60297,  N*
17, 29.9, 243877, 251718, 30661, 17557, 18281, 14719, 14953, 5165, 61, 30, NA, 596931,  N*
18, 31.9, 869139, 111566, 20740, 11269, 20167, 15370, 12257, 2525, 67, 35, NA, 1063033,  N*
19, 32.9, 305951, 68561, 42195, 17860, 19479, 24555, 17060, 6579, 56, 34, NA, 502240,  N*
20, 34.9, 35036, 7177, 19988, 18122, 8613, 21827, 10059, 8602, 80, 53, NA, 129424,  N*
21, 37.9, 6455, 21294, 5738, 12688, 4665, 21804, 7318, 7240, 100, 53, NA, 87202,  N*
22, 39.8, 490172, 112794, 29711, 25119, 30275, 11654, 8818, 9987, 97, 47, NA, 718530,  N*
23, 40.8, 57019, 18370, 611, 4221, 4049, 2729, 2820, 884, 67, 43, NA, 90703,  N*
24, 42.8, 75388, 157173, 16035, 20922, 6967, 6384, 9945, 6723, 51, 30, NA, 299537,  N*
25, 43.8, 65680, 32647, 37159, 17555, 19287, 7747, 4651, 3591, 63, 40, NA, 188317,  N*
26, 45.8, 92818, 8882, 2093, 2659, 2827, 2759, 2516, 1858, 67, 44, NA, 116412,  N*
27, 46.8, 169801, 91845, 6731, 9782, 9861, 11177, 15313, 8204, 83, 38, NA, 322714,  N*
28, 48.8, 74917, 8458, 5527, 1858, 3517, 2148, 2316, 1047, 87, 34, NA, 99788,  N*
29, 49.8, 56605, 22798, 7611, 10084, 15446, 20080, 14171, 5789, 83, 34, NA, 152584,  N*
30, 51.8, 130377, 32385, 7024, 2520, 5242, 5589, 4766, 3105, 87, 37, NA, 191008,  N*
31, 52.8, 601065, 83529, 27425, 42600, 2555, 12338, 13542, 5766, 83, 34, NA, 788820,  N*
32, 54.8, 164624, 45135, 15101, 4998, 1544, 2588, 3221, 1324, 56, 35, NA, 238535,  N*
33, 57.8, 44477, 34746, 5609, 19803, 15934, 10002, 9621, 7033, 56, 35, NA, 147225,  N*
34, 59.8, 14863, 17814, 3745, 24824, 4665, 5835, 13297, 3565, 81, 56, NA, 88608,  N*
35, 60.8, 745822, 16618, 3034, 9696, 9972, 20154, 13062, 6259, 88, 50, NA, 824617,  N
36, 62.8, 57403, 21558, 4225, 3523, 3882, 3768, 1996, 1511, 84, 44, NA, 97866,  N
37, 63.8, 117749, 67091, 10797, 11357, 10463, 44848, 8132, 7799, 100, 17, NA, 278236,  N
38, 65.8, 95450, 102093, 9215, 1152, 12935, 3019, 2801, 1479, 75, 7, NA, 228144,  N
