obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 3.9, 2815414, 91977, 27584, 38155, 32355, 29047, 17763, 4625, NA, NA, NA, 3056920,  M*
2, 5.9, 1711873, 394268, 90780, 35070, 22307, 56691, 46811, 10486, NA, NA, NA, 2368286,  M*
3, 8.9, 403607, 256227, 3582, 12451, 22808, 13191, 5865, 1276, 38, 38, NA, 719007,  M*
4, 9.9, 176621, 47174, 2279, 3483, 3029, 1167, 1036, 478, 24, 41, NA, 235267,  M*
5, 12.9, 656486, 531466, 337667, 89954, 285608, 303398, 134032, 123839, 30, 44, NA, 2462450,  M*
6, 14.9, 120393, 86891, 30934, 14916, 4821, 5980, 4673, 2200, 24, 70, NA, 270808,  M*
7, 17.9, 307983, 169592, 2364, 9427, 7319, 6649, 2142, 1460, 17, 66, NA, 506936,  M*
8, 19.9, 1873536, 199848, 149027, 25115, 41545, 33298, 28774, 18868, 17, 70, NA, 2370011,  M*
9, 22.9, 815804, 308510, 80042, 23017, 38865, 24852, 19338, 12062, 29, 78, NA, 1322490,  M*
10, 23.9, 609042, 16436, 56399, 1654, 3252, 4219, 3488, 975, 10, 84, NA, 695465,  M*
11, 25.9, 404098, 40836, 6381, 4123, 2698, 3948, 4371, 1249, 11, 78, NA, 467704,  M*
12, 26.9, 19690, 6520, 2902, 6626, 13395, 3265, 2103, 1014, 38, 69, NA, 55515,  M*
13, 28.9, 161751, 50054, 9392, 3068, 7969, 7125, 1777, 1201, 47, 47, NA, 242337,  M*
14, 29.8, 107467, 59585, 49000, 26333, 21278, 8284, 5922, 9831, 41, 67, NA, 287700,  M*
15, 31.8, 257940, 57207, 66093, 16548, 48047, 13499, 5962, 5109, 30, 74, NA, 470405,  M*
16, 32.8, 1495970, 154631, 37212, 11020, 17919, 27216, 9134, 4982, 51, 66, NA, 1758084,  M*
