obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
17, 34.8, 956808, 63754, 9302, 6136, 13778, 12236, 7953, 7828, 64, 51, NA, 1077795,  M*
18, 37.8, 159008, 250928, 16004, 10005, 14646, 10255, 10702, 1789, 30, 43, NA, 473337,  M*
19, 39.8, 284161, 20742, 3870, 2709, 2851, 2363, 950, 389, 51, 34, NA, 318035,  M*
20, 40.8, 29024, 3401, 2574, 985, 1255, 2505, 510, 393, 75, 53, NA, 40647,  M*
21, 42.8, 17635, 35444, 16877, 6003, 20260, 12325, 10903, 1558, 77, 57, NA, 121005,  M*
22, 43.8, 4938, 11911, 3137, 2764, 3420, 5615, 2214, 1787, 100, 64, NA, 35786,  M*
23, 45.8, 54015, 6819, 5078, 6069, 7689, 1834, 3125, 796, 83, 66, NA, 85425,  M*
24, 46.8, 22988, 14603, 2702, 2502, 3192, 2075, 1433, 998, 56, 64, NA, 50493,  M*
25, 48.8, 84061, 26730, 8720, 7224, 3640, 3137, 3977, 855, 37, 69, NA, 138344,  M*
26, 49.8, 127119, 35216, 11244, 7882, 612, 3206, 2192, 459, 21, 63, NA, 187930,  M*
27, 51.8, 9224, 9725, 9417, 4193, 5718, 8090, 11739, 8089, 38, 70, NA, 66195,  M*
28, 52.8, 269103, 19655, 4009, 5764, 1757, 5370, 1553, 549, 77, 69, NA, 307760,  M*
29, 54.8, 103901, 15339, 3757, 1727, 1611, 2479, 1753, 801, 87, 63, NA, 131368,  M*
30, 57.8, 210148, 68333, 21461, 1649, 9458, 10600, 6662, 2627, 48, 47, NA, 330938,  M*
31, 59.7, 1137531, 160121, 50386, 37326, 18497, 22521, 30621, 8060, 69, 67, NA, 1465063,  M*
32, 60.7, 175621, 15183, 6901, 2964, 8255, 4891, 1388, 1904, 61, 66, NA, 217107,  M
33, 62.7, 82477, 24723, 848, 283, 1439, 2985, 5498, 1878, 47, 38, NA, 120131,  M
34, 63.7, 198247, 21753, 17016, 753, 5164, 10529, 6004, 11118, 93, 35, NA, 270584,  M
35, 65.7, 139499, 18638, 1697, 930, 2175, 1409, 442, 1045, 78, 24, NA, 165835,  M
36, 66.7, 98516, 3683, 528, 5717, 3809, 3182, 2574, 880, 91, 66, NA, 118889,  M
37, 68.7, 49558, 16811, 1025, 21891, 9160, 8784, 3508, 8611, 90, 69, NA, 119348,  M
38, 69.7, 152010, 45143, 28532, 2574, 6948, 3727, 5569, 1330, 61, 77, NA, 245833,  M
39, 71.7, 51639, 10405, 15293, 3699, 10134, 3367, 2618, 1034, 47, 80, NA, 98189,  M
40, 72.7, 10848, 56114, 1507, 2440, 14562, 21661, 6339, 6631, 70, 50, NA, 120102,  M
41, 74.7, 110001, 48294, 6053, 13073, 1820, 5684, 3022, 1379, 77, 44, NA, 189326,  M
42, 77.7, 251373, 22038, 4933, 7472, 8275, 5297, 2693, 593, 51, 37, NA, 302674,  M
43, 79.7, 609516, 190869, 36524, 21959, 30511, 10462, 7085, 4048, 27, 37, NA, 910974,  M
44, 80.7, 988219, 71292, 21731, 5388, 11885, 3068, 2349, 1041, 13, 61, NA, 1104973,  M
45, 82.6, 1741218, 78362, 58580, 15917, 30452, 30275, 14485, 7495, 17, 61, NA, 1976784,  M
46, 83.6, 98779, 160551, 17935, 4707, 16574, 36569, 9278, 2546, 17, 43, NA, 346939,  M
47, 85.6, 19593, 21267, 4888, 15422, 25462, 21672, 7073, 5778, 53, 41, NA, 121155,  M
48, 86.6, 75462, 16999, 32512, 25343, 26971, 15988, 10773, 6290, 67, 51, NA, 210338,  M
49, 88.6, 75580, 16709, 4971, 3978, 10448, 13476, 8625, 4091, 80, 60, NA, 137878,  M
50, 89.6, 131584, 16932, 5272, 7892, 2839, 2144, 3069, 1385, 66, 70, NA, 171117,  M
51, 91.6, 23420, 18838, 12036, 10157, 6793, 12487, 8576, 4668, 70, 64, NA, 96975,  M
52, 92.6, 57157, 6046, 4381, 1345, 2870, 1535, 1278, 1069, 37, 60, NA, 75681,  M
53, 94.6, 732815, 209546, 13062, 8310, 9706, 25361, 5174, 3468, 40, 41, NA, 1007442,  M
54, 97.6, 63168, 18333, 576, 5346, 2177, 2444, 4137, 333, 48, 41, NA, 96514,  M
55, 99.6, 10938, 17674, 838, 5444, 13961, 7735, 9653, 3637, 70, 40, NA, 69880,  M
56, 100.6, 54685, 16377, 5843, 8986, 3850, 4059, 2588, 1181, 74, 61, NA, 97569,  M
57, 102.6, 167543, 26208, 14973, 8836, 3465, 2211, 3012, 1335, 50, 75, NA, 227583,  M
58, 103.6, 52295, 9654, 2783, 2157, 1817, 2190, 3436, 2541, 43, 78, NA, 76873,  M
59, 105.6, 43758, 21518, 4318, 2171, 1574, 3137, 2813, 1037, 41, 67, NA, 80326,  M
60, 106.6, 737935, 42092, 15792, 7498, 5727, 3973, 2731, 2672, 35, 63, NA, 818420,  M
61, 108.6, 54594, 43289, 23127, 18185, 6655, 1541, 4131, 1425, 13, 70, NA, 152947,  M
62, 109.5, 92102, 17385, 1810, 6514, 4083, 4990, 2415, 4152, 8, 70, NA, 133451,  M
63, 111.5, 173782, 33272, 606, 328, 2282, 2096, 2405, 1002, 10, 44, NA, 215773,  M
64, 112.6, 426302, 56762, 4339, 1938, 3672, 6979, 4243, 814, 43, 34, NA, 505049,  M
65, 112.6, 43154, 19373, 10772, 15719, 10865, 14725, 11647, 1108, 48, 38, NA, 127363,  M
