obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 6.0, 1210430, 90000, 30940, 28680, 22276, 54808, 17206, 7706, NA, NA, NA, 1462046,  T*
2, 7.0, 93257, 11297, 2766, 1913, 3586, 1580, 1704, 301, NA, NA, NA, 116404,  T*
3, 9.0, 1976723, 516767, 48079, 39349, 43199, 46109, 47286, 43697, 30, 30, NA, 2761209,  T*
4, 9.9, 953476, 27476, 7881, 8085, 10157, 8984, 4222, 914, 48, 61, NA, 1021195,  2*
5, 11.9, 288457, 80778, 34123, 15013, 4984, 22512, 17376, 3380, 50, 70, NA, 466623,  2*
6, 12.9, 622173, 308265, 42314, 15808, 29854, 46396, 25555, 20036, 40, 41, NA, 1110401,  2*
7, 14.9, 1272303, 645584, 117597, 27278, 144431, 80174, 24445, 19087, 27, 27, NA, 2330899,  2*
8, 17.9, 725084, 196010, 23196, 5958, 26766, 22165, 14842, 9010, 21, 14, NA, 1023031,  2*
9, 19.9, 593085, 187130, 107711, 49228, 28657, 37348, 36487, 11219, 14, 57, NA, 1050865,  2*
10, 20.9, 82378, 32429, 3933, 3020, 3027, 2903, 3639, 496, 20, 87, NA, 131825,  2*
11, 23.9, 872845, 78525, 2772, 16632, 5598, 14547, 10171, 3027, 27, 63, NA, 1004117,  2*
12, 25.9, 417294, 110977, 1253, 8075, 3423, 2567, 1644, 1693, 11, 1, NA, 546926,  2*
13, 26.9, 358631, 65887, 3425, 7917, 13971, 13602, 8995, 2327, 13, 14, NA, 474755,  2*
14, 28.9, 1950873, 336093, 122521, 9036, 49535, 22751, 99905, 6778, 10, 30, NA, 2597492,  2*
15, 29.9, 925008, 149200, 26042, 7995, 2206, 14209, 12943, 2671, 26, 51, NA, 1140274,  2*
16, 32.9, 553179, 598932, 78161, 107431, 23364, 37394, 31636, 10248, 13, 64, NA, 1440345,  2*
17, 34.9, 1664623, 70149, 4711, 3808, 3926, 5332, 8186, 3361, 26, 34, NA, 1764096,  2*
18, 37.8, 57492, 43953, 16002, 7423, 34936, 58951, 14204, 10684, 63, 26, NA, 243645,  2*
19, 39.8, 74089, 88826, 6577, 13891, 3048, 6389, 4276, 2170, 66, 47, NA, 199266,  2*
20, 40.8, 84938, 14941, 4074, 4513, 1950, 2990, 2416, 397, 41, 64, NA, 116219,  2*
21, 42.8, 24203, 9139, 1291, 1131, 371, 2746, 608, 229, 44, 47, NA, 39718,  2*
22, 43.8, 1270021, 238193, 65077, 33158, 45679, 39552, 10809, 5469, 61, 69, NA, 1707958,  2*
23, 45.8, 1143074, 35255, 4091, 1323, 4928, 5644, 4449, 2047, 63, 44, NA, 1200811,  2*
24, 46.8, 1604993, 232096, 64759, 118147, 20090, 28098, 9307, 8266, 35, 43, NA, 2085756,  2*
25, 48.8, 79763, 77470, 21190, 6271, 53180, 20056, 8436, 3908, 41, 35, NA, 270274,  2*
26, 49.8, 40552, 57722, 2869, 21346, 30049, 20009, 16609, 2222, 44, 63, NA, 191378,  2*
27, 51.8, 173009, 31863, 11676, 4759, 1444, 3644, 2126, 3008, 48, 57, NA, 231529,  2*
28, 52.8, 53057, 19593, 3827, 8309, 15944, 14260, 8971, 4835, 77, 41, NA, 128796,  2*
29, 54.8, 440128, 11104, 12854, 6244, 28015, 17165, 6515, 4686, 88, 50, NA, 526711,  2*
30, 57.8, 80517, 30450, 47610, 14064, 32664, 44943, 15731, 2164, 94, 56, NA, 268143,  2*
31, 59.8, 295834, 83181, 59636, 1907, 4193, 5032, 5487, 1136, 27, 74, NA, 456406,  2*
32, 60.8, 80621, 48458, 24332, 4930, 5222, 6359, 3816, 2140, 8, 100, NA, 175878,  2
33, 62.8, 407045, 165555, 38210, 27989, 17308, 37305, 19018, 18843, 24, 96, NA, 731273,  2
34, 63.8, 59145, 25537, 3325, 1793, 4728, 3875, 4464, 1153, 44, 84, NA, 104020,  2
35, 65.7, 1737254, 561010, 110423, 88030, 42948, 40232, 25004, 11043, 40, 77, NA, 2615944,  2
36, 66.7, 667487, 218788, 103446, 33100, 35280, 78168, 55298, 11817, 50, 66, NA, 1203384,  2
