obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
37, 68.7, 372431, 54746, 63875, 22718, 24231, 20863, 11282, 4879, 50, 90, NA, 575025,  2
38, 69.7, 544670, 77142, 4054, 2190, 4569, 4132, 1609, 689, 30, 74, NA, 639055,  2
39, 71.8, 228380, 242180, 30828, 81855, 123422, 101164, 26132, 17166, 35, 64, NA, 851127,  2
40, 72.7, 297703, 2958, 1747, 992, 1416, 1256, 1462, 295, 44, 64, NA, 307829,  2
41, 74.7, 549941, 61187, 21659, 10286, 9300, 9873, 2873, 808, 53, 88, NA, 665927,  2
42, 77.7, 76609, 38538, 16994, 11123, 8416, 14620, 11861, 1137, 63, 78, NA, 179298,  2
43, 79.7, 138845, 25293, 15063, 18732, 11772, 18516, 7380, 4612, 53, 96, NA, 240213,  2
44, 80.7, 204919, 202645, 8775, 7148, 14052, 4015, 3343, 2143, 34, 88, NA, 447040,  2
45, 82.7, 1333400, 219018, 26500, 3696, 10939, 10449, 9403, 1779, 24, 61, NA, 1615184,  2
46, 83.7, 292538, 121125, 6746, 6277, 5582, 6099, 10019, 2868, 1, 21, NA, 451254,  2
47, 85.7, 577241, 96271, 16316, 59927, 23171, 24657, 16712, 7875, 21, 48, NA, 822170,  2
48, 86.7, 52476, 47975, 5369, 15771, 11455, 18490, 16593, 8547, 47, 57, NA, 176676,  2
49, 88.7, 9587, 16172, 26832, 25067, 19227, 17508, 30773, 6444, 66, 91, NA, 151610,  2
50, 89.7, 66779, 135208, 36212, 10745, 6384, 20338, 11987, 2949, 83, 83, NA, 290602,  2
51, 91.6, 30204, 7075, 1547, 608, 627, 1291, 1823, 307, 75, 81, NA, 43482,  2
52, 92.6, 88180, 93032, 11483, 24515, 33142, 13572, 23154, 4758, 40, 54, NA, 291836,  2
53, 94.6, 723396, 48128, 4713, 3822, 9101, 4878, 11180, 792, 37, 44, NA, 806010,  2
54, 97.6, 869976, 33847, 43926, 22568, 16170, 29043, 7993, 3761, 40, 60, NA, 1027284,  2
55, 99.6, 140571, 24972, 6209, 5259, 3975, 2804, 1776, 1200, 61, 97, NA, 186766,  2
56, 100.6, 544715, 70450, 69834, 44537, 6579, 14760, 8141, 3093, 41, 100, NA, 762109,  2
57, 102.6, 231088, 48173, 23029, 11938, 13386, 27265, 3938, 5272, 48, 100, NA, 364089,  2
58, 103.6, 100864, 99428, 53277, 6566, 21263, 13927, 11969, 5024, 56, 87, NA, 312318,  2
59, 105.6, 701529, 20132, 10449, 20716, 6832, 3491, 4300, 1291, 54, 84, NA, 768740,  2
60, 106.6, 143662, 73659, 2873, 16594, 13603, 15159, 8556, 4847, 53, 87, NA, 278953,  2
61, 108.6, 51756, 41740, 46690, 25554, 5514, 15903, 5697, 2649, 57, 97, NA, 195503,  2
62, 109.6, 622403, 16215, 3966, 8019, 2726, 3144, 852, 901, 44, 94, NA, 658226,  2
63, 111.6, 141418, 30909, 19399, 10654, 5752, 3090, 3692, 1919, 34, 100, NA, 216833,  2
64, 112.6, 36263, 19345, 29014, 11815, 26948, 24174, 6319, 3784, 54, 93, NA, 157662,  2
65, 114.5, 37403, 18708, 24740, 16322, 29519, 15548, 4916, 3820, 63, 94, NA, 150976,  2
66, 117.5, 144113, 46862, 15666, 16707, 36806, 19845, 7721, 3211, 69, 77, NA, 290931,  2
67, 119.5, 344723, 199056, 8977, 26741, 9023, 23197, 15775, 5782, 40, 77, NA, 633274,  2
68, 120.5, 1486307, 28116, 6314, 11465, 17026, 11850, 2929, 2203, 66, 64, NA, 1566210,  2
69, 122.5, 205071, 67047, 72377, 34703, 7647, 19803, 4628, 2738, 69, 70, NA, 414014,  2
70, 123.5, 364517, 88635, 23110, 2336, 7170, 5026, 5875, 1135, 57, 75, NA, 497804,  2
71, 125.5, 202175, 4041, 330, 408, 510, 971, 1007, 348, 56, 64, NA, 209790,  2
72, 126.5, 84622, 98131, 2094, 5305, 14494, 15652, 20136, 4289, 50, 30, NA, 244723,  2
73, 128.5, 24006, 31850, 32764, 22048, 7731, 26426, 9671, 2421, 69, 44, NA, 156917,  2
74, 129.5, 368686, 6112, 6391, 6797, 2405, 5116, 2743, 1156, 67, 81, NA, 399406,  2
75, 131.5, 78628, 63294, 41841, 131457, 7192, 14476, 5991, 1858, 57, 100, NA, 344737,  2
76, 132.5, 28381, 23830, 16255, 31119, 11745, 15272, 5130, 2074, 56, 100, NA, 133806,  2
77, 132.5, 404112, 28071, 22295, 7572, 4473, 3411, 4593, 828, 40, 100, NA, 475355,  2
