obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
31, 54.8, 45329, 42087, 45485, 3890, 6466, 3516, 7169, 3367, 34, 77, NA, 157309,  M*
32, 57.8, 1909552, 77094, 22106, 15782, 5862, 7541, 7555, 2406, 41, 64, NA, 2047898,  M*
33, 59.8, 32647, 41884, 9913, 10242, 9546, 7958, 3771, 2078, 57, 37, NA, 118039,  M*
34, 60.8, 55244, 38878, 23454, 11033, 9942, 5502, 4528, 2737, 66, 51, NA, 151318,  M
35, 62.7, 41179, 228120, 15959, 8804, 3831, 8676, 4099, 2050, 56, 48, NA, 312718,  M
36, 63.7, 40490, 36045, 11909, 2131, 11125, 3743, 1890, 1987, 37, 41, NA, 109320,  M
37, 65.7, 28570, 32171, 396, 24574, 13781, 7310, 3827, 1687, 44, 40, NA, 112316,  M
38, 66.7, 15172, 25825, 12843, 28371, 12794, 7282, 3927, 2338, 74, 66, NA, 108552,  M
39, 68.7, 27195, 39262, 12457, 11910, 3658, 24205, 5767, 2891, 93, 67, NA, 127345,  M
40, 69.7, 45933, 110494, 38324, 7205, 23895, 8159, 9127, 7374, 70, 61, NA, 250511,  M
41, 71.7, 131061, 3216, 11707, 2091, 2907, 2912, 1149, 729, 78, 66, NA, 155772,  M
42, 72.7, 41818, 93927, 35832, 15404, 4953, 10396, 4096, 1475, 53, 67, NA, 207901,  M
43, 74.7, 26082, 67035, 23756, 4478, 3749, 7316, 19556, 1649, 60, 67, NA, 153621,  M
44, 77.7, 100593, 13490, 2684, 2079, 2779, 1964, 1300, 759, 60, 50, NA, 125648,  M
45, 79.7, 67828, 98350, 25436, 3942, 12247, 5765, 6351, 5752, 63, 48, NA, 225671,  M
46, 80.7, 53590, 16405, 4010, 2025, 3120, 2381, 1276, 1696, 56, 50, NA, 84503,  M
47, 82.7, 128899, 9705, 1422, 588, 3251, 1888, 3562, 350, 57, 37, NA, 149665,  M
48, 83.7, 94782, 30012, 12028, 16582, 20498, 14173, 6947, 3265, 78, 30, NA, 198287,  M
49, 85.7, 25026, 56288, 12204, 9096, 4871, 6513, 5195, 2147, 75, 34, NA, 121340,  M
50, 86.7, 34634, 20342, 17296, 4076, 7543, 13189, 3273, 1857, 75, 53, NA, 102210,  M
51, 88.6, 15338, 21244, 8197, 11239, 5216, 3824, 3099, 1444, 63, 56, NA, 69601,  M
52, 89.7, 622384, 106908, 7243, 43823, 45877, 18262, 10167, 3127, 84, 53, NA, 857791,  M
53, 91.6, 112544, 15033, 2931, 3877, 3467, 2692, 1692, 1644, 74, 50, NA, 143880,  M
54, 92.6, 14615, 22185, 19153, 5864, 13874, 3727, 3224, 1684, 66, 53, NA, 84326,  M
55, 94.7, 25445, 48932, 2578, 13295, 7317, 8009, 10384, 2683, 66, 53, NA, 118643,  M
56, 97.6, 104011, 64135, 3618, 9970, 19976, 9302, 5028, 2332, 77, 50, NA, 218372,  M
57, 99.6, 67013, 44363, 1458, 20970, 8654, 6000, 2953, 1509, 64, 50, NA, 152920,  M
58, 100.6, 32066, 9840, 10743, 3796, 7827, 5433, 7438, 2197, 61, 63, NA, 79340,  M
59, 102.6, 15951, 20431, 12777, 14587, 11630, 15958, 2877, 3381, 77, 60, NA, 97592,  M
60, 103.6, 15060, 21419, 6616, 1326, 6043, 5833, 6271, 1913, 100, 63, NA, 64481,  M
61, 105.6, 30124, 16268, 22461, 4202, 4201, 10421, 6205, 3091, 100, 66, NA, 96973,  M
62, 106.6, 25350, 64871, 11276, 13065, 7643, 6193, 4166, 3990, 90, 53, NA, 136554,  M
63, 108.6, 8032, 30710, 15319, 30706, 3605, 9608, 8755, 4037, 84, 66, NA, 110772,  M
64, 109.6, 748577, 554867, 154673, 11789, 55566, 121687, 37842, 17506, 66, 60, NA, 1702507,  M
65, 111.6, 1825245, 148259, 100074, 7649, 37534, 24027, 15372, 4436, 67, 64, NA, 2162596,  M
66, 112.6, 112973, 31634, 10709, 9654, 14400, 17743, 11552, 2641, 90, 51, NA, 211306,  M
67, 114.6, 21771, 76145, 28836, 25255, 9514, 12927, 5605, 3705, 83, 57, NA, 183758,  M
68, 117.5, 35280, 11186, 4950, 3952, 16255, 10700, 6482, 2824, 100, 51, NA, 91629,  M
69, 117.5, 58570, 43150, 19302, 16089, 4038, 7206, 5217, 2218, 77, 56, NA, 155790,  M
